GeneID	Length	forth.sorted.bam
ENSG00000184731	8057	1109
ENSG00000227061	12324	1
ENSG00000035115	48669	2035
ENSG00000143727	14144	1657
ENSG00000189292	9294	46
ENSG00000228643	15097	4
ENSG00000235779	23433	38
ENSG00000277997	1742	0
ENSG00000233684	24207	17
ENSG00000236856	28474	27
ENSG00000226277	3003	1
ENSG00000223985	12962	38
ENSG00000284452	903	0
ENSG00000225942	863	1
ENSG00000233633	19993	11
ENSG00000151353	13530	1193
ENSG00000233296	20197	35
ENSG00000280360	550	0
ENSG00000233970	1153	0
ENSG00000227713	7031	15
ENSG00000272342	577	19
ENSG00000231173	7880	70
ENSG00000223751	5280	0
ENSG00000237667	88769	313
ENSG00000228799	6078	12
ENSG00000234796	10199	61
ENSG00000235688	648	19
ENSG00000172554	416765	847
ENSG00000235403	9209	0
ENSG00000236665	2115	0
ENSG00000233553	5525	0
ENSG00000231482	214514	55
ENSG00000115705	169646	0
ENSG00000228613	73449	370
ENSG00000283766	2257	0
ENSG00000203635	4910	130
ENSG00000130508	112966	11555
ENSG00000186487	542552	129
ENSG00000284600	16002	0
ENSG00000232057	4256	0
ENSG00000225619	7879	0
ENSG00000234929	58108	137
ENSG00000287583	4323	0
ENSG00000237720	133145	35
ENSG00000227364	1050	0
ENSG00000228391	674	0
ENSG00000234423	230979	78
ENSG00000236760	14200	12
ENSG00000226649	1042	3
ENSG00000032389	188958	1330
ENSG00000224885	3125	0
ENSG00000171853	105420	6381
ENSG00000225234	1168	0
ENSG00000271868	473	5
ENSG00000182551	22166	3099
ENSG00000235078	3923	12
ENSG00000242282	5061	0
ENSG00000286905	26326	32
ENSG00000171865	16904	0
ENSG00000234171	6369	162
ENSG00000287126	6596	149
ENSG00000171863	5661	3877
ENSG00000118004	49813	126
ENSG00000237370	846	0
ENSG00000188765	210	0
ENSG00000151360	44472	11
ENSG00000232718	961	0
ENSG00000224661	1569	1
ENSG00000214866	144434	59
ENSG00000237401	16473	3
ENSG00000229550	4088	1
ENSG00000231821	853	40
ENSG00000231532	28283	101
ENSG00000252238	84	0
ENSG00000207192	107	0
ENSG00000228585	395	1
ENSG00000232835	6252	2
ENSG00000224128	88984	2
ENSG00000230090	72792	0
ENSG00000176887	9002	37
ENSG00000242540	23451	2
ENSG00000236106	4103	0
ENSG00000237266	2030	0
ENSG00000232044	70968	34
ENSG00000276733	71	0
ENSG00000234275	83441	54
ENSG00000227007	9413	2
ENSG00000226488	16189	1
ENSG00000231610	922	0
ENSG00000236172	35716	11
ENSG00000286851	1192	0
ENSG00000283394	67	0
ENSG00000205837	42135	6
ENSG00000225964	21002	32
ENSG00000134326	26066	289
ENSG00000134321	32434	219
ENSG00000271947	578	0
ENSG00000228203	6981	22
ENSG00000151692	150875	994
ENSG00000223884	32588	12
ENSG00000223145	318	2
ENSG00000272002	634	1
ENSG00000213774	315	21
ENSG00000229727	67318	54
ENSG00000221255	131	0
ENSG00000287119	4407	0
ENSG00000230515	643	0
ENSG00000235576	4905	8
ENSG00000232979	139	1
ENSG00000229405	658	0
ENSG00000226506	12959	3
ENSG00000235665	355762	11
ENSG00000286857	16121	0
ENSG00000236790	499408	150
ENSG00000229740	5616	0
ENSG00000236008	131201	144
ENSG00000285591	16608	0
ENSG00000231083	22051	6
ENSG00000225642	278	0
ENSG00000235092	15229	64
ENSG00000115738	5617	875
ENSG00000134313	116550	4837
ENSG00000143797	151020	2581
ENSG00000230886	607	0
ENSG00000223640	333	0
ENSG00000242136	1675	2
ENSG00000261104	3273	25
ENSG00000244310	6491	1
ENSG00000240980	2941	1
ENSG00000151693	198919	2371
ENSG00000213772	337	0
ENSG00000119185	20073	4351
ENSG00000119203	49451	1544
ENSG00000134330	22886	568
ENSG00000151694	68247	1805
ENSG00000239300	10948	0
ENSG00000271855	877	1
ENSG00000134308	47031	10240
ENSG00000207086	107	0
ENSG00000240687	74176	35
ENSG00000244260	36539	0
ENSG00000200034	141	0
ENSG00000240960	166	0
ENSG00000243491	12846	7
ENSG00000115750	90974	1037
ENSG00000269973	3231	159
ENSG00000287305	11730	7
ENSG00000134317	50585	2615
ENSG00000188525	4274	6
ENSG00000260476	1248	0
ENSG00000260077	1572	220
ENSG00000172059	11988	1167
ENSG00000271787	446	0
ENSG00000205795	24165	360
ENSG00000233502	2321	1
ENSG00000212558	115	0
ENSG00000171848	91028	680
ENSG00000206647	135	0
ENSG00000265418	58	0
ENSG00000264030	264	0
ENSG00000285872	14686	33
ENSG00000206898	134	0
ENSG00000115756	124729	4323
ENSG00000115758	8360	1386
ENSG00000206633	136	0
ENSG00000257135	9005	48
ENSG00000115761	119234	1656
ENSG00000234818	15665	0
ENSG00000243819	1756	31
ENSG00000277446	294	0
ENSG00000236162	3180	0
ENSG00000143882	64011	491
ENSG00000239053	64	0
ENSG00000272275	2184	0
ENSG00000143870	54587	5616
ENSG00000238962	62	0
ENSG00000271952	40642	15
ENSG00000232056	7379	0
ENSG00000270488	277	0
ENSG00000162975	2292	165
ENSG00000226080	856	24
ENSG00000145063	27505	29
ENSG00000150873	18190	60
ENSG00000162976	23673	858
ENSG00000134318	168572	7350
ENSG00000207267	107	0
ENSG00000230154	917	0
ENSG00000226961	492	8
ENSG00000230952	8122	10
ENSG00000231403	2345	0
ENSG00000224177	11271	12
ENSG00000285569	21679	57
ENSG00000169016	21803	546
ENSG00000196208	160448	8282
ENSG00000201610	107	0
ENSG00000264010	73	0
ENSG00000251718	113	0
ENSG00000285626	119	0
ENSG00000202248	119	0
ENSG00000239899	275	0
ENSG00000169006	12018	8
ENSG00000230044	601	0
ENSG00000276411	2962	1
ENSG00000134324	149815	2936
ENSG00000228496	1869	0
ENSG00000203643	2604	0
ENSG00000230790	4305	0
ENSG00000265056	82	0
ENSG00000224184	868988	714
ENSG00000265172	54	0
ENSG00000238503	70	0
ENSG00000264089	72	0
ENSG00000207183	104	0
ENSG00000223360	6159	0
ENSG00000286427	13794	28
ENSG00000261117	813	0
ENSG00000071575	25846	2127
ENSG00000264370	78	0
ENSG00000225649	226437	406
ENSG00000285876	330731	129
ENSG00000229370	71496	19
ENSG00000230448	690433	354
ENSG00000227718	35105	0
ENSG00000251859	104	0
ENSG00000237261	283	0
ENSG00000228505	13765	4
ENSG00000162981	18115	948
ENSG00000287291	286399	144
ENSG00000235127	21018	0
ENSG00000151779	394421	3985
ENSG00000229087	348	0
ENSG00000234022	9699	2
ENSG00000079785	39934	3148
ENSG00000224194	11801	15
ENSG00000231031	53558	19
ENSG00000237326	9131	0
ENSG00000202160	117	0
ENSG00000214657	305	0
ENSG00000238371	104	0
ENSG00000233718	23900	2
ENSG00000223850	15619	0
ENSG00000134323	6458	36
ENSG00000243541	293	0
ENSG00000226764	65837	5
ENSG00000236289	73274	7
ENSG00000236989	20620	21
ENSG00000271315	144	0
ENSG00000251704	93	0
ENSG00000226041	1797	0
ENSG00000228876	109932	45
ENSG00000231266	1168	0
ENSG00000285354	7846	0
ENSG00000232444	3243	0
ENSG00000224400	78447	26
ENSG00000237633	32389	19
ENSG00000279663	4006	0
ENSG00000197872	116873	447
ENSG00000223536	41444	13
ENSG00000224604	1465	10
ENSG00000237670	4464	4
ENSG00000222842	300	0
ENSG00000214843	604	0
ENSG00000236348	1327	29
ENSG00000214842	7856	95
ENSG00000163032	117893	709
ENSG00000163029	136431	1480
ENSG00000178295	35089	0
ENSG00000151379	1339	2
ENSG00000170745	483770	978
ENSG00000212455	128	0
ENSG00000287881	100518	34
ENSG00000287849	8604	2
ENSG00000260331	819	3
ENSG00000240857	5957	299
ENSG00000250741	34020	8
ENSG00000185013	26701	0
ENSG00000207170	102	0
ENSG00000224626	2946	7
ENSG00000287284	6954	18
ENSG00000236204	361617	1651
ENSG00000266738	77	2
ENSG00000143867	7139	1353
ENSG00000234597	10742	33
ENSG00000237992	51099	151
ENSG00000235911	5862	1
ENSG00000213403	327	1
ENSG00000228784	16188	102
ENSG00000183891	5353	177
ENSG00000271991	545	1
ENSG00000118965	79872	1265
ENSG00000227210	14587	8
ENSG00000132031	20617	63
ENSG00000068697	18979	5466
ENSG00000223734	2363	4
ENSG00000234378	42974	53
ENSG00000213729	440	1
ENSG00000266059	294	0
ENSG00000200763	105	0
ENSG00000115884	24637	14340
ENSG00000235411	1155	56
ENSG00000238735	62	0
ENSG00000055917	103544	5975
ENSG00000232800	10203	4
ENSG00000212171	98	0
ENSG00000143878	2367	21501
ENSG00000228950	1906	2
ENSG00000200829	112	0
ENSG00000227047	1741	1
ENSG00000279307	510	29
ENSG00000118960	90683	2839
ENSG00000269976	439	0
ENSG00000231948	1774	0
ENSG00000233416	375	0
ENSG00000143869	12100	20
ENSG00000270100	679	0
ENSG00000118961	139117	1418
ENSG00000236436	1891	0
ENSG00000261012	1605	1
ENSG00000084674	42645	53
ENSG00000280390	675	0
ENSG00000287956	2443	3
ENSG00000218819	20401	6
ENSG00000271629	379	1
ENSG00000233005	749791	106
ENSG00000231204	243654	0
ENSG00000270654	1734	0
ENSG00000235537	29733	0
ENSG00000228538	11505	0
ENSG00000229621	23227	0
ENSG00000264192	296	0
ENSG00000228999	603661	126
ENSG00000223691	1978	0
ENSG00000234189	192	0
ENSG00000206882	118	0
ENSG00000234207	104411	0
ENSG00000233587	40672	5
ENSG00000222616	333	0
ENSG00000232451	180932	69
ENSG00000223530	1381	0
ENSG00000233714	4211	1
ENSG00000223634	2861	1
ENSG00000235497	6071	2
ENSG00000119771	323433	6435
ENSG00000224361	17302	0
ENSG00000279526	1489	0
ENSG00000283031	18246	0
ENSG00000119778	178460	2011
ENSG00000224464	747	0
ENSG00000238111	457	0
ENSG00000173960	77625	1821
ENSG00000234946	506	0
ENSG00000243847	291	0
ENSG00000205639	53241	100
ENSG00000163026	20229	0
ENSG00000222940	104	0
ENSG00000119782	13981	68
ENSG00000115128	8788	561
ENSG00000219626	93115	829
ENSG00000115129	8429	0
ENSG00000176732	8656	0
ENSG00000276087	66071	1
ENSG00000232642	9122	0
ENSG00000186453	25797	35
ENSG00000223754	1860	13
ENSG00000198399	157851	3575
ENSG00000242628	11552	0
ENSG00000251805	128	0
ENSG00000232963	273	0
ENSG00000233747	641	0
ENSG00000286829	10298	11
ENSG00000084676	278789	8904
ENSG00000202430	109	0
ENSG00000206732	107	0
ENSG00000184924	3649	192
ENSG00000138092	29241	230
ENSG00000138031	100671	5893
ENSG00000271936	1108	0
ENSG00000115137	28459	406
ENSG00000237953	267	0
ENSG00000202479	90	0
ENSG00000224165	68327	197
ENSG00000286645	10128	0
ENSG00000207069	102	0
ENSG00000084710	117060	627
ENSG00000276653	298	0
ENSG00000229593	1789	0
ENSG00000115138	8051	31
ENSG00000230452	4890	3
ENSG00000119772	114736	4569
ENSG00000221445	82	0
ENSG00000235072	6710	327
ENSG00000138101	296450	6334
ENSG00000224220	6527	0
ENSG00000201160	113	0
ENSG00000143970	144735	2464
ENSG00000187536	732	0
ENSG00000217643	482	0
ENSG00000218682	506	0
ENSG00000217718	243	1
ENSG00000084731	56152	1994
ENSG00000237629	288	0
ENSG00000268412	405	68
ENSG00000084733	103371	5334
ENSG00000199872	107	0
ENSG00000235440	820	0
ENSG00000231655	1002	15
ENSG00000214465	1528	25
ENSG00000227133	1114	4
ENSG00000237951	499	3
ENSG00000157833	16576	396
ENSG00000084754	54038	8696
ENSG00000138029	47296	3741
ENSG00000286707	7771	119
ENSG00000173567	38645	1
ENSG00000138018	87345	1841
ENSG00000157856	54792	50
ENSG00000115155	101554	227
ENSG00000173557	16948	139
ENSG00000157884	60162	40
ENSG00000225378	3211	2
ENSG00000225024	292	0
ENSG00000171303	40731	677
ENSG00000213699	16948	0
ENSG00000115163	36779	344
ENSG00000145835	352	0
ENSG00000157851	102605	37
ENSG00000230286	59500	9
ENSG00000084764	56583	1440
ENSG00000205500	29837	0
ENSG00000119777	8785	10891
ENSG00000084693	28259	2913
ENSG00000231636	582	0
ENSG00000272056	659	0
ENSG00000229122	778	0
ENSG00000272148	480	0
ENSG00000228474	1183	948
ENSG00000138080	7789	24964
ENSG00000138030	14016	318
ENSG00000138028	20240	746
ENSG00000143994	7024	100
ENSG00000138073	3911	2924
ENSG00000186143	2563	0
ENSG00000163792	7971	31
ENSG00000236099	667	11
ENSG00000138074	13372	10989
ENSG00000138085	5152	1942
ENSG00000084774	26575	8862
ENSG00000115194	22134	23
ENSG00000163793	6067	6
ENSG00000138100	25011	87
ENSG00000163794	1046	142
ENSG00000115204	16189	3135
ENSG00000115207	31186	3937
ENSG00000234945	7080	0
ENSG00000234072	11377	483
ENSG00000115211	6106	1131
ENSG00000115234	7040	6444
ENSG00000163795	3556	3003
ENSG00000115241	28397	4795
ENSG00000213453	584	0
ENSG00000115216	14470	6408
ENSG00000157992	4116	492
ENSG00000138002	45413	2544
ENSG00000235267	707	0
ENSG00000200003	102	0
ENSG00000115226	3318	953
ENSG00000084734	26846	29
ENSG00000221843	45336	559
ENSG00000243943	40249	0
ENSG00000259080	52129	4
ENSG00000176714	3374	0
ENSG00000198522	23265	1078
ENSG00000206731	127	0
ENSG00000119760	13032	1455
ENSG00000163798	31506	1361
ENSG00000205334	9947	7
ENSG00000243147	216371	288
ENSG00000171174	109303	0
ENSG00000158019	448961	4791
ENSG00000270846	1080	0
ENSG00000265321	83	0
ENSG00000270528	706	0
ENSG00000277035	178	0
ENSG00000223522	3498	0
ENSG00000225991	410	0
ENSG00000229951	10264	24
ENSG00000075426	24870	8708
ENSG00000270640	296	0
ENSG00000270210	775	12
ENSG00000227938	2018	0
ENSG00000163803	186998	521
ENSG00000242915	106	0
ENSG00000230730	31259	52
ENSG00000222232	108	0
ENSG00000226833	44212	387
ENSG00000213639	51301	2288
ENSG00000163806	68095	303
ENSG00000273233	426	0
ENSG00000171103	20489	713
ENSG00000163811	53553	1387
ENSG00000264994	85	0
ENSG00000265145	78	0
ENSG00000222224	98	0
ENSG00000265706	78	0
ENSG00000189350	104763	80
ENSG00000200283	108	0
ENSG00000179270	13548	11
ENSG00000229224	8938	22
ENSG00000115295	91939	1149
ENSG00000171094	728813	1010
ENSG00000286963	32661	0
ENSG00000242699	297	0
ENSG00000288553	114219	14
ENSG00000230737	1984	0
ENSG00000197644	7603	0
ENSG00000233862	92739	97
ENSG00000225943	1180	0
ENSG00000119801	13593	1515
ENSG00000207187	133	2
ENSG00000231712	313	1
ENSG00000213626	92197	3591
ENSG00000287658	5077	6
ENSG00000235997	14388	28
ENSG00000280154	177	0
ENSG00000172954	197000	1573
ENSG00000278908	2134	22
ENSG00000162949	97772	3507
ENSG00000230118	258	0
ENSG00000285984	9762	2
ENSG00000158089	244736	573
ENSG00000234579	4488	0
ENSG00000214711	60803	31
ENSG00000201671	99	0
ENSG00000013016	35300	2219
ENSG00000213620	843	0
ENSG00000158125	80422	2059
ENSG00000277893	58459	12
ENSG00000228563	36523	0
ENSG00000270422	482	0
ENSG00000223647	10158	10
ENSG00000237007	846	50
ENSG00000242272	405	24
ENSG00000273165	448	12
ENSG00000162959	146171	166
ENSG00000162961	171997	705
ENSG00000271228	308	0
ENSG00000021574	94091	838
ENSG00000272716	712	1
ENSG00000152683	58539	1080
ENSG00000229816	2400	0
ENSG00000201113	107	0
ENSG00000091106	41280	219
ENSG00000119820	38691	2816
ENSG00000272754	1365	55
ENSG00000115760	261872	7716
ENSG00000230046	1969	0
ENSG00000276334	1621	0
ENSG00000276517	3004	0
ENSG00000207653	94	0
ENSG00000274159	366	0
ENSG00000279897	17546	0
ENSG00000279544	3109	0
ENSG00000018699	193020	1278
ENSG00000265057	77	0
ENSG00000230876	101335	454
ENSG00000236854	19065	50
ENSG00000206951	113	0
ENSG00000049323	452557	3631
ENSG00000223951	6781	0
ENSG00000285577	6797	0
ENSG00000212204	119	0
ENSG00000252246	110	0
ENSG00000283591	49	0
ENSG00000152689	128427	422
ENSG00000237133	8501	0
ENSG00000119812	15723	1384
ENSG00000286415	58019	120
ENSG00000238038	246	0
ENSG00000187999	924	0
ENSG00000228262	1031346	455
ENSG00000239649	5487	0
ENSG00000235064	897	0
ENSG00000237790	2325	0
ENSG00000285754	86205	0
ENSG00000272027	11317	0
ENSG00000232153	90440	21
ENSG00000226994	385840	114
ENSG00000264352	324	0
ENSG00000237320	1888	0
ENSG00000196085	228	0
ENSG00000288535	21287	4
ENSG00000265301	82	0
ENSG00000207255	104	0
ENSG00000229013	126	0
ENSG00000234587	384	0
ENSG00000233752	443	3
ENSG00000260025	366	57
ENSG00000150938	195358	12574
ENSG00000273090	478	0
ENSG00000171055	114283	1980
ENSG00000270677	620	0
ENSG00000205221	118103	1370
ENSG00000115808	128839	2656
ENSG00000279519	2618	0
ENSG00000252756	98	0
ENSG00000008869	115990	2659
ENSG00000152133	14794	701
ENSG00000055332	57856	4132
ENSG00000224891	775	0
ENSG00000138068	28779	15
ENSG00000233159	356	0
ENSG00000218739	19706	155
ENSG00000115816	29985	1203
ENSG00000272054	3803	0
ENSG00000003509	21773	396
ENSG00000115825	74307	1419
ENSG00000232028	1458	1
ENSG00000207364	107	0
ENSG00000285925	3840	1
ENSG00000115828	30496	263
ENSG00000253078	99	0
ENSG00000287316	58027	17
ENSG00000236213	84213	82
ENSG00000163171	96587	535
ENSG00000236572	2714	1
ENSG00000225402	1047	17
ENSG00000237803	55777	33
ENSG00000115841	143956	411
ENSG00000235848	117131	0
ENSG00000138061	42930	2391
ENSG00000232973	158205	545
ENSG00000280276	1947	0
ENSG00000229160	6310	0
ENSG00000199603	107	0
ENSG00000273006	282	0
ENSG00000227292	36228	9
ENSG00000227770	750	0
ENSG00000213594	1001	3
ENSG00000119787	83332	3356
ENSG00000231367	109408	1941
ENSG00000287313	3909	0
ENSG00000235009	2280	0
ENSG00000213553	954	0
ENSG00000271443	992	3
ENSG00000143889	41618	1406
ENSG00000235586	581	0
ENSG00000143891	75157	2088
ENSG00000232518	3220	0
ENSG00000115875	7896	1852
ENSG00000152147	33469	215
ENSG00000227238	1688	0
ENSG00000232114	860	0
ENSG00000163214	78206	1438
ENSG00000223922	1223	0
ENSG00000225284	1414	0
ENSG00000188010	53111	189
ENSG00000207295	107	0
ENSG00000214694	85609	98
ENSG00000265905	283	0
ENSG00000269210	1056	0
ENSG00000115904	142797	4543
ENSG00000229692	1579	0
ENSG00000206985	104	0
ENSG00000225900	297	0
ENSG00000202309	102	0
ENSG00000205111	53943	69
ENSG00000011566	188036	2498
ENSG00000252473	135	0
ENSG00000273035	477	0
ENSG00000231312	228814	1863
ENSG00000152154	52982	1319
ENSG00000138050	43208	863
ENSG00000227028	468757	140
ENSG00000235653	889	0
ENSG00000183023	513784	640
ENSG00000287255	10976	0
ENSG00000285898	88320	15
ENSG00000287468	18966	0
ENSG00000233128	20972	7
ENSG00000237442	13776	41
ENSG00000287145	15479	7
ENSG00000236090	1008	32
ENSG00000236533	399	2
ENSG00000207218	102	0
ENSG00000214691	33896	16
ENSG00000223245	118	0
ENSG00000234362	2311	11
ENSG00000205086	21439	7
ENSG00000226398	9678	5
ENSG00000162878	10497	2427
ENSG00000224875	27064	15
ENSG00000143924	163196	3785
ENSG00000115944	91543	1436
ENSG00000221300	60	0
ENSG00000171126	51966	33
ENSG00000232526	859	0
ENSG00000236913	450	0
ENSG00000057935	262379	3990
ENSG00000273913	282	0
ENSG00000215263	677	0
ENSG00000226523	192	0
ENSG00000200550	108	0
ENSG00000162881	1781	1047
ENSG00000162882	25505	3092
ENSG00000226491	1488	86
ENSG00000232202	1296	8
ENSG00000224739	4706	48
ENSG00000231826	12840	1073
ENSG00000233978	2590	6
ENSG00000207087	107	9
ENSG00000230587	39953	236
ENSG00000286796	3181	0
ENSG00000287387	3379	22
ENSG00000152518	4205	12363
ENSG00000279873	1646	105
ENSG00000234936	3822	27
ENSG00000115970	365211	4248
ENSG00000252804	106	0
ENSG00000264071	282	0
ENSG00000207411	107	0
ENSG00000152527	130728	1161
ENSG00000223658	1279	0
ENSG00000229695	1158	0
ENSG00000252490	231	0
ENSG00000138036	35972	906
ENSG00000138075	26394	24
ENSG00000143921	51047	12
ENSG00000138095	109766	4660
ENSG00000200924	107	0
ENSG00000264047	282	0
ENSG00000219391	261	6
ENSG00000252599	107	0
ENSG00000224637	678	3
ENSG00000273106	1235	1
ENSG00000138032	76416	0
ENSG00000285542	151460	112
ENSG00000226972	486	0
ENSG00000138079	46037	0
ENSG00000138078	45582	1390
ENSG00000143919	410646	2513
ENSG00000259439	18123	19
ENSG00000278957	483	0
ENSG00000274520	87	0
ENSG00000277311	217	0
ENSG00000276229	75	0
ENSG00000277809	324	0
ENSG00000276048	271	0
ENSG00000274547	196	0
ENSG00000276670	201	0
ENSG00000236502	1720	0
ENSG00000138083	4370	3
ENSG00000225156	14099	8
ENSG00000231848	461	13
ENSG00000170577	4271	64
ENSG00000231156	455	5
ENSG00000205054	158582	34
ENSG00000231054	832	0
ENSG00000286728	42058	0
ENSG00000286519	2214	0
ENSG00000068784	223486	1357
ENSG00000239396	294	0
ENSG00000171132	536646	3996
ENSG00000228481	776	0
ENSG00000233829	368	0
ENSG00000232696	814	0
ENSG00000231336	1190	0
ENSG00000233335	318	1
ENSG00000278764	282	0
ENSG00000116016	93031	24651
ENSG00000228100	1938	0
ENSG00000187600	12644	0
ENSG00000284608	55230	69
ENSG00000241791	288	0
ENSG00000284701	4861	0
ENSG00000250565	51828	763
ENSG00000253515	1548	0
ENSG00000119729	42883	692
ENSG00000250116	11983	0
ENSG00000151665	36119	583
ENSG00000119878	13761	649
ENSG00000279254	1909	25
ENSG00000222005	123865	394
ENSG00000171150	81294	0
ENSG00000239332	42311	126
ENSG00000226548	1477	0
ENSG00000228925	9404	6
ENSG00000180398	39986	219
ENSG00000068724	159981	3368
ENSG00000272814	274	0
ENSG00000233845	5246	0
ENSG00000239605	109771	0
ENSG00000273269	110571	11
ENSG00000225187	3383	0
ENSG00000143933	16839	6
ENSG00000234690	152670	777
ENSG00000226087	15106	0
ENSG00000236824	200	0
ENSG00000119888	42444	4463
ENSG00000222685	273	0
ENSG00000207923	96	0
ENSG00000277396	262	0
ENSG00000095002	260080	1449
ENSG00000184261	61696	0
ENSG00000235760	8192	0
ENSG00000230979	531	3768
ENSG00000116062	114534	173
ENSG00000224443	512	0
ENSG00000224058	634	0
ENSG00000283502	87	0
ENSG00000138081	117183	3628
ENSG00000235369	266	0
ENSG00000236549	455	0
ENSG00000233230	2133	10
ENSG00000230773	390044	262
ENSG00000226473	481	0
ENSG00000275423	902	0
ENSG00000201010	325	0
ENSG00000170802	64659	480
ENSG00000251889	140	0
ENSG00000272663	555	3
ENSG00000162869	74794	1683
ENSG00000202227	103	0
ENSG00000243244	69131	5
ENSG00000068781	246593	255
ENSG00000242441	115351	0
ENSG00000279956	123434	0
ENSG00000239995	498	0
ENSG00000138039	68957	0
ENSG00000232285	294	0
ENSG00000282890	609674	67
ENSG00000214602	1264	0
ENSG00000170820	192371	0
ENSG00000212036	56	0
ENSG00000282998	249771	18
ENSG00000206915	106	0
ENSG00000282828	31739	45
ENSG00000234253	741	28
ENSG00000212580	119	1
ENSG00000179915	1307073	2824
ENSG00000285548	20956	0
ENSG00000230327	726	0
ENSG00000283058	12031	0
ENSG00000216191	91	0
ENSG00000238165	237	0
ENSG00000286412	5174	0
ENSG00000231918	1375317	4758
ENSG00000287867	13955	0
ENSG00000224344	426	0
ENSG00000223710	145	0
ENSG00000230840	142	0
ENSG00000226366	481	0
ENSG00000287344	44649	0
ENSG00000236538	5843	0
ENSG00000202195	102	0
ENSG00000225444	19455	0
ENSG00000225842	339	0
ENSG00000236837	6065	1
ENSG00000204993	1875	11
ENSG00000233083	336	0
ENSG00000264975	94	0
ENSG00000228033	238782	90
ENSG00000232604	2397	0
ENSG00000232668	213	0
ENSG00000251942	183	1
ENSG00000223897	137	0
ENSG00000115239	327489	2137
ENSG00000207456	107	0
ENSG00000143942	7393	0
ENSG00000068912	31776	0
ENSG00000265452	84	0
ENSG00000119737	7056	0
ENSG00000068878	106925	6186
ENSG00000170634	334463	3668
ENSG00000235937	1131	0
ENSG00000233266	427	0
ENSG00000241114	307	0
ENSG00000272156	2513	0
ENSG00000252934	64	0
ENSG00000178021	3052	0
ENSG00000177994	53709	25
ENSG00000115306	215130	22937
ENSG00000228108	24650	0
ENSG00000237887	459	0
ENSG00000234943	1310	0
ENSG00000238018	19035	15
ENSG00000214595	248527	307
ENSG00000231334	3371	0
ENSG00000285519	33049	0
ENSG00000252507	64	0
ENSG00000115310	140435	15373
ENSG00000200086	104	0
ENSG00000162994	60017	601
ENSG00000203327	1740	0
ENSG00000227799	1629	0
ENSG00000143947	3951	3646
ENSG00000085760	32753	1242
ENSG00000162997	2204	0
ENSG00000240401	63700	25
ENSG00000206964	111	0
ENSG00000115355	132054	665
ENSG00000233594	467	439
ENSG00000238619	96	0
ENSG00000238493	99	0
ENSG00000239189	106	0
ENSG00000163001	26276	1572
ENSG00000275052	71589	3339
ENSG00000212175	148	0
ENSG00000272606	465	0
ENSG00000138035	59803	1269
ENSG00000115380	58173	7868
ENSG00000202344	361	0
ENSG00000272180	229495	47
ENSG00000226702	84136	0
ENSG00000207548	110	0
ENSG00000207798	110	0
ENSG00000211520	82	0
ENSG00000229805	12966	0
ENSG00000271894	238542	1
ENSG00000233251	12337	0
ENSG00000055813	202183	0
ENSG00000199395	114	0
ENSG00000231570	264	0
ENSG00000271115	987	1
ENSG00000285755	90485	89
ENSG00000270569	1146	0
ENSG00000212168	65	0
ENSG00000271615	10625	12
ENSG00000028116	252292	1738
ENSG00000287875	6490	0
ENSG00000115392	82130	1171
ENSG00000273063	338	0
ENSG00000233426	1086	1504
ENSG00000225226	21286	6
ENSG00000233723	635968	439
ENSG00000231043	1741	0
ENSG00000285673	263335	96
ENSG00000222030	61693	0
ENSG00000271955	881521	240
ENSG00000233891	494694	0
ENSG00000231815	7710	0
ENSG00000270447	235	0
ENSG00000200101	103	0
ENSG00000252726	108	0
ENSG00000286604	12972	0
ENSG00000285611	13527	0
ENSG00000228590	103383	29
ENSG00000287640	2654	0
ENSG00000200807	159	0
ENSG00000266078	84	0
ENSG00000119866	103948	1270
ENSG00000233953	4279	0
ENSG00000242158	298	0
ENSG00000271134	372	2
ENSG00000213495	437	0
ENSG00000252718	102	0
ENSG00000271707	821	10
ENSG00000115421	45834	632
ENSG00000228414	58249	47
ENSG00000241524	266	0
ENSG00000237024	484	0
ENSG00000162924	50092	1299
ENSG00000201076	140	0
ENSG00000267520	5702	0
ENSG00000237522	1231	141
ENSG00000232713	401	184
ENSG00000162927	78038	705
ENSG00000222251	137	0
ENSG00000162928	34766	1698
ENSG00000162929	72164	521
ENSG00000274769	49039	118
ENSG00000212978	3378	0
ENSG00000237651	19762	0
ENSG00000271889	10673	0
ENSG00000173209	13786	3580
ENSG00000115464	283625	7210
ENSG00000273302	791	0
ENSG00000271146	842	0
ENSG00000234624	311	0
ENSG00000206937	135	0
ENSG00000270820	12943	76
ENSG00000082898	60778	2924
ENSG00000285857	1821	0
ENSG00000271243	621	1
ENSG00000226884	166	0
ENSG00000206973	107	0
ENSG00000213486	903	0
ENSG00000227361	246	7
ENSG00000229831	359	1
ENSG00000170264	29296	201
ENSG00000230702	361	4
ENSG00000277498	2162	2
ENSG00000115484	20587	526
ENSG00000236498	17651	0
ENSG00000286360	2414	0
ENSG00000173163	258524	2116
ENSG00000278523	71	0
ENSG00000229839	77435	0
ENSG00000242735	741	0
ENSG00000271657	2302	21
ENSG00000170340	28617	1454
ENSG00000266097	92	0
ENSG00000239958	285	0
ENSG00000270335	1792	3
ENSG00000228541	944	3
ENSG00000241625	291	0
ENSG00000186889	11677	93
ENSG00000233702	279	0
ENSG00000229503	477	236
ENSG00000226622	129149	164
ENSG00000232144	972	0
ENSG00000230595	366	0
