GeneID	Length	fifth.sorted.bam
ENSG00000222854	110	0
ENSG00000273825	32035	0
ENSG00000287607	99	0
ENSG00000196369	208264	1985
ENSG00000271644	111	0
ENSG00000215784	16723	167
ENSG00000283752	8390	334
ENSG00000272419	51960	4777
ENSG00000277678	146	0
ENSG00000281571	1088	0
ENSG00000223612	519	454
ENSG00000256374	495	15
ENSG00000271291	287	0
ENSG00000207501	164	0
ENSG00000276216	347	1
ENSG00000236140	1146	11
ENSG00000162825	115879	4728
ENSG00000234367	402	151
ENSG00000270384	167	1
ENSG00000286620	2210	3
ENSG00000270722	164	0
ENSG00000287374	5394	4
ENSG00000278182	1164	7
ENSG00000275064	11548	54
ENSG00000272150	35514	3407
ENSG00000117262	62663	2575
ENSG00000174827	37297	4560
ENSG00000117281	19818	135
ENSG00000265491	85228	4053
ENSG00000186141	20315	2019
ENSG00000186364	3325	235
ENSG00000131788	11315	5182
ENSG00000278549	59	0
ENSG00000198483	19307	255
ENSG00000143127	18904	746
ENSG00000244619	637	0
ENSG00000131779	7368	929
ENSG00000265241	9965	947
ENSG00000211451	6329	0
ENSG00000234222	32590	0
ENSG00000280778	50554	3
ENSG00000271601	24595	0
ENSG00000272031	5135	0
ENSG00000278431	3035	0
ENSG00000121851	14159	367
ENSG00000265972	4145	7898
ENSG00000168509	19279	7
ENSG00000287190	1804	6
ENSG00000201558	164	0
ENSG00000233396	9383	441
ENSG00000271425	164290	11067
ENSG00000264343	82824	0
ENSG00000276509	2002	32
ENSG00000201789	101	0
ENSG00000271121	546	552
ENSG00000277406	80434	895
ENSG00000270339	660	0
ENSG00000273768	164	0
ENSG00000287978	891	0
ENSG00000274428	160	0
ENSG00000277655	2411	3
ENSG00000276975	441729	3672
ENSG00000274408	123	0
ENSG00000274450	117	0
ENSG00000268043	57459	12520
ENSG00000244371	543	0
ENSG00000234225	1688	30
ENSG00000227242	36938	116
ENSG00000225603	1665	0
ENSG00000201142	125	0
ENSG00000230832	1241	19
ENSG00000286172	141	0
ENSG00000283342	24804	50
ENSG00000131791	17445	640
ENSG00000180867	6879	0
ENSG00000237188	122980	6
ENSG00000131781	67700	0
ENSG00000226015	1657	0
ENSG00000236806	795	0
ENSG00000131778	53112	0
ENSG00000278811	258991	201
ENSG00000213226	1115	0
ENSG00000226653	848	0
ENSG00000207209	102	0
ENSG00000272443	555	0
ENSG00000272480	391	0
ENSG00000116128	84716	2118
ENSG00000162836	40873	1140
ENSG00000277762	282	0
ENSG00000227139	1542	1
ENSG00000265107	17164	299
ENSG00000274415	1250	0
ENSG00000234190	11364	4
ENSG00000223728	1398	0
ENSG00000121634	1302	0
ENSG00000188092	65200	2668
ENSG00000215859	21095	2505
ENSG00000273059	430	0
ENSG00000274372	12732	56
ENSG00000206791	167	0
ENSG00000206585	164	4
ENSG00000229828	13286	44
ENSG00000263956	50277	6784
ENSG00000225080	402	0
ENSG00000198658	3172	0
ENSG00000232265	30842	10
ENSG00000227733	95800	648
ENSG00000238765	123	0
ENSG00000224335	217	0
ENSG00000227700	517	0
ENSG00000199879	157	1
ENSG00000234283	8866	3
ENSG00000228626	951	0
ENSG00000274020	228716	2931
ENSG00000238107	2377	0
ENSG00000224481	48744	0
ENSG00000235988	331	0
ENSG00000252744	124	0
ENSG00000283676	76	0
ENSG00000202408	156	0
ENSG00000272824	442	0
ENSG00000207340	164	0
ENSG00000252135	135	0
ENSG00000278596	82	0
ENSG00000238825	162	0
ENSG00000231551	30030	0
ENSG00000201183	161	0
ENSG00000225871	1822	0
ENSG00000285062	1047	0
ENSG00000280649	1058	0
ENSG00000236334	3856	0
ENSG00000274210	165	0
ENSG00000270629	148358	16863
ENSG00000286019	72740	2
ENSG00000252515	101	0
ENSG00000177144	1206	808
ENSG00000275140	11955	493
ENSG00000271546	529	2
ENSG00000178104	240106	8029
ENSG00000252656	250	0
ENSG00000222788	79	0
ENSG00000254913	3219	0
ENSG00000255148	7599	0
ENSG00000254539	2698	167
ENSG00000269713	49535	6483
ENSG00000274019	10563	20
ENSG00000201699	162	0
ENSG00000274265	84240	1784
ENSG00000215861	123741	557
ENSG00000272755	565	0
ENSG00000273591	250	0
ENSG00000274423	11952	498
ENSG00000286219	77417	0
ENSG00000286185	165739	4473
ENSG00000271383	81024	0
ENSG00000263464	600	74
ENSG00000277147	99383	3153
ENSG00000284964	1050	0
ENSG00000275557	4638	0
ENSG00000206828	164	0
ENSG00000284842	2536	0
ENSG00000234232	70968	1009
ENSG00000275229	146	0
ENSG00000226500	410	0
ENSG00000150337	9848	0
ENSG00000203814	29685	262
ENSG00000233030	7362	0
ENSG00000183598	469	11
ENSG00000270882	7109	327
ENSG00000203811	1656	49
ENSG00000203812	549	189
ENSG00000220323	3612	144
ENSG00000261716	6440	195
ENSG00000272196	564	186
ENSG00000203852	1656	49
ENSG00000270276	7166	331
ENSG00000264207	1234	31
ENSG00000184678	2194	819
ENSG00000184260	494	15
ENSG00000184270	497	2
ENSG00000178096	12909	239
ENSG00000159164	14527	1360
ENSG00000143368	4487	3802
ENSG00000014914	8229	1225
ENSG00000264522	72915	5013
ENSG00000285184	22042	233
ENSG00000223945	1171	0
ENSG00000136631	78051	2746
ENSG00000023902	15538	1322
ENSG00000285554	8381	21
ENSG00000266187	294	0
ENSG00000143401	17740	1080
ENSG00000222222	190	0
ENSG00000276110	2192	4
ENSG00000118298	7828	117
ENSG00000117362	4182	7195
ENSG00000118292	12717	303
ENSG00000159208	4551	202
ENSG00000266472	15260	978
ENSG00000117360	31755	2482
ENSG00000163125	113476	5517
ENSG00000143374	20246	1345
ENSG00000283933	66	0
ENSG00000143369	5728	965
ENSG00000228126	2276	18
ENSG00000237781	9163	67
ENSG00000143382	11569	861
ENSG00000264553	86	0
ENSG00000203804	14351	1278
ENSG00000277452	299	0
ENSG00000274963	299	0
ENSG00000143384	5188	12787
ENSG00000253047	121	20
ENSG00000143420	28762	7017
ENSG00000276103	117	0
ENSG00000143457	50925	2065
ENSG00000143452	22836	24
ENSG00000206931	107	0
ENSG00000163131	35605	841
ENSG00000236713	373	1
ENSG00000143387	12053	3860
ENSG00000224690	559	0
ENSG00000143437	66996	4194
ENSG00000200175	108	0
ENSG00000224800	448	12
ENSG00000283324	26157	53
ENSG00000229357	318	0
ENSG00000143379	38482	2432
ENSG00000143418	14422	7431
ENSG00000259357	1012	0
ENSG00000231073	2412	0
ENSG00000143412	13386	1718
ENSG00000143409	12290	3459
ENSG00000143363	27294	1662
ENSG00000200759	107	0
ENSG00000163141	11400	1170
ENSG00000143443	4236	494
ENSG00000197622	19355	4301
ENSG00000213190	9148	0
ENSG00000143458	54965	1482
ENSG00000233717	817	0
ENSG00000261168	1536	5
ENSG00000143434	14980	2340
ENSG00000163154	3101	0
ENSG00000163156	13633	397
ENSG00000163155	6201	0
ENSG00000163157	6299	59
ENSG00000163159	19018	1222
ENSG00000143398	51588	4318
ENSG00000159352	12771	2429
ENSG00000232671	2273	10
ENSG00000143373	10559	7432
ENSG00000143393	35919	11670
ENSG00000265753	300	0
ENSG00000273481	481	0
ENSG00000143390	6718	1567
ENSG00000224645	1319	0
ENSG00000237976	1061	4
ENSG00000143416	8404	6767
ENSG00000159377	2378	2836
ENSG00000143442	56771	7272
ENSG00000238711	96	0
ENSG00000143375	28183	6354
ENSG00000252840	108	0
ENSG00000143367	43279	1748
ENSG00000232536	21340	0
ENSG00000207606	96	0
ENSG00000223861	495	0
ENSG00000143376	87086	2566
ENSG00000250734	1326	0
ENSG00000206635	107	0
ENSG00000159409	16746	4
ENSG00000227045	7361	0
ENSG00000178796	19373	12
ENSG00000206980	104	1
ENSG00000269621	4371	2
ENSG00000236940	784	0
ENSG00000143436	3850	1146
ENSG00000143450	8436	56
ENSG00000249602	6118	0
ENSG00000232937	681	0
ENSG00000268288	515	0
ENSG00000182134	21310	641
ENSG00000203288	3599	14
ENSG00000269489	549	2
ENSG00000213171	5156	79
ENSG00000143365	25775	1880
ENSG00000225556	2739	115
ENSG00000201134	102	5
ENSG00000234614	8509	153
ENSG00000196407	6612	646
ENSG00000159445	38772	858
ENSG00000285651	14083	0
ENSG00000286581	9096	2
ENSG00000223810	1390	0
ENSG00000197747	10945	1687
ENSG00000229021	48244	53
ENSG00000240667	3847	0
ENSG00000163191	15402	5
ENSG00000232678	260	9
ENSG00000285818	1347	3
ENSG00000182898	4924	1
ENSG00000159450	9138	20
ENSG00000226716	2532	0
ENSG00000233792	72684	22
ENSG00000215853	5634	0
ENSG00000237975	277332	891
ENSG00000236427	1200	0
ENSG00000197915	12118	0
ENSG00000143631	23075	0
ENSG00000143520	11272	0
ENSG00000183586	193	0
ENSG00000143536	5021	0
ENSG00000186207	1375	1
ENSG00000169509	1527	0
ENSG00000185966	1127	0
ENSG00000163202	1136	1
ENSG00000244057	425	0
ENSG00000187238	288	0
ENSG00000185962	270	0
ENSG00000226947	325	0
ENSG00000285753	170	0
ENSG00000187223	1280	0
ENSG00000187180	1280	0
ENSG00000159455	1275	0
ENSG00000187173	1098	0
ENSG00000187170	1332	0
ENSG00000198854	949	0
ENSG00000229713	351	0
ENSG00000233819	308	0
ENSG00000203786	2492	0
ENSG00000240386	357	0
ENSG00000186226	2213	0
ENSG00000172155	1461	1
ENSG00000197084	1794	0
ENSG00000196734	1138	0
ENSG00000186844	625	0
ENSG00000235942	1128	0
ENSG00000285946	990	0
ENSG00000163206	6726	0
ENSG00000163207	3341	2
ENSG00000224308	19171	10
ENSG00000283227	2105	0
ENSG00000184148	1927	0
ENSG00000169474	270	0
ENSG00000163209	2110	0
ENSG00000252920	133	0
ENSG00000234262	299	0
ENSG00000169469	1698	0
ENSG00000163216	2200	1
ENSG00000241794	1393	0
ENSG00000196805	617	0
ENSG00000203785	13050	2
ENSG00000244094	1396	3
ENSG00000229035	219	0
ENSG00000159516	1309	0
ENSG00000229699	17159	4
ENSG00000203784	1691	0
ENSG00000203783	1727	0
ENSG00000230779	927	2
ENSG00000203782	2438	16
ENSG00000159527	12857	1
ENSG00000163218	18722	16
ENSG00000207321	107	0
ENSG00000163220	3170	500
ENSG00000163221	1911	5
ENSG00000237008	979	0
ENSG00000143546	1042	151
ENSG00000224784	181	0
ENSG00000184330	6703	1
ENSG00000203781	1382	0
ENSG00000197364	2892	0
ENSG00000143556	2908	21
ENSG00000263841	302	2
ENSG00000238279	1513	24
ENSG00000197956	1646	1571
ENSG00000196420	4619	57
ENSG00000196154	6524	428
ENSG00000188015	1930	0
ENSG00000196754	6783	164
ENSG00000285867	19471	410
ENSG00000188643	6260	6921
ENSG00000189334	2732	1675
ENSG00000189171	12574	515
ENSG00000271853	8009	10
ENSG00000160678	4114	0
ENSG00000272030	2960	1
ENSG00000160679	12325	2560
ENSG00000143553	3150	491
ENSG00000143621	9241	4577
ENSG00000169418	15305	1772
ENSG00000274940	89	0
ENSG00000242565	298	0
ENSG00000235015	1045	0
ENSG00000199565	102	0
ENSG00000143624	46759	8207
ENSG00000243613	4377	0
ENSG00000233222	1194	0
ENSG00000143554	5804	3129
ENSG00000207039	102	1
ENSG00000143614	134331	3887
ENSG00000231827	8145	0
ENSG00000223599	1309	0
ENSG00000236327	271	0
ENSG00000284738	11904	11
ENSG00000198837	17218	4371
ENSG00000160741	10947	4192
ENSG00000143570	9086	2
ENSG00000285779	16737	2
ENSG00000276584	70	0
ENSG00000282386	710	0
ENSG00000273026	415	0
ENSG00000143578	6828	0
ENSG00000143543	3406	255
ENSG00000285641	10397	27
ENSG00000272654	1418	0
ENSG00000143545	4742	26
ENSG00000177954	1394	3817
ENSG00000143552	162432	199
ENSG00000231416	329	0
ENSG00000200220	107	0
ENSG00000231837	1098	0
ENSG00000263987	72	0
ENSG00000143549	39345	8668
ENSG00000264384	305	0
ENSG00000215938	79	0
ENSG00000163263	7249	19
ENSG00000143612	13942	3946
ENSG00000143569	51332	11840
ENSG00000201129	136	0
ENSG00000143575	3287	2196
ENSG00000252682	68	0
ENSG00000212292	99	0
ENSG00000222457	99	0
ENSG00000278694	623	0
ENSG00000143595	4236	0
ENSG00000143515	25752	3587
ENSG00000238365	60	0
ENSG00000237920	2308	3
ENSG00000226855	883	0
ENSG00000228013	4237	6
ENSG00000160712	64258	1776
ENSG00000228264	769	0
ENSG00000169291	32641	784
ENSG00000273110	1490	0
ENSG00000163239	45929	356
ENSG00000160714	10452	3498
ENSG00000229780	1409	0
ENSG00000286391	2894	5
ENSG00000160716	12236	279
ENSG00000233875	599	0
ENSG00000160710	45957	15994
ENSG00000287064	6753	14
ENSG00000143603	172827	476
ENSG00000163344	11980	1529
ENSG00000270361	690	0
ENSG00000163346	12048	15028
ENSG00000268154	283	0
ENSG00000163348	6828	4556
ENSG00000271380	799	0
ENSG00000160691	12098	11573
ENSG00000173207	4599	426
ENSG00000264349	91	0
ENSG00000160688	9774	2193
ENSG00000163352	730	17
ENSG00000160685	15893	13105
ENSG00000163354	15262	713
ENSG00000163357	17107	268
ENSG00000232093	928	0
ENSG00000143537	12210	13853
ENSG00000243364	5817	0
ENSG00000251246	23060	30
ENSG00000143590	8702	343
ENSG00000202027	109	0
ENSG00000169242	7024	4023
ENSG00000169241	3514	1188
ENSG00000179085	705	134
ENSG00000223452	270	21
ENSG00000163463	4068	0
ENSG00000273088	17864	4
ENSG00000163462	11185	0
ENSG00000185499	7093	6096
ENSG00000231064	10492	6
ENSG00000284586	96	0
ENSG00000169231	13464	824
ENSG00000173171	5126	357
ENSG00000236263	2669	0
ENSG00000160766	13602	1656
ENSG00000236675	3351	1632
ENSG00000177628	10248	3392
ENSG00000160767	8279	2148
ENSG00000116521	6452	2380
ENSG00000176444	15624	4550
ENSG00000143630	12386	652
ENSG00000143627	12146	12
ENSG00000160752	11919	894
ENSG00000225855	7314	27
ENSG00000160753	10221	3153
ENSG00000116539	227540	12445
ENSG00000283701	96	0
ENSG00000207134	107	0
ENSG00000227773	969	0
ENSG00000207144	104	0
ENSG00000237872	1085	0
ENSG00000235919	1903	71
ENSG00000271267	257	11
ENSG00000225082	15554	124
ENSG00000223503	662	0
ENSG00000232519	605	4
ENSG00000125459	4747	4592
ENSG00000246203	45520	656
ENSG00000287839	10848	0
ENSG00000163374	29558	4424
ENSG00000132676	51051	3138
ENSG00000227673	466	0
ENSG00000203761	4309	2834
ENSG00000116580	109739	6771
ENSG00000234937	1258	0
ENSG00000132718	25633	778
ENSG00000283442	106	1
ENSG00000143622	13597	958
ENSG00000132680	21369	2836
ENSG00000207475	137	0
ENSG00000281394	129	0
ENSG00000280466	128	0
ENSG00000173080	1450	5
ENSG00000116584	60220	6362
ENSG00000277817	64	0
ENSG00000273002	4188	0
ENSG00000224276	10398	0
ENSG00000285677	31390	53
ENSG00000163479	11904	0
ENSG00000160803	18500	4440
ENSG00000116586	3725	475
ENSG00000132698	9345	2695
ENSG00000254726	10453	2118
ENSG00000160789	57517	59324
ENSG00000196189	30387	3969
ENSG00000252236	141	0
ENSG00000160785	18865	3048
ENSG00000260238	30351	287
ENSG00000160783	27050	0
ENSG00000242252	1134	0
ENSG00000160781	4798	1249
ENSG00000198952	33602	11753
ENSG00000163472	10251	1006
ENSG00000198715	5601	1323
ENSG00000189030	684	0
ENSG00000163468	58906	7905
ENSG00000163467	9682	0
ENSG00000132677	16009	115
ENSG00000237390	7384	7
ENSG00000125462	52514	446
ENSG00000207933	89	0
ENSG00000116604	37053	8322
ENSG00000206651	113	0
ENSG00000260460	1828	4
ENSG00000183856	47200	273
ENSG00000187862	7044	18
ENSG00000163382	2538	2520
ENSG00000160818	7010	1813
ENSG00000272971	547	0
ENSG00000132702	6395	59
ENSG00000272068	3222	335
ENSG00000132692	18143	189
ENSG00000272405	3222	0
ENSG00000229953	14918	21
ENSG00000132688	8645	24785
ENSG00000237588	4303	0
ENSG00000285570	15082	83
ENSG00000143320	6211	1082
ENSG00000223356	963	54
ENSG00000143319	6876	2587
ENSG00000143303	8519	3132
ENSG00000143314	4288	787
ENSG00000143321	24817	13697
ENSG00000143294	50206	3279
ENSG00000287624	1129	0
ENSG00000027869	10620	114
ENSG00000198400	66211	485
ENSG00000027644	19055	0
ENSG00000187800	22737	5603
ENSG00000160838	12463	88
ENSG00000132694	110531	7500
ENSG00000211581	114	0
ENSG00000266160	295	0
ENSG00000237842	1531	121
ENSG00000224520	1447	1708
ENSG00000253831	20370	144
ENSG00000117036	17284	2406
ENSG00000235700	310	0
ENSG00000229961	20848	5
ENSG00000284592	262	1
ENSG00000228239	4906	2
ENSG00000271736	10209	2
ENSG00000286073	23389	6
ENSG00000286151	16333	7
ENSG00000286005	271	0
ENSG00000143297	39139	29
ENSG00000163518	24339	5
ENSG00000236731	790	0
ENSG00000233712	4002	1
ENSG00000160856	26449	65
ENSG00000227217	4698	0
ENSG00000231700	558	15
ENSG00000232366	841	1
ENSG00000132704	31400	10
ENSG00000163534	25718	61
ENSG00000073754	67346	6
ENSG00000227425	264	0
ENSG00000236957	24007	14
ENSG00000183853	106990	9541
ENSG00000226520	5617	0
ENSG00000288460	1015	1
ENSG00000231666	17828	12
ENSG00000227295	1906	77
ENSG00000158473	8398	54
ENSG00000229914	499	13
ENSG00000176320	5956	13
ENSG00000158477	3846	6
ENSG00000230942	568	0
ENSG00000158481	4852	36
ENSG00000158485	3581	5
ENSG00000158488	3858	20
ENSG00000186306	945	0
ENSG00000180708	8028	0
ENSG00000203758	947	0
ENSG00000236257	1076	37
ENSG00000173285	9284	3
ENSG00000198965	8717	0
ENSG00000236656	20433	0
ENSG00000198703	942	0
ENSG00000227445	1141	0
ENSG00000231434	2167	185
ENSG00000197532	9856	0
ENSG00000186440	9975	3
ENSG00000279111	981	0
ENSG00000198967	7247	0
ENSG00000163554	76012	15
ENSG00000231237	971	0
ENSG00000196171	975	0
ENSG00000203757	4394	2
ENSG00000180437	955	0
ENSG00000226949	1270	0
ENSG00000197403	24382	7
ENSG00000180433	1172	0
ENSG00000188340	6983	1
ENSG00000229724	200	0
ENSG00000180409	937	0
ENSG00000163563	18156	106
ENSG00000229849	4755	0
ENSG00000163564	46264	206
ENSG00000163565	55188	6006
ENSG00000163568	84613	33
ENSG00000233473	663	0
ENSG00000162706	31705	276
ENSG00000222552	87	0
ENSG00000225670	13649	4
ENSG00000213088	3194	0
ENSG00000215846	609	0
ENSG00000248642	961	0
ENSG00000179639	18511	64
ENSG00000196266	990	0
ENSG00000228560	122903	65
ENSG00000248442	934	0
ENSG00000251686	929	0
ENSG00000249197	987	0
ENSG00000249730	935	0
ENSG00000196184	5234	0
ENSG00000224943	17056	0
ENSG00000184155	930	1
ENSG00000231100	833	0
ENSG00000271890	1029	0
ENSG00000132703	1040	1
ENSG00000158731	930	0
ENSG00000276632	470	0
ENSG00000223603	625	0
ENSG00000132693	2301	1
ENSG00000235226	420	0
ENSG00000158716	1612	706
ENSG00000181036	15747	133
ENSG00000158714	10682	44
ENSG00000256029	38580	2
ENSG00000188004	20743	0
ENSG00000212161	67	0
ENSG00000243284	8342	0
ENSG00000272668	12816	0
ENSG00000213085	27802	77
ENSG00000266458	101	0
ENSG00000287040	2957	5
ENSG00000279430	461	7
ENSG00000158710	7401	14420
ENSG00000085552	18575	6405
ENSG00000162723	2746	6
ENSG00000224259	26716	30
ENSG00000273933	1517	0
ENSG00000177807	71510	66
ENSG00000237409	428	0
ENSG00000143315	7038	0
ENSG00000225279	18309	12
ENSG00000162728	9026	34
ENSG00000162729	7604	9570
ENSG00000018625	27833	804
ENSG00000132681	35395	20
ENSG00000143318	11312	26
ENSG00000227741	6671	16
ENSG00000162734	9997	11507
ENSG00000132716	46835	994
ENSG00000258465	68331	164
ENSG00000228606	1588	0
ENSG00000224261	886	0
ENSG00000162735	9537	4
ENSG00000122218	54680	15266
ENSG00000235082	304	0
ENSG00000202078	113	0
ENSG00000162736	15637	7359
ENSG00000171786	5776	22
ENSG00000201608	142	0
ENSG00000162738	28107	2985
ENSG00000162739	38233	96
ENSG00000234425	34386	23
ENSG00000066294	38422	7
ENSG00000117090	39190	63
ENSG00000235101	832	1
ENSG00000228863	28984	7
ENSG00000117091	33086	16
ENSG00000026751	15765	199
ENSG00000275801	655	0
ENSG00000274562	3166	1
ENSG00000122224	32188	134
ENSG00000122223	32728	47
ENSG00000226003	493	0
ENSG00000179914	8641	1
ENSG00000213080	1097	237
ENSG00000232188	2642	0
ENSG00000198358	17458	34
ENSG00000233691	590	0
ENSG00000158764	9785	2
ENSG00000158769	26133	3797
ENSG00000270149	41006	473
ENSG00000232879	173	0
ENSG00000215845	1347	0
ENSG00000158773	6727	1805
ENSG00000186517	23025	1299
ENSG00000143217	18561	4941
ENSG00000228917	3107	0
ENSG00000162755	1986	290
ENSG00000143256	17500	431
ENSG00000158793	7360	1369
ENSG00000158796	11715	211
ENSG00000238934	129	2
ENSG00000143222	6081	10
ENSG00000224985	5590	2
ENSG00000143258	6274	2790
ENSG00000143224	11958	1438
ENSG00000158850	6659	0
ENSG00000158859	14753	1561
ENSG00000158864	17292	3449
ENSG00000158869	5466	204
ENSG00000158874	1340	1
ENSG00000158882	4808	662
ENSG00000284035	76	0
ENSG00000143257	8579	80
ENSG00000248485	26706	172
ENSG00000158887	5238	55
ENSG00000143252	57584	2201
ENSG00000188931	3144	0
ENSG00000236484	652	4
ENSG00000283696	23016	35
ENSG00000288093	1871	0
ENSG00000206921	107	0
ENSG00000283360	67115	618
ENSG00000215840	1015	0
ENSG00000277882	206	0
ENSG00000283317	7553	0
ENSG00000143226	18584	253
ENSG00000273112	91924	308
ENSG00000173110	2355	0
ENSG00000224203	1588	0
ENSG00000203747	8979	0
ENSG00000224515	789	0
ENSG00000244682	24324	48
ENSG00000225217	1927	1899
ENSG00000231586	1594	2
ENSG00000162747	8768	73
ENSG00000072694	15508	103
ENSG00000234211	2847	0
ENSG00000213075	1558	3
ENSG00000199595	102	0
ENSG00000132185	7381	9
ENSG00000162746	6581	16
ENSG00000241347	295	0
ENSG00000081721	7481	412
ENSG00000226889	903	2
ENSG00000118217	197751	4649
ENSG00000229808	1364	0
ENSG00000162745	40663	1963
ENSG00000227818	552	0
ENSG00000198929	300785	3435
ENSG00000285636	28535	0
ENSG00000266144	76	0
ENSG00000227094	943	0
ENSG00000252262	100	0
ENSG00000207729	95	0
ENSG00000254706	18125	195
ENSG00000171722	3652	0
ENSG00000239887	7972	2972
ENSG00000198574	16871	86
ENSG00000227243	1018	0
ENSG00000152332	32381	2589
ENSG00000227941	297	1
ENSG00000259788	1082	1
ENSG00000117143	38337	2026
ENSG00000272574	652	0
ENSG00000162733	156033	3682
ENSG00000243173	285	0
ENSG00000132196	22116	672
ENSG00000185860	44358	8
ENSG00000230739	24673	0
ENSG00000227667	243	0
ENSG00000117152	8028	1638
ENSG00000143248	210671	6527
ENSG00000232892	51349	0
ENSG00000225755	1984	0
ENSG00000232995	77390	0
ENSG00000237756	810	0
ENSG00000143228	89189	33
ENSG00000225122	760	0
ENSG00000200327	110	0
ENSG00000212527	112	0
ENSG00000228289	353	0
ENSG00000212538	204	0
ENSG00000225719	860	0
ENSG00000199849	116	0
ENSG00000213070	598	4
ENSG00000185630	343713	13366
ENSG00000207082	107	0
ENSG00000269887	715	0
ENSG00000276359	284	0
ENSG00000233693	5526	0
ENSG00000271917	1517	0
ENSG00000201987	102	0
ENSG00000225487	312	0
ENSG00000201270	103	0
ENSG00000162761	154849	31
ENSG00000224702	2464	0
ENSG00000238022	3154	0
ENSG00000143171	44434	10
ENSG00000237463	105318	17
ENSG00000230748	625	0
ENSG00000162763	19958	0
ENSG00000237783	864	1
ENSG00000236206	25729	11
ENSG00000143198	30584	1691
ENSG00000143149	36648	4474
ENSG00000206990	103	0
ENSG00000230175	470	0
ENSG00000225272	472	0
ENSG00000215838	11219	22
ENSG00000273365	729	0
ENSG00000143183	103463	2499
ENSG00000224358	6248	0
ENSG00000230659	435	0
ENSG00000143179	84005	2994
ENSG00000236364	11271	0
ENSG00000283936	56	0
ENSG00000271527	535	1
ENSG00000226292	813	2
ENSG00000207341	107	1
ENSG00000188859	109576	724
ENSG00000203307	6301	0
ENSG00000230898	17314	0
ENSG00000215952	56	0
ENSG00000229588	173180	195
ENSG00000215835	1969	0
ENSG00000225325	64906	25
ENSG00000230231	6821	0
ENSG00000234142	15429	0
ENSG00000238087	14528	3
ENSG00000215834	27485	6
ENSG00000234984	16312	3
ENSG00000232341	1282	248
ENSG00000232148	29434	13
ENSG00000232223	918	0
ENSG00000143157	16898	3138
ENSG00000152382	19755	657
ENSG00000225171	462	0
ENSG00000143195	79830	21
ENSG00000143194	46633	21
ENSG00000200036	119	0
ENSG00000227907	5992	0
ENSG00000143167	113644	13
ENSG00000198842	35091	0
ENSG00000213068	415	0
ENSG00000231605	20430	2
ENSG00000272205	682	3
ENSG00000143190	206470	3993
ENSG00000272033	1893	0
ENSG00000198821	87971	451
ENSG00000287218	3452	0
ENSG00000233411	1279	0
ENSG00000273160	2150	0
ENSG00000227776	1051	0
ENSG00000143162	24689	2643
ENSG00000231029	455	0
ENSG00000241666	3290	4
ENSG00000198771	78604	1601
ENSG00000197965	70728	9698
ENSG00000143199	104830	144
ENSG00000250762	351	0
ENSG00000232194	819	0
ENSG00000143158	20398	655
ENSG00000143164	140061	4577
ENSG00000221545	67	0
ENSG00000224837	522	0
ENSG00000143147	58125	1820
ENSG00000143155	23148	1096
ENSG00000237049	354	0
ENSG00000237131	248	0
ENSG00000213064	27084	3712
ENSG00000214262	1779	0
ENSG00000206880	107	1
ENSG00000143178	33550	600
ENSG00000227722	59380	57
ENSG00000207974	98	0
ENSG00000228697	94857	53
ENSG00000283255	5792	0
ENSG00000215833	1540	0
ENSG00000143185	3230	4
ENSG00000227777	618	0
ENSG00000143184	5465	17
ENSG00000229757	787	0
ENSG00000143196	33739	88
ENSG00000285622	407403	67
ENSG00000235736	11126	0
ENSG00000225826	8875	0
ENSG00000229612	304	0
ENSG00000287831	4204	0
ENSG00000203601	183101	0
ENSG00000213063	457	0
ENSG00000287282	2866	0
ENSG00000252987	101	0
ENSG00000237707	784	0
ENSG00000143153	27026	5682
ENSG00000143156	235418	1783
ENSG00000235575	11815	0
ENSG00000117475	28571	1351
ENSG00000117477	65800	679
ENSG00000117479	22036	2219
ENSG00000234604	100	0
ENSG00000213062	14107	321
ENSG00000198734	74638	182
ENSG00000174175	41345	469
ENSG00000000460	192074	494
ENSG00000188404	21038	0
ENSG00000007908	42066	0
ENSG00000230704	1720	0
ENSG00000171806	2435	0
ENSG00000000457	44637	868
ENSG00000239494	297	0
ENSG00000288139	195	1
ENSG00000075945	163883	2046
ENSG00000243051	305	0
ENSG00000235378	130	0
ENSG00000232959	607	0
ENSG00000224896	941	0
ENSG00000203740	22908	9
ENSG00000283340	85	0
ENSG00000263390	85	0
ENSG00000233985	130494	26
ENSG00000238051	448	0
ENSG00000224286	12883	0
ENSG00000226967	1145	1
ENSG00000231407	72195	38
ENSG00000120370	21318	460
ENSG00000225545	988	0
ENSG00000235303	48486	27
ENSG00000116132	76694	3063
ENSG00000271811	2045	0
ENSG00000231424	503285	410
ENSG00000117501	129295	0
ENSG00000226552	1641	0
ENSG00000007933	26919	0
ENSG00000221390	79	0
ENSG00000283598	60	0
ENSG00000117507	23829	0
ENSG00000094963	27438	0
ENSG00000225243	28545	0
ENSG00000010932	37508	1184
ENSG00000206692	117	0
ENSG00000230547	637	0
ENSG00000076258	27902	549
ENSG00000285665	661	0
ENSG00000268062	203	10
ENSG00000239428	562	0
ENSG00000234333	265	0
ENSG00000117523	107961	20686
ENSG00000283683	38179	28
ENSG00000034971	17272	5
ENSG00000233328	423	538
ENSG00000230364	1311	373
ENSG00000117533	41915	832
ENSG00000232261	483	0
ENSG00000271459	521	0
ENSG00000236741	451	0
ENSG00000253060	106	0
ENSG00000010165	32364	2740
