GeneID	Length	sixth.sorted.bam
ENSG00000231584	12830	1379
ENSG00000186281	17506	438
ENSG00000274286	3696	244
ENSG00000188886	14587	23
ENSG00000158050	2272	325
ENSG00000228873	1411	0
ENSG00000084090	23967	5390
ENSG00000204685	34951	680
ENSG00000135956	17484	6263
ENSG00000144021	8015	4142
ENSG00000144028	46934	24121
ENSG00000230747	14469	12
ENSG00000198885	5187	655
ENSG00000121152	41326	209
ENSG00000163121	10464	617
ENSG00000235480	4367	3
ENSG00000196843	15892	12118
ENSG00000114982	49618	6634
ENSG00000249715	62151	130
ENSG00000114988	34136	1481
ENSG00000158158	50973	2231
ENSG00000264157	76	0
ENSG00000273265	1419	28
ENSG00000168763	19138	1137
ENSG00000163126	33409	57
ENSG00000213337	21406	6
ENSG00000168758	11040	7197
ENSG00000168754	110699	221
ENSG00000286654	4724	0
ENSG00000274206	281	0
ENSG00000252845	108	0
ENSG00000275094	1158	0
ENSG00000273634	737	0
ENSG00000248134	262	0
ENSG00000144188	5656	1
ENSG00000230343	265	1
ENSG00000236847	2089	2
ENSG00000270748	304	0
ENSG00000271402	300	0
ENSG00000204670	288	5
ENSG00000188383	2152	153
ENSG00000144199	11300	1446
ENSG00000279791	2499	16
ENSG00000275655	288	4
ENSG00000135976	151369	3476
ENSG00000277701	10494	909
ENSG00000237837	2423	3
ENSG00000271351	287	0
ENSG00000276050	311	0
ENSG00000271015	304	0
ENSG00000270252	281	1
ENSG00000271569	277	1
ENSG00000270450	304	0
ENSG00000278537	300	0
ENSG00000270187	287	0
ENSG00000230606	17363	85
ENSG00000278766	13773	659
ENSG00000196912	97303	2723
ENSG00000235833	1028	0
ENSG00000286036	19780	41
ENSG00000228970	1024	0
ENSG00000135940	2322	821
ENSG00000115073	8106	6999
ENSG00000228486	38848	807
ENSG00000201806	141	0
ENSG00000115085	26303	445
ENSG00000075568	239616	4137
ENSG00000235734	298	0
ENSG00000238719	64	0
ENSG00000168658	226184	134
ENSG00000231635	1574	0
ENSG00000222000	24617	4
ENSG00000144191	52414	11
ENSG00000227987	4146	0
ENSG00000040933	149539	2480
ENSG00000183513	9202	792
ENSG00000115446	9937	802
ENSG00000071073	112027	1266
ENSG00000236564	1382	0
ENSG00000226791	14264	24
ENSG00000201070	139	1
ENSG00000196872	142414	1893
ENSG00000238830	62	0
ENSG00000135951	157704	656
ENSG00000231822	735	0
ENSG00000241962	181257	1194
ENSG00000273045	10003	0
ENSG00000144182	8203	0
ENSG00000273155	40301	0
ENSG00000158411	19632	0
ENSG00000185414	18410	0
ENSG00000185674	13037	0
ENSG00000144214	20505	0
ENSG00000115514	21721	141
ENSG00000158417	63956	5005
ENSG00000135945	89561	2323
ENSG00000273306	626	0
ENSG00000144218	647010	28951
ENSG00000230393	2586	0
ENSG00000232084	43231	11
ENSG00000170500	50627	7126
ENSG00000269383	291	1
ENSG00000270699	112	0
ENSG00000115526	25809	690
ENSG00000238029	760	4
ENSG00000204640	12799	0
ENSG00000204637	336	2
ENSG00000115539	13747	244
ENSG00000227259	175	22
ENSG00000234988	7791	15
ENSG00000287832	10124	3
ENSG00000226034	480	0
ENSG00000234169	6147	3
ENSG00000228488	662	0
ENSG00000286737	7434	2
ENSG00000170485	176691	2474
ENSG00000232034	24560	0
ENSG00000230140	7000	0
ENSG00000223947	8569	5
ENSG00000071082	21804	6607
ENSG00000204634	245250	6241
ENSG00000271532	279	0
ENSG00000272902	3753	0
ENSG00000158435	17431	1260
ENSG00000163162	37483	2757
ENSG00000212283	114	0
ENSG00000264857	85	0
ENSG00000175874	41954	7
ENSG00000226058	469	0
ENSG00000196460	77754	354
ENSG00000223826	7433	2
ENSG00000237549	693	0
ENSG00000232556	1143	1
ENSG00000286047	3477	1
ENSG00000286101	16310	8
ENSG00000071054	197840	8550
ENSG00000281162	25112	28
ENSG00000115590	36585	45
ENSG00000287771	20228	13
ENSG00000115594	115331	1221
ENSG00000226925	9488	0
ENSG00000115598	52997	472
ENSG00000205716	399	0
ENSG00000115602	40536	0
ENSG00000115604	87247	177
ENSG00000236785	866	0
ENSG00000115607	33877	32
ENSG00000264764	78	0
ENSG00000236525	1384	0
ENSG00000234389	1763	0
ENSG00000180251	60747	18
ENSG00000115616	91803	71
ENSG00000135953	22259	644
ENSG00000170417	282996	326
ENSG00000277527	22598	0
ENSG00000224095	17022	0
ENSG00000227680	1243	0
ENSG00000229209	66502	9
ENSG00000227623	235	0
ENSG00000286290	41631	7
ENSG00000236596	1602	4
ENSG00000221849	1642	1
ENSG00000231723	201	0
ENSG00000232597	13823	0
ENSG00000236141	23240	0
ENSG00000256637	203469	35
ENSG00000273515	187	0
ENSG00000228968	21962	6
ENSG00000233955	1279	0
ENSG00000227157	10250	0
ENSG00000225765	2050	0
ENSG00000287793	6416	2
ENSG00000235597	102618	12
ENSG00000234781	22052	0
ENSG00000231626	1070	0
ENSG00000236109	38630	22
ENSG00000288565	66832	15
ENSG00000230690	7522	0
ENSG00000225669	451	0
ENSG00000228528	3164	0
ENSG00000279904	895	0
ENSG00000207249	129	0
ENSG00000234177	11082	3
ENSG00000213301	604	0
ENSG00000233639	58336	8
ENSG00000269707	74438	14
ENSG00000198914	5288	0
ENSG00000229743	7189	0
ENSG00000287135	7665	1
ENSG00000224509	102256	54
ENSG00000135972	61892	451
ENSG00000231851	10669	6
ENSG00000226508	1312	6
ENSG00000135973	1725	14
ENSG00000272861	391	5
ENSG00000135966	65345	2235
ENSG00000235319	6320	1
ENSG00000272994	3449	83
ENSG00000135974	11680	802
ENSG00000115641	80802	1436
ENSG00000238273	15802	0
ENSG00000287036	9785	0
ENSG00000287308	35492	60
ENSG00000071051	149363	1714
ENSG00000235522	10644	0
ENSG00000234162	87878	65
ENSG00000119147	14910	1117
ENSG00000115652	101037	818
ENSG00000233339	4256	0
ENSG00000273595	722	0
ENSG00000213295	373	5
ENSG00000224061	487	15
ENSG00000230353	251	0
ENSG00000233939	443	0
ENSG00000227513	868	1
ENSG00000229682	668	0
ENSG00000235486	8524	46
ENSG00000240935	10861	38
ENSG00000153165	77124	1736
ENSG00000237666	6871	37
ENSG00000254126	56934	50
ENSG00000232001	22735	0
ENSG00000231505	16177	0
ENSG00000214199	1346	12787
ENSG00000144057	85509	681
ENSG00000238250	2109	0
ENSG00000227294	6744	0
ENSG00000286218	62796	8
ENSG00000229360	603	0
ENSG00000226905	482	0
ENSG00000229457	111183	16
ENSG00000225588	45048	4
ENSG00000237880	365556	58
ENSG00000224568	27208	0
ENSG00000286769	48205	0
ENSG00000232991	68018	14
ENSG00000230651	3829	0
ENSG00000196862	65653	1556
ENSG00000233494	138	1
ENSG00000227270	278	3
ENSG00000237745	339	5
ENSG00000235325	486	18
ENSG00000115665	27472	17
ENSG00000231221	3556	1
ENSG00000229890	383	0
ENSG00000225328	50762	24
ENSG00000236877	317	0
ENSG00000196228	18157	5
ENSG00000227597	1131	0
ENSG00000198203	21277	32
ENSG00000261209	887	0
ENSG00000237223	31562	21
ENSG00000271070	823	0
ENSG00000198075	11079	291
ENSG00000271284	274	2
ENSG00000135968	60225	4832
ENSG00000214184	26682	189
ENSG00000169756	152892	3697
ENSG00000228763	1807	0
ENSG00000233648	144	0
ENSG00000235644	639	4
ENSG00000153201	66328	5600
ENSG00000163006	98721	762
ENSG00000227470	153	0
ENSG00000135960	94902	98
ENSG00000277628	253	1
ENSG00000259863	1604	78
ENSG00000172985	375430	2368
ENSG00000264934	99	0
ENSG00000228551	225	0
ENSG00000265965	55	0
ENSG00000186522	71345	3024
ENSG00000237916	311	0
ENSG00000230696	11006	0
ENSG00000198142	4627	1602
ENSG00000230603	534	0
ENSG00000231099	875	1
ENSG00000233307	406	3
ENSG00000233707	385	78
ENSG00000282033	1566	7
ENSG00000015568	64948	3758
ENSG00000256977	26441	0
ENSG00000284337	70126	137
ENSG00000186148	40925	0
ENSG00000283684	47687	160
ENSG00000240069	931	0
ENSG00000225108	1456	50
ENSG00000204588	9078	890
ENSG00000235721	3109	48
ENSG00000229730	337	0
ENSG00000283283	27618	67
ENSG00000265682	82	1
ENSG00000144063	32153	790
ENSG00000264979	91	0
ENSG00000144061	82756	384
ENSG00000233370	1126	0
ENSG00000175701	33892	95
ENSG00000261760	40945	7
ENSG00000282304	40266	147
ENSG00000282785	6076	0
ENSG00000263881	91	0
ENSG00000283167	27540	67
ENSG00000226991	337	0
ENSG00000230650	3130	36
ENSG00000175772	9305	965
ENSG00000226065	1531	62
ENSG00000230596	1787	1
ENSG00000273471	47263	180
ENSG00000184115	37761	0
ENSG00000257207	70142	204
ENSG00000256671	26436	0
ENSG00000227574	1823	0
ENSG00000231583	136	0
ENSG00000183054	63374	3838
ENSG00000231536	1489	5
ENSG00000216867	387	69
ENSG00000169679	40536	153
ENSG00000235881	7021	1
ENSG00000153093	385650	58
ENSG00000236330	886	0
ENSG00000172965	517362	2083
ENSG00000204581	18063	0
ENSG00000153094	49068	0
ENSG00000230499	10532	0
ENSG00000227992	2252	0
ENSG00000271590	1482	0
ENSG00000229118	14598	0
ENSG00000270190	606	0
ENSG00000226928	418	0
ENSG00000266139	74	0
ENSG00000223973	1241	0
ENSG00000285016	269710	0
ENSG00000280878	169158	0
ENSG00000240350	79703	0
ENSG00000271635	1525	0
ENSG00000225744	4678	0
ENSG00000153107	273052	3287
ENSG00000237583	318	0
ENSG00000227842	330	0
ENSG00000228615	2077	0
ENSG00000266063	74	0
ENSG00000230958	608	0
ENSG00000236307	828	9
ENSG00000153208	130955	1860
ENSG00000240183	293	0
ENSG00000225496	735	0
ENSG00000232277	528	0
ENSG00000286904	15960	150
ENSG00000153214	64050	1380
ENSG00000287141	2626	0
ENSG00000144152	49834	2074
ENSG00000278962	2272	194
ENSG00000144161	43608	912
ENSG00000286545	4755	0
ENSG00000188177	64467	2907
ENSG00000235258	366	0
ENSG00000236555	248	1
ENSG00000169629	66120	3707
ENSG00000283698	30376	10
ENSG00000114999	59584	1377
ENSG00000125630	37904	1972
ENSG00000207383	101	0
ENSG00000125611	5036	397
ENSG00000243389	25392	97
ENSG00000228251	1144	0
ENSG00000231747	359	277
ENSG00000237753	3889	25
ENSG00000144136	17887	1397
ENSG00000144130	21394	12
ENSG00000169607	28316	39
ENSG00000115008	10569	10
ENSG00000287937	7382	20
ENSG00000125538	7066	63
ENSG00000280228	3868	4
ENSG00000180152	795	0
ENSG00000125571	5912	2
ENSG00000227368	547	2
ENSG00000136688	12456	4
ENSG00000236124	269	0
ENSG00000232090	421	0
ENSG00000136694	2586	0
ENSG00000136696	30779	6
ENSG00000136695	6745	1
ENSG00000136697	7874	0
ENSG00000201805	107	0
ENSG00000136689	26803	28
ENSG00000125637	52072	7218
ENSG00000234174	3826	0
ENSG00000189223	65161	16
ENSG00000125618	62925	0
ENSG00000234997	100177	322
ENSG00000231292	477	0
ENSG00000272563	3443	14
ENSG00000136682	58514	2249
ENSG00000184492	2491	29
ENSG00000234148	3267	10
ENSG00000231943	15859	77
ENSG00000225398	21362	288
ENSG00000226516	1471	11
ENSG00000287165	799	4
ENSG00000221055	138	0
ENSG00000146556	10494	6803
ENSG00000236397	2226	234
ENSG00000279267	2042	116
ENSG00000240356	16589	595
ENSG00000144134	16168	2167
ENSG00000144158	768	51
ENSG00000175509	1144	7
ENSG00000233479	4026	3
ENSG00000227359	26377	43
ENSG00000202427	107	0
ENSG00000115084	51683	3089
ENSG00000265429	79	0
ENSG00000244063	1730	3
ENSG00000228857	12308	19
ENSG00000270019	1548	9
ENSG00000115091	72534	3872
ENSG00000279957	1173	0
ENSG00000234199	36586	37
ENSG00000243179	3350	0
ENSG00000212182	216	0
ENSG00000286513	2712	0
ENSG00000235242	1020	0
ENSG00000231926	1177	0
ENSG00000222923	178	0
ENSG00000175497	1403482	347
ENSG00000231538	5117	0
ENSG00000235717	1759	0
ENSG00000286776	19739	0
ENSG00000235026	34763	0
ENSG00000230391	883	0
ENSG00000287451	105163	23
ENSG00000271667	170	0
ENSG00000224869	319	0
ENSG00000226341	491	0
ENSG00000235871	676	0
ENSG00000230158	950	0
ENSG00000230950	1042	0
ENSG00000228898	488	0
ENSG00000239185	61	0
ENSG00000227291	671	2
ENSG00000286370	3078	0
ENSG00000238207	50036	33
ENSG00000088205	17687	2716
ENSG00000236255	7722	169
ENSG00000125631	75516	61
ENSG00000125633	98656	695
ENSG00000224967	765	0
ENSG00000235066	59637	19
ENSG00000272895	736	0
ENSG00000279227	1500	0
ENSG00000243510	285	0
ENSG00000125629	22546	581
ENSG00000226856	90123	51
ENSG00000258910	68146	148
ENSG00000163064	5478	96
ENSG00000019169	52495	198
ENSG00000259094	3678	0
ENSG00000144119	2509	170
ENSG00000264833	294	1
ENSG00000115107	41822	514
ENSG00000229867	26293	112
ENSG00000186132	64610	208
ENSG00000155368	5640	1677
ENSG00000171227	8604	1343
ENSG00000080293	85459	167
ENSG00000231013	10919	0
ENSG00000163075	117820	44
ENSG00000144120	7341	595
ENSG00000229326	1529	5
ENSG00000088179	224978	2780
ENSG00000233741	413	1
ENSG00000115109	166043	1976
ENSG00000224789	41660	163
ENSG00000202046	113	0
ENSG00000236878	662	0
ENSG00000227788	1136	0
ENSG00000233286	341	0
ENSG00000243104	288	0
ENSG00000234065	1359	0
ENSG00000223549	2099	9
ENSG00000226479	5922	2953
ENSG00000144118	54647	1481
ENSG00000235840	7292	17
ENSG00000163083	5668	6058
ENSG00000280409	1884	1
ENSG00000237614	2345	48
ENSG00000232140	5639	45
ENSG00000201006	102	0
ENSG00000229774	23883	4
ENSG00000074047	257031	1843
ENSG00000271709	1026	0
ENSG00000201584	101	0
ENSG00000234455	7290	8
ENSG00000236145	4254	2
ENSG00000115112	68616	4521
ENSG00000232723	418	0
ENSG00000074054	311812	4524
ENSG00000265451	2284	0
ENSG00000264229	127	0
ENSG00000222467	92	0
ENSG00000236859	79244	569
ENSG00000230993	499	0
ENSG00000279721	1512	0
ENSG00000213239	604	0
ENSG00000155438	9967	518
ENSG00000211460	30751	1789
ENSG00000270798	2443	0
ENSG00000224655	30830	7
ENSG00000286481	985191	1212
ENSG00000287871	1753	0
ENSG00000237856	2402	0
ENSG00000232740	7331	0
ENSG00000287854	17208	2
ENSG00000226708	1180	0
ENSG00000235640	2095	1
ENSG00000227738	901	0
ENSG00000279874	174	0
ENSG00000223118	315	1
ENSG00000228400	13190	2
ENSG00000155052	890001	178
ENSG00000238046	195	0
ENSG00000286384	1289	0
ENSG00000270815	187	0
ENSG00000252674	106	0
ENSG00000206726	107	0
ENSG00000286206	51820	9
ENSG00000235491	54874	90
ENSG00000224410	208	0
ENSG00000226813	8263	3
ENSG00000286515	48790	27
ENSG00000235774	35499	9
ENSG00000236655	462	0
ENSG00000213236	728	165
ENSG00000288524	5526	1
ENSG00000136732	40535	3700
ENSG00000235128	799	0
ENSG00000206963	104	0
ENSG00000237524	3234	2
ENSG00000238788	62	0
ENSG00000260634	1472	1
ENSG00000286971	9083	2
ENSG00000260163	4476	0
ENSG00000136717	59262	3956
ENSG00000286400	1818	0
ENSG00000237630	221	0
ENSG00000186684	36482	121
ENSG00000226789	2825	17
ENSG00000163161	36877	2698
ENSG00000286145	80864	3
ENSG00000169967	89736	172
ENSG00000200250	107	0
ENSG00000236682	12397	103
ENSG00000287742	1491	1
ENSG00000115718	10816	44
ENSG00000264075	82	0
ENSG00000163166	90680	379
ENSG00000231731	59230	0
ENSG00000202429	182	0
ENSG00000169994	101928	408
ENSG00000272789	852	0
ENSG00000072163	43406	4961
ENSG00000144230	6776	0
ENSG00000136709	110161	4993
ENSG00000173349	3746	0
ENSG00000201470	96	0
ENSG00000200390	106	0
ENSG00000274010	1158	7
ENSG00000144231	14603	850
ENSG00000202532	106	0
ENSG00000244563	349	0
ENSG00000273950	258	0
ENSG00000144233	24327	1423
ENSG00000272667	630	183
ENSG00000286873	3904	111
ENSG00000204399	114	0
ENSG00000136715	86904	2119
ENSG00000234044	214	0
ENSG00000200432	102	0
ENSG00000136731	104478	4201
ENSG00000229173	725	0
ENSG00000232101	151	0
ENSG00000229758	295	2
ENSG00000185631	415	1
ENSG00000238180	485	2
ENSG00000136720	82153	13646
ENSG00000252742	99	1
ENSG00000238379	118	0
ENSG00000227653	390	41
ENSG00000237532	1086	1
ENSG00000238277	7880	1
ENSG00000204460	31676	7
ENSG00000233428	492	14
ENSG00000229536	52539	49
ENSG00000286957	6546	2
ENSG00000214100	11455	4
ENSG00000237574	23527	2
ENSG00000234559	370	0
ENSG00000225449	13875	62
ENSG00000222014	3073	226
ENSG00000284619	2373	1
ENSG00000286026	37957	17
ENSG00000250207	504	0
ENSG00000217289	1152	0
ENSG00000231147	2924	0
ENSG00000180178	28496	0
ENSG00000286058	24287	146
ENSG00000231240	1465	0
ENSG00000248313	1015	0
ENSG00000196604	55688	673
ENSG00000228471	129	0
ENSG00000224087	2058	0
ENSG00000252223	107	0
ENSG00000223760	9797	6
ENSG00000152076	5848	435
ENSG00000136699	31359	7379
ENSG00000152082	8993	1280
ENSG00000152086	6695	135
ENSG00000227632	10317	525
ENSG00000230756	621	186
ENSG00000213225	2728	313
ENSG00000234398	2800	2
ENSG00000236595	992	3
ENSG00000237722	1833	1
ENSG00000231954	1033	1
ENSG00000236211	1542	1
ENSG00000230496	666	0
ENSG00000232990	681	0
ENSG00000249997	774	1
ENSG00000283940	341	0
ENSG00000284171	296	0
ENSG00000230548	1354	0
ENSG00000234934	1807	0
ENSG00000248136	522	0
ENSG00000233550	651	0
ENSG00000226915	584	3
ENSG00000271435	478	0
ENSG00000224352	144	0
ENSG00000136710	4767	1190
ENSG00000136718	5091	2676
ENSG00000072135	19361	6759
ENSG00000178162	14609	331
ENSG00000230646	1495	0
ENSG00000239402	11587	184
ENSG00000196834	50253	1040
ENSG00000251973	107	0
ENSG00000225819	10695	0
ENSG00000274711	264	0
ENSG00000152093	7408	0
ENSG00000225341	6908	3
ENSG00000184761	10789	3
ENSG00000183292	13333	6
ENSG00000232408	6915	5
ENSG00000136698	7411	1
ENSG00000277668	264	1
ENSG00000222038	46611	931
ENSG00000251757	107	0
ENSG00000214081	5814	58
ENSG00000282944	10464	31
ENSG00000240253	28699	258
ENSG00000223349	1528	0
ENSG00000173302	1267	0
ENSG00000229797	12921	6
ENSG00000178171	12700	12
ENSG00000232503	312	0
ENSG00000233221	6017	10
ENSG00000136002	210348	2281
ENSG00000281159	122	0
ENSG00000281516	123	0
ENSG00000284479	171	0
ENSG00000152102	45585	7297
ENSG00000115762	248863	3567
ENSG00000230450	1329	0
ENSG00000225448	217	0
ENSG00000236956	8174	0
ENSG00000285819	17571	0
ENSG00000248796	1800	0
ENSG00000188219	47212	0
ENSG00000212199	107	0
ENSG00000231431	29779	0
ENSG00000236516	1225	0
ENSG00000284604	52647	2
ENSG00000227817	2682	0
ENSG00000284706	20268	1
ENSG00000224425	1026	0
ENSG00000233087	3032	233
ENSG00000283303	1518	9
ENSG00000233285	650	0
ENSG00000227275	517	0
ENSG00000235080	1770	0
ENSG00000231777	1357	0
ENSG00000284003	6029	3
ENSG00000283865	341	0
ENSG00000227661	761	1
ENSG00000236590	675	0
ENSG00000234480	658	0
ENSG00000237910	1419	1
ENSG00000234939	1030	1
ENSG00000234576	615	0
ENSG00000226831	326	1
ENSG00000276460	2812	1
ENSG00000223631	7273	1
ENSG00000284659	120	1
ENSG00000214077	1067	175
ENSG00000217950	1944	243
ENSG00000232742	579	174
ENSG00000273073	1795	231
ENSG00000173272	27844	2252
ENSG00000075886	6816	0
ENSG00000284149	77	0
ENSG00000152117	28761	4833
ENSG00000163040	5992	941
ENSG00000224679	1802	4
ENSG00000286208	13593	95
ENSG00000204434	36396	699
ENSG00000251956	107	0
ENSG00000224559	12591	137
ENSG00000270930	1669	0
ENSG00000287151	119415	948
ENSG00000288031	5563	0
ENSG00000197927	29253	0
ENSG00000213222	1027	0
ENSG00000287071	9191	0
ENSG00000186825	6701	104
ENSG00000274353	934	2
ENSG00000229203	2231	10
ENSG00000232760	2750	66
ENSG00000244337	7259	4
ENSG00000235615	15143	3
ENSG00000236485	10225	9
ENSG00000287414	6806	22
ENSG00000226886	207	0
ENSG00000271179	466	0
ENSG00000225594	15276	18
ENSG00000227745	6574	5
ENSG00000163046	110379	570
ENSG00000239108	107	0
ENSG00000202174	152	0
ENSG00000221288	115	0
ENSG00000233786	715	14
ENSG00000230803	8583	1
ENSG00000018607	9428	5
ENSG00000272769	1682	3
ENSG00000286833	17658	25
ENSG00000230992	597	0
ENSG00000252705	107	0
ENSG00000183840	229778	318
ENSG00000232349	535	0
ENSG00000200718	320	0
ENSG00000150551	28294	40
ENSG00000230065	6465	0
ENSG00000176771	896676	1992
ENSG00000286068	131673	0
ENSG00000228721	166	0
ENSG00000233729	15938	0
ENSG00000279512	2049	0
ENSG00000226953	20478	0
ENSG00000252688	102	0
ENSG00000222068	290	0
ENSG00000232474	2232	0
ENSG00000223430	3913	0
ENSG00000200708	309	0
ENSG00000286697	3990	2
ENSG00000152127	334639	4118
ENSG00000263813	68	0
ENSG00000222921	118	0
ENSG00000234060	425	0
ENSG00000152128	263242	921
ENSG00000287463	7287	5
ENSG00000224043	183247	81
ENSG00000234682	711	0
ENSG00000228098	228	0
ENSG00000153086	63419	0
ENSG00000263783	54	0
ENSG00000082258	41108	1593
ENSG00000176601	82984	71
ENSG00000115839	124103	1652
ENSG00000208308	128	0
ENSG00000121988	394303	1704
ENSG00000235651	1398	0
ENSG00000048991	193816	2007
ENSG00000201308	103	0
ENSG00000207654	82	0
ENSG00000144224	43323	5165
ENSG00000115850	49335	27
ENSG00000200664	111	0
ENSG00000226806	2897	0
ENSG00000076003	36818	1212
ENSG00000214070	1024	2
ENSG00000115866	80220	4424
ENSG00000231890	37418	104
ENSG00000237262	622	0
ENSG00000121966	3801	1062
ENSG00000227347	1390	389
ENSG00000279024	2493	0
ENSG00000230037	473	191
ENSG00000251976	338	0
ENSG00000229568	831	1
ENSG00000144229	912174	577
ENSG00000212425	113	0
ENSG00000222394	109	0
ENSG00000150540	52345	1829
ENSG00000224231	5301	6
ENSG00000233045	637	544
ENSG00000234645	765	41
ENSG00000237939	652	4
ENSG00000232915	1253	19
ENSG00000228043	83415	313
ENSG00000230569	3277	0
ENSG00000144228	71778	613
ENSG00000241772	5369	20
ENSG00000260059	2764	4
ENSG00000237772	15871	16
ENSG00000144227	111234	53
ENSG00000222826	299	0
ENSG00000229104	948	0
ENSG00000232992	1315	6
ENSG00000287147	57803	17
ENSG00000286778	40663	8
ENSG00000226939	12983	2
ENSG00000229131	7973	0
ENSG00000206901	132	0
ENSG00000235232	759	0
ENSG00000228374	575	0
ENSG00000223554	982	0
ENSG00000240977	303	0
ENSG00000224028	28198	4
ENSG00000227149	243	0
ENSG00000231567	2718	2
ENSG00000223921	902	0
ENSG00000168702	1899594	1001
ENSG00000277306	187	0
ENSG00000283506	60	0
ENSG00000236440	529	0
ENSG00000238065	684	0
ENSG00000201892	117	0
ENSG00000252015	101	0
ENSG00000233329	295	0
ENSG00000244125	6653	4
ENSG00000228134	558	0
ENSG00000229781	1904	0
ENSG00000115919	178177	195
ENSG00000270390	787	0
ENSG00000075884	676991	258
ENSG00000224288	1109	0
ENSG00000226839	483	0
ENSG00000224852	1767	0
ENSG00000232772	1169	0
ENSG00000236300	295	0
ENSG00000227557	346	0
ENSG00000225476	1036	0
ENSG00000284167	677	0
ENSG00000231766	426	0
ENSG00000257284	10095	0
ENSG00000228655	302582	0
ENSG00000283994	7243	0
ENSG00000231758	27047	0
ENSG00000257277	66980	0
ENSG00000257226	10180	5
ENSG00000236356	20133	9
ENSG00000200287	99	0
ENSG00000232377	27084	1
ENSG00000121964	394501	841
ENSG00000169554	156694	3237
ENSG00000283118	5603	0
ENSG00000279166	2614	0
ENSG00000238057	3500	0
ENSG00000275372	128	0
ENSG00000273537	100	0
ENSG00000277444	78	0
ENSG00000287115	1100	6
ENSG00000232606	55523	6
ENSG00000226674	596677	222
ENSG00000234940	1773	0
ENSG00000276706	203	0
ENSG00000235352	1223	0
ENSG00000268580	4300	0
ENSG00000235435	37571	5
ENSG00000214064	828	0
ENSG00000225107	18731	1
ENSG00000286225	193065	26
ENSG00000226218	2517	0
ENSG00000234119	1546	3
ENSG00000233842	58938	12
ENSG00000279876	326	0
ENSG00000251905	62	0
ENSG00000230559	526	0
ENSG00000227134	687	0
ENSG00000198526	1805	6
ENSG00000271583	538	1
ENSG00000231040	40494	17
ENSG00000227902	18310	10
ENSG00000287847	1341	1
ENSG00000207225	107	0
ENSG00000207161	111	0
ENSG00000202074	103	0
ENSG00000253083	100	0
ENSG00000229143	432	0
ENSG00000121989	86310	1202
ENSG00000212389	107	0
ENSG00000223911	3556	0
ENSG00000115947	91209	1172
ENSG00000204406	495961	4498
ENSG00000281469	515	0
ENSG00000281772	424	0
ENSG00000212181	135	0
ENSG00000224007	1024	0
ENSG00000232238	171	0
ENSG00000135999	143130	1925
ENSG00000222126	145	0
ENSG00000223962	241	0
ENSG00000231079	22354	4
ENSG00000228848	358	0
ENSG00000226340	545	0
ENSG00000168280	151533	869
ENSG00000286167	17849	0
ENSG00000150556	177156	543
ENSG00000228236	315	0
ENSG00000286335	14010	0
ENSG00000224337	844	2
ENSG00000187123	144154	1221
ENSG00000223604	531	0
ENSG00000168288	18142	1526
ENSG00000231969	460252	371
ENSG00000207270	107	0
ENSG00000162947	113544	0
ENSG00000286081	15634	91
ENSG00000230645	186987	38
ENSG00000231420	22116	0
ENSG00000115963	70817	3161
ENSG00000236049	19690	3
ENSG00000237220	1947	0
ENSG00000232359	24966	4
ENSG00000224048	23438	0
ENSG00000228064	20969	2
ENSG00000222031	47555	7
ENSG00000236885	71399	19
ENSG00000213201	408	12
ENSG00000184898	13924	395
ENSG00000123609	19425	305
ENSG00000123610	22455	356
ENSG00000283569	78	0
ENSG00000264684	78	0
ENSG00000242113	285	0
ENSG00000080345	98131	5917
ENSG00000183091	249152	321
ENSG00000162980	39509	1043
ENSG00000288066	2001	0
ENSG00000283228	171299	3
ENSG00000182389	266708	371
ENSG00000225214	10875	9
ENSG00000115145	58963	1277
ENSG00000234272	291	0
ENSG00000286234	49192	31
ENSG00000199884	111	0
ENSG00000157827	314653	3302
ENSG00000213197	694	0
ENSG00000287085	2730	0
ENSG00000270776	231	0
ENSG00000286207	6008	0
ENSG00000196504	66405	4845
ENSG00000177917	44504	833
ENSG00000234932	172	0
ENSG00000226213	948	0
ENSG00000214025	746	0
ENSG00000224612	33364	5
ENSG00000226338	78	0
ENSG00000227708	19718	12
ENSG00000214024	453	0
ENSG00000242575	1281	3
ENSG00000227400	171673	62
ENSG00000200377	71	0
ENSG00000177519	1425	0
ENSG00000236917	1197	0
ENSG00000144278	582058	191
ENSG00000230251	837	0
ENSG00000224675	21586	2
ENSG00000238004	964	0
ENSG00000223290	122	0
ENSG00000287900	9522	2
ENSG00000162989	160500	64
ENSG00000228837	527	0
ENSG00000230991	4794	0
ENSG00000223197	100	0
ENSG00000232982	267	0
ENSG00000229701	661	0
ENSG00000227682	502	21
ENSG00000233709	387	0
ENSG00000233039	1731	0
ENSG00000233248	519	0
ENSG00000229935	303	0
ENSG00000206718	107	0
ENSG00000286679	139245	34
ENSG00000226383	243421	439
ENSG00000235548	834	0
ENSG00000282440	15148	5
ENSG00000153234	17912	914
ENSG00000115159	178446	2300
ENSG00000283436	40436	11
ENSG00000238069	667	0
ENSG00000287048	76971	1
ENSG00000286889	87822	10
ENSG00000286530	15880	12
ENSG00000213194	693	17
ENSG00000136542	60787	362
ENSG00000222404	352	0
ENSG00000136541	9089	15
ENSG00000230562	691	157
ENSG00000115165	74343	225
ENSG00000123612	102098	1533
ENSG00000234584	10298	23
ENSG00000115170	139887	2526
ENSG00000007001	259453	2257
