GeneID	Length	second.sorted.bam
ENSG00000180673	1969	18
ENSG00000251055	15571	6
ENSG00000231442	1359	4
ENSG00000250775	64251	96
ENSG00000205678	134212	141
ENSG00000252104	94	0
ENSG00000250768	2307	2
ENSG00000251430	196	0
ENSG00000251385	1129	3
ENSG00000249893	520	0
ENSG00000250169	1079	3
ENSG00000248259	294	0
ENSG00000249045	329	0
ENSG00000248328	515	0
ENSG00000244669	768	0
ENSG00000286664	47556	83
ENSG00000250125	110205	96
ENSG00000248447	1384	0
ENSG00000248998	3061	1
ENSG00000249351	818	0
ENSG00000285711	15948	6
ENSG00000145242	350933	312
ENSG00000243199	870	0
ENSG00000250846	28069	25
ENSG00000248479	3352	4
ENSG00000222765	196	0
ENSG00000251527	1444	1
ENSG00000249413	151167	175
ENSG00000272304	13512	0
ENSG00000236562	385	0
ENSG00000287383	159600	177
ENSG00000221563	105	0
ENSG00000244099	430	1
ENSG00000252890	110	0
ENSG00000250075	50947	473
ENSG00000206629	164	0
ENSG00000274759	127	0
ENSG00000250030	308	0
ENSG00000145241	76742	1541
ENSG00000035720	48611	99
ENSG00000279464	2458	27
ENSG00000033178	88504	2407
ENSG00000270257	183	0
ENSG00000248049	379744	2540
ENSG00000250656	1014	0
ENSG00000270228	5267	0
ENSG00000270292	1213	0
ENSG00000109163	17271	0
ENSG00000202374	151	0
ENSG00000232398	7375	0
ENSG00000153802	63127	0
ENSG00000187054	54756	0
ENSG00000229009	24085	0
ENSG00000207428	107	0
ENSG00000227725	1104	0
ENSG00000283131	773	0
ENSG00000198092	76672	62
ENSG00000215127	1448	0
ENSG00000250426	30179	3
ENSG00000250026	34000	4
ENSG00000185873	19042	16
ENSG00000250642	3499	3
ENSG00000248639	1238	1
ENSG00000249531	2135	0
ENSG00000248122	597	0
ENSG00000083896	39703	4307
ENSG00000162840	183	29
ENSG00000087128	50142	61
ENSG00000250566	8207	25
ENSG00000197888	31344	42
ENSG00000249472	595	2
ENSG00000251101	745	0
ENSG00000251074	2053	0
ENSG00000196620	24056	27
ENSG00000248635	7899	10
ENSG00000250376	2857	1
ENSG00000251236	733	0
ENSG00000109181	16030	11
ENSG00000251424	156	0
ENSG00000249235	279	1
ENSG00000251529	2506	3
ENSG00000248547	556	2
ENSG00000248613	260	0
ENSG00000272626	5976	8
ENSG00000249985	117	1
ENSG00000198277	9814	8
ENSG00000135220	23342	24
ENSG00000251498	2995	0
ENSG00000249735	3525	0
ENSG00000250277	775	4
ENSG00000251685	15553	9
ENSG00000249890	685	0
ENSG00000250919	16748	17
ENSG00000171234	61625	71
ENSG00000248763	3494	0
ENSG00000251284	1178	0
ENSG00000250100	3464	1
ENSG00000251427	2938	2
ENSG00000196472	713	0
ENSG00000250696	34667	32
ENSG00000213759	14798	0
ENSG00000268803	728	0
ENSG00000249763	8188	7
ENSG00000135226	14576	11
ENSG00000251691	705	0
ENSG00000250612	11569	6
ENSG00000268209	728	1
ENSG00000215110	12590	8
ENSG00000248824	725	2
ENSG00000249956	14337	14
ENSG00000250828	3694	1
ENSG00000249686	1600	2
ENSG00000156096	45850	41
ENSG00000248886	734	0
ENSG00000251177	13137	11
ENSG00000173610	64833	7
ENSG00000271271	50334	0
ENSG00000173597	66795	96
ENSG00000236959	22017	18
ENSG00000284695	37007	42
ENSG00000109193	18934	6
ENSG00000251489	530	2
ENSG00000126545	15507	8
ENSG00000135222	5752	1
ENSG00000126549	6640	8
ENSG00000205649	8126	6
ENSG00000126550	8411	5
ENSG00000234124	17905	24
ENSG00000187533	43184	27
ENSG00000109205	8081	3
ENSG00000181617	9129	9
ENSG00000171209	8841	5
ENSG00000145309	2136	1
ENSG00000109208	6399	5
ENSG00000171201	20152	35
ENSG00000171199	12265	11
ENSG00000171195	52506	79
ENSG00000187689	14175	12
ENSG00000178522	15033	15
ENSG00000132464	18081	12
ENSG00000286848	49072	21
ENSG00000132465	26277	0
ENSG00000132467	2020	486
ENSG00000207448	104	2
ENSG00000207058	106	1
ENSG00000272986	745	5
ENSG00000018189	104416	8462
ENSG00000132463	24115	1838
ENSG00000283313	83	0
ENSG00000207007	111	1
ENSG00000173542	120124	1548
ENSG00000156136	38377	245
ENSG00000080493	509421	899
ENSG00000249170	978	0
ENSG00000270098	3520	0
ENSG00000145321	62346	74
ENSG00000222236	99	0
ENSG00000248567	2676	1
ENSG00000056291	116264	195
ENSG00000156140	288253	591
ENSG00000250877	7724	0
ENSG00000270665	926	142
ENSG00000252955	126	1
ENSG00000210839	126	0
ENSG00000163626	17394	700
ENSG00000132466	185423	15469
ENSG00000248641	324	0
ENSG00000250220	58745	2666
ENSG00000221639	125	0
ENSG00000249976	539	0
ENSG00000163631	24369	48
ENSG00000081051	25037	14
ENSG00000079557	22257	11
ENSG00000250436	25326	39
ENSG00000249970	192	5
ENSG00000169435	49082	1246
ENSG00000228277	4226	5
ENSG00000169429	3176	15
ENSG00000249051	425	0
ENSG00000124875	12425	11
ENSG00000250550	964	0
ENSG00000109272	1188	1
ENSG00000163739	1916	32
ENSG00000249920	955	121
ENSG00000250339	314	0
ENSG00000163737	1217	4
ENSG00000163736	1752	3
ENSG00000163735	3036	10
ENSG00000287037	9750	7
ENSG00000244194	299	0
ENSG00000163734	2219	22
ENSG00000248848	1362	3
ENSG00000288019	2441	2
ENSG00000251017	678	5
ENSG00000081041	2157	427
ENSG00000163738	188926	1913
ENSG00000269559	1863	0
ENSG00000182585	8320	31
ENSG00000124882	23605	23
ENSG00000250532	21541	17
ENSG00000109321	9870	1306
ENSG00000249942	36898	46
ENSG00000174808	49765	211
ENSG00000287375	1761	1
ENSG00000250356	317	0
ENSG00000169116	117021	468
ENSG00000249717	14389	0
ENSG00000248165	40948	0
ENSG00000260265	3016	2
ENSG00000250315	467	1
ENSG00000250560	213	0
ENSG00000251185	92115	131
ENSG00000251454	17746	0
ENSG00000251383	8491	0
ENSG00000248646	73243	67
ENSG00000250735	21829	0
ENSG00000163743	35728	830
ENSG00000174796	36528	1588
ENSG00000174792	9824	28
ENSG00000138769	54221	162
ENSG00000138757	81744	1987
ENSG00000201644	94	0
ENSG00000138768	89694	2337
ENSG00000229717	15424	25
ENSG00000222644	136	0
ENSG00000156194	42708	119
ENSG00000138744	27354	1307
ENSG00000198301	50013	2114
ENSG00000245928	25153	20
ENSG00000138755	6235	23
ENSG00000156219	101619	164
ENSG00000169245	2380	0
ENSG00000169248	7734	0
ENSG00000225846	315	0
ENSG00000138750	33786	1663
ENSG00000286074	52106	177
ENSG00000138760	75800	176
ENSG00000189157	69744	54
ENSG00000287401	71359	18
ENSG00000272414	59409	0
ENSG00000118804	5574	0
ENSG00000163749	108872	893
ENSG00000249858	1041	0
ENSG00000212368	106	0
ENSG00000240426	319	0
ENSG00000199857	71	0
ENSG00000138771	348025	9076
ENSG00000249278	436	0
ENSG00000207307	106	0
ENSG00000263445	65	0
ENSG00000283682	76	0
ENSG00000233860	93574	7
ENSG00000224218	43411	0
ENSG00000270244	342	0
ENSG00000242727	412	0
ENSG00000186212	3993	139
ENSG00000138758	90682	4589
ENSG00000234036	310	0
ENSG00000118816	28835	16060
ENSG00000214062	724	22
ENSG00000271676	964	13
ENSG00000201641	110	0
ENSG00000138764	276182	5148
ENSG00000270669	463	0
ENSG00000250006	715	0
ENSG00000248831	866	0
ENSG00000249036	99796	194
ENSG00000156234	100082	2965
ENSG00000221711	58	0
ENSG00000138767	106229	1615
ENSG00000169288	89956	1653
ENSG00000250214	297	0
ENSG00000248926	781	0
ENSG00000248956	572	3
ENSG00000248640	954	21
ENSG00000248128	297	0
ENSG00000249072	177	59
ENSG00000138759	486947	1283
ENSG00000249565	1181	0
ENSG00000248117	318	0
ENSG00000138772	58705	807
ENSG00000200998	113	0
ENSG00000251442	44406	71
ENSG00000251019	289	0
ENSG00000287632	21982	55
ENSG00000239793	252	0
ENSG00000260278	2320	2
ENSG00000138756	140031	1652
ENSG00000266270	70	0
ENSG00000163291	52312	322
ENSG00000242175	300	0
ENSG00000249307	370189	697
ENSG00000156269	100368	13
ENSG00000196475	1868	4
ENSG00000250334	131678	281
ENSG00000249646	829	0
ENSG00000251399	632	0
ENSG00000248408	33077	88
ENSG00000251321	50300	48
ENSG00000212620	127	0
ENSG00000163297	224309	989
ENSG00000236530	1591	0
ENSG00000244002	883	120
ENSG00000248719	14774	1
ENSG00000152784	20451	50
ENSG00000138675	70082	60
ENSG00000197826	628037	888
ENSG00000232327	2539	0
ENSG00000152785	26925	45
ENSG00000138669	127748	288
ENSG00000251059	28474	0
ENSG00000207065	116	0
ENSG00000138670	617852	1185
ENSG00000248282	823	0
ENSG00000248448	393	0
ENSG00000252762	127	0
ENSG00000248543	2431	0
ENSG00000250826	1122	9
ENSG00000202485	107	0
ENSG00000234568	1530	20
ENSG00000284516	55043	182
ENSG00000273156	1967	56
ENSG00000138668	22006	6132
ENSG00000272677	9727	90
ENSG00000250325	879	16
ENSG00000202440	69	0
ENSG00000152795	7845	6264
ENSG00000145293	30588	1499
ENSG00000249242	79188	1944
ENSG00000214988	813	0
ENSG00000227304	1493	0
ENSG00000249960	678	2
ENSG00000248113	1268	8
ENSG00000231782	10637	9
ENSG00000286490	3392	0
ENSG00000145284	169258	723
ENSG00000270480	732	0
ENSG00000207746	94	0
ENSG00000270842	641	0
ENSG00000138674	82658	9121
ENSG00000251022	7952	0
ENSG00000168152	19286	74
ENSG00000189308	102954	875
ENSG00000199530	108	0
ENSG00000251874	106	0
ENSG00000138663	41372	1022
ENSG00000286035	9644	40
ENSG00000145287	47028	101
ENSG00000250057	13702	101
ENSG00000250677	142	0
ENSG00000248401	1028	44
ENSG00000173085	23379	307
ENSG00000173083	42693	58
ENSG00000274154	108	0
ENSG00000251647	714	1
ENSG00000163312	48513	717
ENSG00000163319	13804	152
ENSG00000163322	63832	256
ENSG00000213608	901	0
ENSG00000239525	336	0
ENSG00000138678	69962	225
ENSG00000201633	95	0
ENSG00000249171	63246	54
ENSG00000250546	502754	709
ENSG00000200108	107	0
ENSG00000214980	1486	0
ENSG00000248749	8797	1
ENSG00000163623	6464	25
ENSG00000258013	216	2
ENSG00000163624	68208	1911
ENSG00000163625	296782	4576
ENSG00000239466	276	0
ENSG00000251260	13790	0
ENSG00000252062	101	0
ENSG00000180769	45744	265
ENSG00000286189	551	0
ENSG00000201901	328	0
ENSG00000248725	756	14
ENSG00000138639	527519	1873
ENSG00000266421	66	0
ENSG00000109339	604619	2973
ENSG00000250062	102015	0
ENSG00000252757	297	0
ENSG00000266515	71	0
ENSG00000163629	220857	5251
ENSG00000145283	25917	99
ENSG00000243312	1214	88
ENSG00000163633	16218	40
ENSG00000250202	315	0
ENSG00000285458	49707	848
ENSG00000251411	1552	0
ENSG00000284968	11573	0
ENSG00000172493	206053	9901
ENSG00000235043	445	0
ENSG00000145332	80212	1071
ENSG00000248196	891	0
ENSG00000248180	995	0
ENSG00000250572	4892	5
ENSG00000263981	89	0
ENSG00000170509	19098	21
ENSG00000255723	28041	104
ENSG00000198189	54674	287
ENSG00000240966	292	0
ENSG00000249262	745	0
ENSG00000170502	36883	1176
ENSG00000272856	1474	12
ENSG00000152583	57727	8000
ENSG00000249001	165922	200
ENSG00000152591	8345	0
ENSG00000152592	14082	0
ENSG00000200024	102	0
ENSG00000249973	452	0
ENSG00000029559	12882	16
ENSG00000152595	25407	21
ENSG00000183199	2173	4198
ENSG00000286618	34093	37
ENSG00000118785	7777	0
ENSG00000202000	165	0
ENSG00000118762	70143	2593
ENSG00000118777	141479	600
ENSG00000241853	389	0
ENSG00000201707	108	0
ENSG00000221440	126	0
ENSG00000251285	3269	0
ENSG00000199326	101	0
ENSG00000163644	27150	884
ENSG00000200469	104	0
ENSG00000246375	46915	130
ENSG00000207480	103	0
ENSG00000287181	6202	7
ENSG00000286978	2360	1
ENSG00000138642	64359	758
ENSG00000138646	49045	171
ENSG00000249934	1813	4
ENSG00000145337	2779	580
ENSG00000255072	217	0
ENSG00000287542	184641	221
ENSG00000285122	1158	0
ENSG00000249755	1011	0
ENSG00000252322	307	0
ENSG00000138641	116108	9
ENSG00000207524	107	0
ENSG00000177432	1917	0
ENSG00000248019	20806	383
ENSG00000278151	119	0
ENSG00000276003	108	0
ENSG00000138640	385444	2151
ENSG00000180346	3400	204
ENSG00000270720	588	9
ENSG00000212226	102	0
ENSG00000185477	71418	442
ENSG00000251095	315793	166
ENSG00000288563	122084	0
ENSG00000145335	137971	456
ENSG00000274238	514	0
ENSG00000277695	8052	0
ENSG00000276542	872	0
ENSG00000247775	5571	8
ENSG00000138722	75098	120
ENSG00000287239	4187	5
ENSG00000184305	1474379	13761
ENSG00000252087	305	0
ENSG00000251401	128	0
ENSG00000187653	135	0
ENSG00000248984	4768	0
ENSG00000249049	6273	0
ENSG00000279013	2018	12
ENSG00000249891	209	0
ENSG00000249052	16450	17
ENSG00000248817	1576	5
ENSG00000287392	82082	99
ENSG00000280056	385	0
ENSG00000249152	8309	26
ENSG00000248511	6928	4
ENSG00000152208	1506192	1541
ENSG00000251449	315	0
ENSG00000249239	933	0
ENSG00000248627	5158	0
ENSG00000248750	445	0
ENSG00000250908	1164	0
ENSG00000252342	110	0
ENSG00000172238	2212	1
ENSG00000246541	89765	164
ENSG00000250897	574	0
ENSG00000163104	83682	2234
ENSG00000163106	44342	108
ENSG00000287552	27556	0
ENSG00000241103	331	0
ENSG00000163110	216371	7701
ENSG00000249951	27326	29
ENSG00000249599	14014	33
ENSG00000138696	400494	7303
ENSG00000182168	386703	2555
ENSG00000271474	3329	17
ENSG00000242936	342	1
ENSG00000163114	1372	0
ENSG00000200622	98	0
ENSG00000201744	107	0
ENSG00000250655	822	1
ENSG00000248510	508164	590
ENSG00000201640	305	0
ENSG00000287841	15906	9
ENSG00000236764	250	3
ENSG00000253170	14359	17
ENSG00000163116	959384	2187
ENSG00000254044	299189	0
ENSG00000251620	125219	0
ENSG00000250293	1049	0
ENSG00000242697	851	0
ENSG00000214904	489	0
ENSG00000214559	9943	145
ENSG00000138698	182475	4354
ENSG00000242318	474	0
ENSG00000168785	188245	5406
ENSG00000251523	13572	0
ENSG00000260641	5647	74
ENSG00000249764	168	1
ENSG00000227118	490	49
ENSG00000151247	58954	1300
ENSG00000249055	312	0
ENSG00000263923	66098	126
ENSG00000214886	786	0
ENSG00000287512	3708	0
ENSG00000252548	59	0
ENSG00000251437	318	0
ENSG00000164024	67151	2047
ENSG00000265213	74	0
ENSG00000250496	821	0
ENSG00000272777	870	21
ENSG00000197894	17824	2002
ENSG00000246090	212552	864
ENSG00000198099	34136	0
ENSG00000249065	1132	0
ENSG00000172955	16900	0
ENSG00000187758	14635	0
ENSG00000196616	47790	319
ENSG00000248144	16250	0
ENSG00000196344	23477	27
ENSG00000250300	29101	62
ENSG00000138813	31292	31
ENSG00000145331	17331	282
ENSG00000138823	60239	42
ENSG00000248676	31115	5
ENSG00000248713	18120	14
ENSG00000070190	53364	124
ENSG00000279913	559	0
ENSG00000109270	16093	984
ENSG00000164031	50371	3299
ENSG00000279098	442	0
ENSG00000164032	2270	987
ENSG00000245322	245094	447
ENSG00000250403	741	0
ENSG00000248820	264	0
ENSG00000145358	4913	0
ENSG00000249710	25473	18
ENSG00000164035	484786	2544
ENSG00000286150	52807	0
ENSG00000250223	14835	0
ENSG00000251219	12845	0
ENSG00000251636	2026	0
ENSG00000138814	324870	9999
ENSG00000273882	78	0
ENSG00000221265	113	0
ENSG00000254531	1104	156
ENSG00000153064	663527	802
ENSG00000286124	9029	0
ENSG00000199529	105	0
ENSG00000251149	376	0
ENSG00000251309	60010	0
ENSG00000138821	180218	521
ENSG00000241144	300	0
ENSG00000248161	31409	16
ENSG00000251572	903	0
ENSG00000260651	479	3
ENSG00000109320	115972	3956
ENSG00000109323	130225	2071
ENSG00000241981	463	0
ENSG00000230069	3448	0
ENSG00000248971	1426	0
ENSG00000224207	255	0
ENSG00000251288	1241	0
ENSG00000109332	74514	6446
ENSG00000286242	5630	0
ENSG00000246560	16021	0
ENSG00000252739	53	0
ENSG00000145354	23834	363
ENSG00000164037	134672	498
ENSG00000250651	1513	0
ENSG00000249283	1372	0
ENSG00000164038	65962	403
ENSG00000164039	22279	537
ENSG00000138778	93097	541
ENSG00000248740	198846	188
ENSG00000251577	75790	45
ENSG00000250920	8692	0
ENSG00000251571	1994	0
ENSG00000169836	133955	176
ENSG00000286291	6547	2
ENSG00000252460	102	0
ENSG00000249614	75928	79
ENSG00000251170	180656	199
ENSG00000168772	26594	360
ENSG00000245384	243698	512
ENSG00000250670	11918	0
ENSG00000248242	312920	219
ENSG00000244470	838	0
ENSG00000248373	219876	200
ENSG00000251906	100	0
ENSG00000276992	153	0
ENSG00000251473	1114	0
ENSG00000252136	108	0
ENSG00000251259	3340	130
ENSG00000168769	133942	2429
ENSG00000251586	6710	0
ENSG00000243383	283	2
ENSG00000138777	104991	3721
ENSG00000200917	96	0
ENSG00000249264	1383	10585
ENSG00000216425	802	68
ENSG00000250922	156	0
ENSG00000250522	12166	39
ENSG00000236699	155474	6303
ENSG00000249885	8648	0
ENSG00000248778	1045	0
ENSG00000138785	213360	678
ENSG00000138780	138948	0
ENSG00000251175	80928	0
ENSG00000168743	109253	6617
ENSG00000250740	5663	0
ENSG00000249635	19162	281
ENSG00000145348	275085	6852
ENSG00000164022	33913	2020
ENSG00000250298	11294	14
ENSG00000249613	19961	19
ENSG00000286147	413240	512
ENSG00000248915	1104	0
ENSG00000155011	362005	488
ENSG00000213522	576	0
ENSG00000251081	43171	23
ENSG00000252470	103	0
ENSG00000138801	129959	3793
ENSG00000164023	90485	79
ENSG00000245293	126207	75
ENSG00000222691	104	0
ENSG00000155016	21913	0
ENSG00000249604	5225	0
ENSG00000138796	45461	2000
ENSG00000138795	121412	991
ENSG00000232021	90513	180
ENSG00000239939	736	0
ENSG00000278589	1420	1
ENSG00000250485	2059	3
ENSG00000234492	82271	493
ENSG00000109475	9847	3247
ENSG00000198856	17236	1194
ENSG00000206601	107	0
ENSG00000286136	8926	61
ENSG00000164089	21007	32
ENSG00000249257	408	0
ENSG00000250185	1035	6
ENSG00000188517	494028	715
ENSG00000246774	13101	37
ENSG00000249465	1134	73
ENSG00000247950	86343	1000
ENSG00000138802	107125	3738
ENSG00000243227	297	0
ENSG00000207988	98	0
ENSG00000225094	852	68
ENSG00000249965	563	29
ENSG00000005059	128511	1772
ENSG00000248785	282	0
ENSG00000138794	14962	1518
ENSG00000273447	700	0
ENSG00000123739	20082	986
ENSG00000285330	88084	119
ENSG00000205403	61486	0
ENSG00000272795	364	4
ENSG00000109534	9231	490
ENSG00000180245	21152	116
ENSG00000183423	24209	206
ENSG00000249681	828	4
ENSG00000138798	100884	312
ENSG00000207260	107	0
ENSG00000170522	153354	778
ENSG00000263940	335	0
ENSG00000248200	875	0
ENSG00000166530	229	8
ENSG00000250594	153	0
ENSG00000212160	107	1
ENSG00000250304	1930	5
ENSG00000138792	199553	427
ENSG00000251464	739	0
ENSG00000251046	2607	0
ENSG00000199894	80	0
ENSG00000250511	7018	0
ENSG00000250103	19946	28
ENSG00000164093	24701	24
ENSG00000249519	2942	7
ENSG00000215961	66	0
ENSG00000251483	691	1
ENSG00000251312	645	0
ENSG00000200963	107	0
ENSG00000241722	320	1
ENSG00000248656	16791	17
ENSG00000250855	37086	24
ENSG00000248432	5277	0
ENSG00000249815	245818	272
ENSG00000250556	517	0
ENSG00000250307	803	0
ENSG00000240459	394	0
ENSG00000174749	49803	2929
ENSG00000243280	313	0
ENSG00000260526	2036	63
ENSG00000138660	41371	1577
ENSG00000272567	349	1
ENSG00000145365	11368	278
ENSG00000073331	157113	4025
ENSG00000251441	14825	0
ENSG00000248697	1862	195
ENSG00000178403	2665	13
ENSG00000249509	31497	107
ENSG00000248439	302	0
ENSG00000138658	97663	577
ENSG00000250966	411	0
ENSG00000174720	20486	1195
ENSG00000249532	3576	0
ENSG00000199169	68	0
ENSG00000199145	68	0
ENSG00000207927	69	0
ENSG00000199102	68	0
ENSG00000284463	73	0
ENSG00000220924	449	20
ENSG00000250046	13764	21
ENSG00000248633	334	0
ENSG00000241002	435	12
ENSG00000202536	102	0
ENSG00000241741	796	4105
ENSG00000250500	1642	4
ENSG00000145362	566190	1355
ENSG00000234841	1301	0
ENSG00000251126	2033	0
ENSG00000228814	415	0
ENSG00000248152	98691	0
ENSG00000249373	3265	0
ENSG00000283193	93	0
ENSG00000275810	81	0
ENSG00000196656	3125	0
ENSG00000239279	297	0
ENSG00000206820	164	1
ENSG00000145349	310896	4578
ENSG00000250229	187	3
ENSG00000180801	79444	571
ENSG00000249304	1065	0
ENSG00000248716	288	0
ENSG00000174607	79456	122
ENSG00000207931	96	0
ENSG00000250215	1342	2
ENSG00000240637	299	4
ENSG00000138653	286114	234
ENSG00000251308	322	1
ENSG00000250693	896	1
ENSG00000248488	721	10
ENSG00000250363	1272	159
ENSG00000249259	375146	465
ENSG00000250442	639	0
ENSG00000250627	755	0
ENSG00000270394	1445	1
ENSG00000284253	44	0
ENSG00000250272	351	1
ENSG00000248139	4910	3
ENSG00000250791	26256	27
ENSG00000213493	1451	522
ENSG00000287845	4826	2
ENSG00000287520	19823	15
ENSG00000287290	201227	23
ENSG00000286637	167340	0
ENSG00000201752	107	0
ENSG00000271053	881	0
ENSG00000174599	2023	145
ENSG00000223605	265	1
ENSG00000224932	46059	30
ENSG00000228358	52117	51
ENSG00000236922	285023	333
ENSG00000237684	818	0
ENSG00000213492	1663	0
ENSG00000286269	8481	0
ENSG00000229565	35816	48
ENSG00000164100	225017	768
ENSG00000251463	1347	0
ENSG00000269893	6608	963
ENSG00000275994	131	0
ENSG00000164099	72966	87
ENSG00000230671	321	0
ENSG00000273716	78	306
ENSG00000154608	86511	630
ENSG00000260404	41957	8280
ENSG00000223225	104	0
ENSG00000248213	2813	1551
ENSG00000251155	186	22
ENSG00000281731	21257	224
ENSG00000145388	30042	922
ENSG00000150961	115861	3648
ENSG00000172403	210560	2143
ENSG00000249002	370	0
ENSG00000172399	51958	123
ENSG00000178636	19872	85
ENSG00000145390	82931	2640
ENSG00000164096	8027	874
ENSG00000145384	4889	4
ENSG00000250412	43905	139
ENSG00000201186	85	0
ENSG00000249244	3505	56
ENSG00000283050	49116	6649
ENSG00000260091	901	0
ENSG00000223208	104	0
ENSG00000245958	97235	2620
ENSG00000250950	928	0
ENSG00000138735	134408	743
ENSG00000221245	127	0
ENSG00000286241	7026	9
ENSG00000250772	5466	4
ENSG00000250183	26342	0
ENSG00000250392	24754	0
ENSG00000200553	102	0
ENSG00000253825	5583	1
ENSG00000164109	11236	111
ENSG00000250938	497832	1723
ENSG00000250219	1237	0
ENSG00000225665	592	0
ENSG00000249409	11707	137
ENSG00000138738	237952	1001
ENSG00000212359	101	0
ENSG00000251609	1590	0
ENSG00000173376	37409	224
ENSG00000223006	307	0
ENSG00000250344	9048	11
ENSG00000271302	436	2
ENSG00000050730	96059	114
ENSG00000252183	107	0
ENSG00000186867	52418	96
ENSG00000207148	102	0
ENSG00000213480	913	0
ENSG00000224062	427	0
ENSG00000164111	29050	6462
ENSG00000164112	6498	12
ENSG00000226757	2230	0
ENSG00000123737	15704	666
ENSG00000145386	7490	178
ENSG00000138686	46159	552
ENSG00000261501	2266	2
ENSG00000138741	77580	96
ENSG00000237868	479	82
ENSG00000241037	304	1
ENSG00000138688	210426	5591
ENSG00000164113	50837	63
ENSG00000109471	5256	2
ENSG00000138684	10959	18
ENSG00000227145	70174	69
ENSG00000287692	8344	45
ENSG00000224786	3951	18
ENSG00000181004	12241	188
ENSG00000244083	347	0
ENSG00000138685	71529	293
ENSG00000240775	348	0
ENSG00000273007	6028	0
ENSG00000170917	34272	462
ENSG00000145375	396356	3051
ENSG00000250322	170	0
ENSG00000287951	1972	3
ENSG00000164056	6966	1906
ENSG00000249125	31865	40
ENSG00000251526	22247	27
ENSG00000249464	423673	1150
ENSG00000226655	751	0
ENSG00000228489	477	0
ENSG00000250458	156	0
ENSG00000286700	2974	4
ENSG00000250484	529	1
ENSG00000249837	102668	192
ENSG00000286734	14075	12
ENSG00000248506	1371	3
ENSG00000248565	928	22
ENSG00000261083	58506	408
ENSG00000151458	48685	2737
ENSG00000196159	177977	836
ENSG00000201297	111	0
ENSG00000283550	49	0
ENSG00000250149	340640	300
ENSG00000251436	2492	0
ENSG00000249555	951	0
ENSG00000251649	9243	7
ENSG00000251005	785	0
ENSG00000286251	303830	278
ENSG00000223620	1268	0
ENSG00000199862	113	0
ENSG00000250945	34333	71
ENSG00000248491	376160	327
ENSG00000287101	123861	0
ENSG00000248209	324	0
ENSG00000249795	481	1
ENSG00000287021	90976	173
ENSG00000164066	103467	2825
ENSG00000151475	43893	55
ENSG00000164070	58913	432
ENSG00000282855	308	0
ENSG00000244021	481	0
ENSG00000261668	3843	24
ENSG00000142731	18332	190
ENSG00000251821	92	0
ENSG00000164073	48236	1206
ENSG00000164074	74622	3562
ENSG00000138709	161646	3410
ENSG00000241651	599	0
ENSG00000248394	816	0
ENSG00000164040	19593	1958
ENSG00000251432	226648	2822
ENSG00000273077	827	2
ENSG00000248187	2560	5
ENSG00000248802	18409	31
ENSG00000280711	1721	4
ENSG00000077684	65525	932
ENSG00000151466	228680	5445
ENSG00000275647	329	0
ENSG00000281369	112	0
ENSG00000151470	23324	534
ENSG00000251345	993	0
ENSG00000248958	3815	9
ENSG00000251195	1709	2
ENSG00000250193	5848	4
ENSG00000287748	14594	9
ENSG00000246876	159198	190
ENSG00000249618	203734	222
ENSG00000234125	1154	0
ENSG00000251326	55999	160
ENSG00000248877	613	1
ENSG00000249018	988	0
ENSG00000280059	3427	5
ENSG00000250503	4615	5
ENSG00000287924	3651	2
ENSG00000250213	508	2
ENSG00000206782	107	0
ENSG00000250102	212109	251
ENSG00000248715	209	0
ENSG00000241392	284	0
ENSG00000251676	63906	206
ENSG00000252014	110	0
ENSG00000249416	346	0
ENSG00000184139	571	2
ENSG00000251555	45922	1115
ENSG00000251598	367137	380
ENSG00000249463	1260	0
ENSG00000251051	694	0
ENSG00000248369	11434	13
ENSG00000251398	87440	123
ENSG00000249038	453	0
ENSG00000251488	144906	156
ENSG00000249513	3168	0
ENSG00000250241	73837	58
ENSG00000248735	1960	0
ENSG00000138650	59313	153
ENSG00000286467	2094	0
ENSG00000250191	643	4
ENSG00000251388	139445	340
ENSG00000251199	301313	367
ENSG00000286253	28039	0
ENSG00000254535	5457	0
ENSG00000248191	1736	1
ENSG00000251291	162182	187
ENSG00000249000	57891	85
ENSG00000249847	1243	0
ENSG00000251228	249	1
ENSG00000241411	631	690
ENSG00000250144	1387	1668
ENSG00000248434	30426	37
ENSG00000248456	10875	13
ENSG00000283432	105	0
ENSG00000250834	748	2
ENSG00000248104	2041	4
ENSG00000250865	13521	5
ENSG00000248330	46698	39
ENSG00000207322	164	0
ENSG00000251492	394	0
ENSG00000261166	1444	2
ENSG00000251567	276797	275
ENSG00000250665	12966	0
ENSG00000249311	1227	0
ENSG00000279749	504	0
ENSG00000248869	416881	637
ENSG00000250341	4612	0
ENSG00000250813	187	1
ENSG00000251440	439	0
ENSG00000213448	415	6
ENSG00000189184	13577	780
ENSG00000251632	57700	74
ENSG00000280352	535	0
ENSG00000250126	9910	12
ENSG00000250777	44501	48
ENSG00000287441	4272	9
ENSG00000250034	8697	2
ENSG00000287144	108267	39
ENSG00000248307	152636	3
ENSG00000250033	120714	22
ENSG00000151012	78253	184
ENSG00000249091	4670	12
ENSG00000248397	13803	103
ENSG00000251372	353791	3926
ENSG00000249381	11347	0
ENSG00000248305	842	0
ENSG00000248795	1238	0
ENSG00000250977	845	8
ENSG00000250501	30031	947
ENSG00000250195	192693	9069
ENSG00000250577	303	0
ENSG00000151014	30159	357
ENSG00000109381	149107	7754
