GeneID	Length	second.sorted.bam
ENSG00000115053	6819	6540
ENSG00000206885	137	20
ENSG00000207280	80	7
ENSG00000202400	70	1
ENSG00000283312	1592	37
ENSG00000283491	639	25
ENSG00000223198	212	7
ENSG00000181798	1313	23
ENSG00000286942	2015	4
ENSG00000171596	3221	39
ENSG00000231494	462	1
ENSG00000228884	464	6
ENSG00000286399	303	1
ENSG00000177673	1413	14
ENSG00000239202	276	1
ENSG00000187514	3378	10386
ENSG00000277986	123	0
ENSG00000284378	85	0
ENSG00000156973	2824	238
ENSG00000281072	72	9
ENSG00000144524	6066	2942
ENSG00000237641	407	43
ENSG00000261096	2507	13
ENSG00000260622	497	0
ENSG00000222246	57	1
ENSG00000163273	1075	8
ENSG00000144535	11337	2767
ENSG00000227033	391	5
ENSG00000207626	95	5
ENSG00000251485	788	49
ENSG00000230122	737	1
ENSG00000275157	122	0
ENSG00000163283	2869	15
ENSG00000224516	680	2
ENSG00000244280	1708	0
ENSG00000163286	2492	10
ENSG00000204121	1742	1
ENSG00000237087	576	2
ENSG00000223788	559	15
ENSG00000163295	3351	7
ENSG00000171551	2978	36
ENSG00000237412	2462	0
ENSG00000135902	3132	6
ENSG00000196811	4362	113
ENSG00000221944	2588	234
ENSG00000284407	100	0
ENSG00000135930	6555	1299
ENSG00000237126	3725	46
ENSG00000115468	2675	14966
ENSG00000244384	288	42
ENSG00000204120	13446	2547
ENSG00000213055	676	22
ENSG00000241409	851	6
ENSG00000115474	3636	98
ENSG00000252452	102	2
ENSG00000199781	99	0
ENSG00000182600	3698	417
ENSG00000066248	4647	153
ENSG00000222001	813	0
ENSG00000115488	1143	2
ENSG00000168918	8681	1723
ENSG00000263941	281	6
ENSG00000085978	6047	2020
ENSG00000252010	276	4
ENSG00000251791	265	18
ENSG00000130561	11885	32
ENSG00000259793	2285	131
ENSG00000077044	9771	11361
ENSG00000201013	113	10
ENSG00000085982	9352	3396
ENSG00000271639	1551	10
ENSG00000228949	853	1
ENSG00000227846	849	0
ENSG00000242366	2407	1
ENSG00000242515	3157	2
ENSG00000234143	762	1
ENSG00000241119	2371	0
ENSG00000244122	4167	4
ENSG00000167165	5156	3
ENSG00000224814	663	1
ENSG00000240224	2345	0
ENSG00000244474	2565	2
ENSG00000233445	544	0
ENSG00000243135	2364	2
ENSG00000248114	730	1
ENSG00000227802	1266	1
ENSG00000228445	866	3
ENSG00000248705	757	2
ENSG00000178836	1041	0
ENSG00000241635	4446	1
ENSG00000185038	5730	39
ENSG00000123485	3821	108
ENSG00000224287	2278	1
ENSG00000279809	1864	0
ENSG00000144481	7928	11
ENSG00000237581	594	0
ENSG00000286059	1653	3
ENSG00000072080	1265	8
ENSG00000279218	2232	6
ENSG00000226442	287	1
ENSG00000261298	1677	6
ENSG00000237784	356	9
ENSG00000288040	1529	3
ENSG00000228162	562	19
ENSG00000231682	538	8
ENSG00000232690	311	17
ENSG00000188042	4041	684
ENSG00000280744	331	0
ENSG00000278593	1748	0
ENSG00000235726	4292	28
ENSG00000130147	7085	3567
ENSG00000226542	691	0
ENSG00000231032	485	0
ENSG00000235293	663	0
ENSG00000157985	13956	2128
ENSG00000235529	664	29
ENSG00000222007	600	12
ENSG00000228499	132	96
ENSG00000238812	62	0
ENSG00000264676	262	14
ENSG00000207049	102	1
ENSG00000168505	2332	1
ENSG00000233611	1115	1
ENSG00000182177	5554	9
ENSG00000200745	176	0
ENSG00000132321	5968	269
ENSG00000270540	1543	5
ENSG00000232893	489	10
ENSG00000231546	1232	33
ENSG00000144476	2070	423
ENSG00000232328	2545	3
ENSG00000227252	13096	142
ENSG00000202341	102	0
ENSG00000124835	2231	11
ENSG00000198612	4181	1084
ENSG00000224844	669	0
ENSG00000224132	350	2
ENSG00000163359	19465	30275
ENSG00000222022	588	5
ENSG00000222032	541	12
ENSG00000115648	7435	37426
ENSG00000277842	58	3
ENSG00000222449	106	2
ENSG00000071677	264	4
ENSG00000124839	4761	4221
ENSG00000234949	1656	97
ENSG00000227107	2057	70
ENSG00000124831	13218	6593
ENSG00000286864	1671	59
ENSG00000177483	6049	43
ENSG00000132329	1147	270
ENSG00000263723	79	0
ENSG00000184182	4238	258
ENSG00000258984	3195	2
ENSG00000251971	93	2
ENSG00000132330	11698	653
ENSG00000144488	5179	116
ENSG00000168427	3780	25
ENSG00000279484	3106	21
ENSG00000178752	3584	26
ENSG00000132323	4749	984
ENSG00000186235	3860	71
ENSG00000225057	3890	96
ENSG00000144485	1954	119
ENSG00000132326	6872	2567
ENSG00000283635	2424	100
ENSG00000232306	982	81
ENSG00000204104	4614	795
ENSG00000202099	104	1
ENSG00000065802	7407	1099
ENSG00000229915	452	11
ENSG00000274346	556	7
ENSG00000225493	1975	12
ENSG00000234279	815	1
ENSG00000286160	539	1
ENSG00000224252	285	2
ENSG00000286748	777	3
ENSG00000226992	592	1
ENSG00000233608	1869	239
ENSG00000227744	3489	12
ENSG00000068024	13368	1066
ENSG00000266109	98	27
ENSG00000264810	100	20
ENSG00000286307	2514	39
ENSG00000287405	3352	29
ENSG00000265215	84	6
ENSG00000264292	81	0
ENSG00000222020	613	19
ENSG00000286525	2055	1
ENSG00000288082	3009	0
ENSG00000286188	1243	3
ENSG00000196758	3700	4
ENSG00000227459	348	1
ENSG00000259889	583	0
ENSG00000220256	6795	8
ENSG00000130414	9460	3555
ENSG00000264279	80	10
ENSG00000182083	1492	4
ENSG00000178586	1097	9
ENSG00000231278	403	1
ENSG00000213048	951	6
ENSG00000172428	2037	267
ENSG00000178602	645	2
ENSG00000286325	730	1
ENSG00000286183	2524	1
ENSG00000227479	429	2
ENSG00000276366	228	1
ENSG00000063660	6522	8564
ENSG00000218416	3235	351
ENSG00000207611	89	28
ENSG00000144504	11477	3667
ENSG00000287049	837	17
ENSG00000188542	4951	366
ENSG00000142327	7970	9661
ENSG00000260942	4000	610
ENSG00000142330	7456	3486
ENSG00000178623	5090	794
ENSG00000276949	283	0
ENSG00000185176	3303	9
ENSG00000219159	3398	6
ENSG00000184945	1736	7
ENSG00000274977	482	0
ENSG00000130294	16695	132
ENSG00000172482	4114	17
ENSG00000172478	2772	1656
ENSG00000226321	5978	49
ENSG00000233392	2656	4
ENSG00000223991	2345	9
ENSG00000162804	13812	6238
ENSG00000229996	428	6
ENSG00000225521	559	17
ENSG00000122085	9938	1729
ENSG00000115687	10665	2327
ENSG00000235861	219	2
ENSG00000115685	3781	1417
ENSG00000146205	5695	532
ENSG00000115677	12160	14994
ENSG00000168385	7378	6928
ENSG00000286588	557	289
ENSG00000223374	442	45
ENSG00000006607	14371	1991
ENSG00000288080	552	8
ENSG00000263752	78	1
ENSG00000224232	678	23
ENSG00000115694	7588	9324
ENSG00000234235	643	2
ENSG00000176720	2680	6801
ENSG00000273113	805	34
ENSG00000176946	2856	2286
ENSG00000207186	108	11
ENSG00000168397	6638	9478
ENSG00000168393	2399	962
ENSG00000168395	10259	4238
ENSG00000235351	584	97
ENSG00000180902	5256	7332
ENSG00000215692	472	1
ENSG00000234793	668	15
ENSG00000154252	1452	10
ENSG00000215023	739	1
ENSG00000224272	2250	3
ENSG00000204099	4689	18
ENSG00000235151	571	2
ENSG00000188389	2097	210
ENSG00000188011	2606	16
ENSG00000233806	1601	278
ENSG00000216921	674	81
ENSG00000237940	2854	1179
ENSG00000280119	4805	7315
ENSG00000226423	565	14
ENSG00000287971	2301	8
ENSG00000232002	1567	2
ENSG00000261186	1107	22
ENSG00000220804	1931	163
ENSG00000224160	198	8
ENSG00000244528	183	1
ENSG00000271153	454	23
ENSG00000223587	2018	1
ENSG00000224918	399	0
ENSG00000224318	3868	2
ENSG00000287140	4047	4
ENSG00000134121	11694	159
ENSG00000252017	104	0
ENSG00000231660	609	1
ENSG00000234661	1149	3
ENSG00000287505	2197	0
ENSG00000224957	11853	17
ENSG00000238075	526	0
ENSG00000224239	497	1
ENSG00000235158	3699	5
ENSG00000244169	296	1
ENSG00000134115	5507	7
ENSG00000232563	276	1
ENSG00000184423	469	95
ENSG00000214074	405	0
ENSG00000214073	475	27
ENSG00000225044	357	0
ENSG00000223040	279	0
ENSG00000144619	9123	85
ENSG00000227588	426	3
ENSG00000286363	1001	4
ENSG00000230398	481	1
ENSG00000225310	345	0
ENSG00000237990	2078	4
ENSG00000091181	6600	18
ENSG00000253049	103	0
ENSG00000072756	5802	512
ENSG00000113851	8068	851
ENSG00000271870	494	110
ENSG00000223727	1337	3
ENSG00000144455	6944	1187
ENSG00000175928	6401	1208
ENSG00000287720	2198	26
ENSG00000229241	2315	23
ENSG00000286579	1253	33
ENSG00000170364	3567	634
ENSG00000234325	381	3
ENSG00000231249	858	25
ENSG00000150995	32454	9899
ENSG00000235947	1464	278
ENSG00000275981	353	71
ENSG00000235978	1251	54
ENSG00000235831	5367	348
ENSG00000134107	3516	15688
ENSG00000230182	369	0
ENSG00000224082	2112	3
ENSG00000207283	102	0
ENSG00000237566	235	0
ENSG00000134108	3551	1342
ENSG00000233912	672	34
ENSG00000268509	1127	0
ENSG00000134109	6737	1280
ENSG00000265180	79	0
ENSG00000241227	298	1
ENSG00000230944	585	0
ENSG00000229642	467	0
ENSG00000226022	299	1
ENSG00000232958	241	0
ENSG00000189229	6375	20
ENSG00000226258	3685	4
ENSG00000223719	432	1
ENSG00000196277	8214	24
ENSG00000236152	307	7
ENSG00000237665	520	0
ENSG00000288030	1851	0
ENSG00000236202	507	0
ENSG00000270207	4594	3
ENSG00000227110	11257	59
ENSG00000228351	1319	8
ENSG00000231401	2616	5
ENSG00000253081	120	0
ENSG00000071282	9025	2227
ENSG00000224884	561	1
ENSG00000125046	6279	135
ENSG00000215160	6210	40
ENSG00000182533	1947	18
ENSG00000180914	4514	339
ENSG00000070950	6984	489
ENSG00000281863	138	0
ENSG00000199815	126	0
ENSG00000196220	18924	641
ENSG00000224808	428	0
ENSG00000287623	2594	6
ENSG00000228723	1439	14
ENSG00000227929	1223	45
ENSG00000235830	457	0
ENSG00000254485	1649	23
ENSG00000214041	750	47
ENSG00000206573	9533	1008
ENSG00000134077	5236	984
ENSG00000168137	12378	11158
ENSG00000156959	5349	55
ENSG00000235338	1033	1
ENSG00000163719	6019	2263
ENSG00000287878	2106	194
ENSG00000144550	2316	39
ENSG00000156983	6099	2443
ENSG00000114026	8733	2312
ENSG00000134072	2715	325
ENSG00000171148	4234	4911
ENSG00000241553	3608	1900
ENSG00000250151	2765	12
ENSG00000214021	10404	7347
ENSG00000269886	336	13
ENSG00000156990	5348	1557
ENSG00000187288	1926	154
ENSG00000171135	1779	493
ENSG00000163701	4673	738
ENSG00000163702	4540	5580
ENSG00000212327	103	8
ENSG00000288550	2312	2
ENSG00000163703	3795	1103
ENSG00000269894	553	34
ENSG00000163704	3953	1306
ENSG00000230082	614	103
ENSG00000269982	3823	358
ENSG00000125037	4270	1119
ENSG00000180385	3714	469
ENSG00000232901	294	40
ENSG00000206567	4823	673
ENSG00000186162	3017	402
ENSG00000144554	8378	532
ENSG00000201182	104	0
ENSG00000229217	315	0
ENSG00000163705	1919	11
ENSG00000254999	1150	1937
ENSG00000134086	4890	1967
ENSG00000287086	1173	0
ENSG00000134070	3431	148
ENSG00000157014	5572	809
ENSG00000272410	2977	0
ENSG00000231177	1328	124
ENSG00000157017	2073	150
ENSG00000240288	3166	230
ENSG00000276678	70	0
ENSG00000157020	5380	4197
ENSG00000157087	10260	23
ENSG00000264534	57	0
ENSG00000216135	74	0
ENSG00000236999	472	0
ENSG00000224771	866	3
ENSG00000226567	3179	3
ENSG00000230599	452	1
ENSG00000132164	6680	26
ENSG00000286962	1527	11
ENSG00000157103	18242	213
ENSG00000232287	584	8
ENSG00000287964	2132	2
ENSG00000196639	5546	160
ENSG00000285906	1000	19
ENSG00000213964	327	11
ENSG00000197548	8833	1459
ENSG00000226621	258	2
ENSG00000235240	174	1
ENSG00000270531	268	20
ENSG00000144560	7228	1269
ENSG00000271716	580	12
ENSG00000272483	596	14
ENSG00000144559	5925	490
ENSG00000230342	1400	44
ENSG00000224263	300	1
ENSG00000225275	282	1
ENSG00000231897	628	2
ENSG00000251038	351	14
ENSG00000263988	298	0
ENSG00000157152	6329	291
ENSG00000226642	1166	16
ENSG00000157150	1194	36
ENSG00000233026	344	0
ENSG00000236062	660	4
ENSG00000132170	4545	158
ENSG00000225026	272	45
ENSG00000154743	5667	1423
ENSG00000200114	119	4
ENSG00000251774	102	9
ENSG00000225526	1829	185
ENSG00000075975	2775	609
ENSG00000274514	277	8
ENSG00000132155	7847	6862
ENSG00000233252	185	1
ENSG00000088726	3297	42
ENSG00000213943	1279	604
ENSG00000144712	5587	206
ENSG00000272263	510	5
ENSG00000144713	3714	4891
ENSG00000207496	139	0
ENSG00000250939	202	0
ENSG00000232746	635	1
ENSG00000144711	10181	2879
ENSG00000231362	156	4
ENSG00000132182	8195	7533
ENSG00000238138	105	1
ENSG00000223398	466	0
ENSG00000244502	515	7
ENSG00000163517	5231	2810
ENSG00000163520	4818	11358
ENSG00000224514	1045	2
ENSG00000154764	4529	18
ENSG00000233121	966	10
ENSG00000275340	3869	165
ENSG00000180438	3748	62
ENSG00000287059	3351	25
ENSG00000224752	765	11
ENSG00000163528	1772	184
ENSG00000170876	3498	2769
ENSG00000268279	1335	165
ENSG00000228242	4015	602
ENSG00000154767	4636	2613
ENSG00000170860	3359	404
ENSG00000255021	613	4
ENSG00000251576	2284	41
ENSG00000199609	110	0
ENSG00000131389	8254	4206
ENSG00000144596	11889	492
ENSG00000207163	107	2
ENSG00000234123	1941	95
ENSG00000283392	1620	0
ENSG00000235629	446	5
ENSG00000154781	3556	1867
ENSG00000131379	3452	36
ENSG00000230172	1147	1
ENSG00000285969	1201	1
ENSG00000260902	3830	6
ENSG00000154783	8099	1621
ENSG00000225733	5162	2305
ENSG00000177463	11821	2413
ENSG00000131368	5371	2414
ENSG00000131381	7921	1508
ENSG00000228874	361	1
ENSG00000227578	778	66
ENSG00000230524	4566	9
ENSG00000131375	5596	704
ENSG00000224660	6877	2885
ENSG00000131370	4616	242
ENSG00000201162	107	0
ENSG00000226427	273	23
ENSG00000206562	5714	312
ENSG00000144597	4909	479
ENSG00000206926	107	3
ENSG00000249786	4321	60
ENSG00000206561	4175	886
ENSG00000263573	70	0
ENSG00000288077	1222	33
ENSG00000241064	283	5
ENSG00000131373	3060	635
ENSG00000169814	17103	1507
ENSG00000206560	11276	2234
ENSG00000264354	74	2
ENSG00000279465	660	11
ENSG00000270409	1219	32
ENSG00000263740	295	691
ENSG00000287042	782	40
ENSG00000207815	79	6
ENSG00000224728	1525	254
ENSG00000286689	1110	92
ENSG00000131386	6401	185
ENSG00000285654	722	0
ENSG00000154813	4476	248
ENSG00000154814	6095	337
ENSG00000270739	1092	12
ENSG00000131378	4769	2406
ENSG00000271964	549	25
ENSG00000272498	564	21
ENSG00000272529	551	9
ENSG00000287377	1067	9
ENSG00000288050	1886	5
ENSG00000233570	3560	4
ENSG00000269391	758	1
ENSG00000092345	3555	1
ENSG00000229271	411	1
ENSG00000224039	1458	2
ENSG00000154822	5160	182
ENSG00000283885	65	0
ENSG00000226441	311	7
ENSG00000285731	1360	9
ENSG00000131374	11269	1807
ENSG00000231780	306	1
ENSG00000227309	361	65
ENSG00000271841	63	0
ENSG00000233133	176	41
ENSG00000286352	465	2
ENSG00000213383	870	33
ENSG00000214286	715	13
ENSG00000226238	458	0
ENSG00000274840	339	1
ENSG00000182568	13419	463
ENSG00000272477	956	0
ENSG00000228956	13505	40
ENSG00000236570	1227	18
ENSG00000251761	107	0
ENSG00000183960	6088	44
ENSG00000271898	84	0
ENSG00000287069	3279	4
ENSG00000163576	4163	23
ENSG00000232953	1928	8
ENSG00000144566	3767	582
ENSG00000183977	2494	56
ENSG00000201545	123	6
ENSG00000230697	396	2
ENSG00000229468	155	4
ENSG00000114166	5211	201
ENSG00000266745	77	0
ENSG00000129810	3742	39
ENSG00000231304	6571	15
ENSG00000199577	106	0
ENSG00000261734	2314	10
ENSG00000206807	113	0
ENSG00000282987	2118	2
ENSG00000236380	772	0
ENSG00000151789	13400	205
ENSG00000225542	928	6
ENSG00000223351	648	0
ENSG00000132967	1111	3060
ENSG00000234723	418	0
ENSG00000271235	605	0
ENSG00000226183	644	0
ENSG00000231915	1760	1
ENSG00000215016	453	5
ENSG00000233153	798	0
ENSG00000182247	3241	322
ENSG00000206728	104	4
ENSG00000228171	249	20
ENSG00000252562	99	0
ENSG00000212269	104	1
ENSG00000223791	778	1
ENSG00000170142	3346	909
ENSG00000231395	518	38
ENSG00000197885	3473	158
ENSG00000174748	7141	11777
ENSG00000174738	5793	463
ENSG00000224074	3446	5
ENSG00000242109	849	0
ENSG00000151090	10968	1177
ENSG00000229756	360	4
ENSG00000224822	1754	72
ENSG00000228791	7661	25
ENSG00000272554	809	0
ENSG00000265028	74	0
ENSG00000233544	626	1
ENSG00000237838	584	1
ENSG00000244404	298	1
ENSG00000201713	120	1
ENSG00000077092	3697	117
ENSG00000213877	486	5
ENSG00000201962	109	0
ENSG00000229421	339	1
ENSG00000272166	64	0
ENSG00000077097	6044	2137
ENSG00000275227	181	6
ENSG00000283971	67	0
ENSG00000238225	228	2
ENSG00000151092	8273	521
ENSG00000213872	409	98
ENSG00000213871	746	13
ENSG00000151093	2476	349
ENSG00000230891	990	2
ENSG00000234158	701	0
ENSG00000237603	556	0
ENSG00000230465	958	2
ENSG00000225386	5776	3
ENSG00000179796	8920	25
ENSG00000163491	9582	1750
ENSG00000224237	203	26
ENSG00000207251	104	33
ENSG00000287348	1264	29
ENSG00000033867	9616	2276
ENSG00000227523	311	17
ENSG00000230807	371	5
ENSG00000201033	162	0
ENSG00000232167	42	0
ENSG00000238912	102	0
ENSG00000223968	255	0
ENSG00000271943	2157	183
ENSG00000232766	440	0
ENSG00000272282	1096	6
ENSG00000163508	3656	55
ENSG00000225548	4742	8
ENSG00000229243	2835	4
ENSG00000235493	2798	7
ENSG00000187118	10533	186
ENSG00000163512	6272	184
ENSG00000206559	4533	63
ENSG00000283563	3535	5
ENSG00000234048	482	2
ENSG00000230480	349	7
ENSG00000144642	18437	872
ENSG00000235904	5919	17
ENSG00000215004	1204	1
ENSG00000226216	371	18
ENSG00000203506	2303	49
ENSG00000227795	174	0
ENSG00000235593	554	9
ENSG00000287774	1111	3
ENSG00000199927	217	0
ENSG00000281710	216	0
ENSG00000227260	611	1
ENSG00000227549	1104	3
ENSG00000163513	6850	1372
ENSG00000224618	375	4
ENSG00000261468	1916	10
ENSG00000144644	7330	442
ENSG00000265376	84	0
ENSG00000213854	900	2
ENSG00000222983	133	1
ENSG00000230111	400	2
ENSG00000227339	2786	105
ENSG00000163527	5006	1581
ENSG00000144645	12093	685
ENSG00000232490	2307	20
ENSG00000223965	1386	57
ENSG00000197385	3379	186
ENSG00000235670	483	5
ENSG00000201701	128	0
ENSG00000252398	107	1
ENSG00000251590	834	1
ENSG00000152642	4697	1480
ENSG00000236732	472	37
ENSG00000237433	881	816
ENSG00000261572	1891	40
ENSG00000170293	1170	202
ENSG00000270377	172	10
ENSG00000234737	1291	375
ENSG00000153551	3724	1362
ENSG00000091317	3857	964
ENSG00000276147	107	0
ENSG00000213849	371	3
ENSG00000144635	6113	639
ENSG00000226955	341	0
ENSG00000231552	1000	23
ENSG00000237676	333	53
ENSG00000182973	4846	1200
ENSG00000251224	466	3
ENSG00000213842	992	43
ENSG00000227337	471	254
ENSG00000206557	8704	7
ENSG00000183813	3025	25
ENSG00000170266	4335	1311
ENSG00000223899	948	25
ENSG00000235424	288	3
ENSG00000188167	4311	84
ENSG00000275090	299	2
ENSG00000170275	6660	2828
ENSG00000272149	305	0
ENSG00000173705	4602	68
ENSG00000230119	96	1
ENSG00000153558	7644	1178
ENSG00000153560	9760	2269
ENSG00000252700	62	1
ENSG00000202175	116	1
ENSG00000163539	15214	2367
ENSG00000238008	224	18
ENSG00000228112	355	1
ENSG00000227707	333	0
ENSG00000271643	4524	161
ENSG00000170248	8819	3778
ENSG00000226320	7949	18
ENSG00000287981	2188	4
ENSG00000236452	555	8
ENSG00000227498	574	0
ENSG00000287641	713	2
ENSG00000235534	1214	0
ENSG00000228767	1445	97
ENSG00000212442	107	0
ENSG00000172995	10092	13
ENSG00000230830	542	0
ENSG00000207625	84	0
ENSG00000226489	333	0
ENSG00000236158	682	0
ENSG00000144681	4396	76
ENSG00000231382	1451	2
ENSG00000201315	330	0
ENSG00000163673	5574	7
ENSG00000230067	2179	117
ENSG00000279727	1344	14
ENSG00000281100	2008	45
ENSG00000168016	12174	2237
ENSG00000234073	546	2
ENSG00000210181	126	4
ENSG00000272334	556	16
ENSG00000236165	525	67
ENSG00000178567	8089	1699
ENSG00000076242	7970	2104
ENSG00000224858	492	2765
ENSG00000093167	10674	1541
ENSG00000206645	102	12
ENSG00000225558	445	25
ENSG00000199594	104	3
ENSG00000224080	447	74
ENSG00000271993	628	20
ENSG00000231449	463	6
ENSG00000271653	1210	10
ENSG00000270194	2389	88
ENSG00000144674	10737	7423
ENSG00000230409	906	345
ENSG00000222208	118	6
ENSG00000198590	8964	429
ENSG00000144668	8270	457
ENSG00000239105	63	0
ENSG00000235257	19054	710
ENSG00000235482	791	0
ENSG00000236411	525	17
ENSG00000144677	5876	2182
ENSG00000199075	77	3
ENSG00000136059	6476	1223
ENSG00000187091	4314	1361
ENSG00000200579	102	3
ENSG00000008226	8338	396
ENSG00000231668	637	2
ENSG00000060971	7106	4908
ENSG00000201965	103	0
ENSG00000172936	3989	3141
ENSG00000172939	6071	1491
ENSG00000172940	2997	82
ENSG00000237982	485	1
ENSG00000144671	3659	44
ENSG00000199514	107	0
ENSG00000230123	576	6
ENSG00000093217	6327	664
ENSG00000229589	2517	61
ENSG00000114739	15705	683
ENSG00000157036	5575	239
ENSG00000207512	102	0
ENSG00000230683	383	5
ENSG00000232439	524	6
ENSG00000183873	10028	87
ENSG00000185313	6734	7
ENSG00000231243	408	0
ENSG00000168356	10069	34
ENSG00000206708	107	1
ENSG00000114742	7473	1189
ENSG00000114745	6256	7250
ENSG00000168026	7677	1951
ENSG00000284158	61	1
ENSG00000144655	3230	4802
ENSG00000284669	4975	300
ENSG00000283849	1818	15
ENSG00000214305	251	1
ENSG00000287620	1251	63
ENSG00000168334	6467	6
ENSG00000287995	1792	1
ENSG00000215034	474	0
ENSG00000287958	2854	1
ENSG00000168329	3656	319
ENSG00000270367	1936	0
ENSG00000287780	764	3
ENSG00000179934	1484	11
ENSG00000228168	961	59
ENSG00000238267	476	0
ENSG00000223668	1378	1905
ENSG00000144659	2662	1378
ENSG00000168028	3909	23535
ENSG00000206760	151	0
ENSG00000202363	153	0
ENSG00000286996	1140	11
ENSG00000286781	1432	14
ENSG00000168314	9237	11
ENSG00000285885	1279	1
ENSG00000230757	774	2
ENSG00000170011	5868	268
ENSG00000201570	142	2
ENSG00000280739	19361	353
ENSG00000265327	300	4
ENSG00000202517	134	5
ENSG00000114784	1889	232
ENSG00000223797	6253	102
ENSG00000230274	565	5
ENSG00000168032	3586	130
ENSG00000188846	8626	8256
ENSG00000177873	5331	546
ENSG00000177842	3783	359
ENSG00000199906	113	17
ENSG00000172888	8943	2269
ENSG00000234067	894	2
ENSG00000226845	1288	23
ENSG00000226302	717	4
ENSG00000229072	273	51
ENSG00000231873	1140	11
ENSG00000234287	255	881
ENSG00000287415	1925	17
ENSG00000233096	670	1
ENSG00000233919	610	0
ENSG00000275256	196	0
ENSG00000168036	11759	8901
ENSG00000168038	6279	349
ENSG00000252409	166	1
ENSG00000222942	305	1
ENSG00000223513	245	29
ENSG00000251986	98	12
ENSG00000212145	143	2
ENSG00000234270	319	0
ENSG00000235339	715	1
ENSG00000182606	10799	5085
ENSG00000229339	514	1
ENSG00000234562	726	11
ENSG00000222872	126	5
ENSG00000187094	2063	1
ENSG00000281160	1402	0
ENSG00000231280	1691	0
ENSG00000229572	1780	2
ENSG00000157093	1018	2
ENSG00000235787	240	1
ENSG00000114812	7384	2352
ENSG00000232354	5197	488
ENSG00000093183	8159	1690
ENSG00000008324	1298	247
ENSG00000114857	17309	11811
ENSG00000230084	3103	57
ENSG00000114853	5494	1537
ENSG00000287629	4927	38
ENSG00000240203	303	0
ENSG00000157119	2499	4
ENSG00000285539	799	0
ENSG00000010282	2888	21
ENSG00000230970	1443	4
ENSG00000280571	5715	0
ENSG00000244607	7071	33
ENSG00000287417	1344	15
ENSG00000173811	2370	18
ENSG00000225611	897	5
ENSG00000181061	1675	556
ENSG00000235288	1956	11
ENSG00000144648	5460	64
ENSG00000273328	3933	22
ENSG00000273291	1654	182
ENSG00000240747	2917	10
ENSG00000180432	4174	16
ENSG00000236459	946	127
ENSG00000182983	6352	594
ENSG00000206552	2134	4
ENSG00000144649	4442	1071
ENSG00000232375	331	6
ENSG00000144647	2671	1833
ENSG00000227245	509	21
ENSG00000285766	701	17
ENSG00000163788	6981	856
ENSG00000241939	305	2
ENSG00000234617	2324	35
ENSG00000160746	5285	1330
ENSG00000251811	120	1
ENSG00000223916	515	24
ENSG00000011198	7539	637
ENSG00000235886	411	2
ENSG00000271192	548	0
ENSG00000272121	1069	1
ENSG00000252980	100	0
ENSG00000207954	99	1
ENSG00000280435	1670	33
ENSG00000261786	5067	115
ENSG00000173769	5334	6
ENSG00000271937	612	1
ENSG00000179152	8743	499
ENSG00000225873	1204	3
ENSG00000283036	1019	5
ENSG00000185219	18886	2495
ENSG00000178917	4480	209
ENSG00000214825	1062	1
ENSG00000277509	437	0
ENSG00000196345	4208	319
ENSG00000236869	456	22
ENSG00000144792	6513	179
ENSG00000214820	1089	147
ENSG00000186448	7995	580
ENSG00000233509	623	11
ENSG00000169981	2658	326
ENSG00000272077	1953	209
ENSG00000235805	1576	8
ENSG00000196653	3273	375
ENSG00000186446	3910	60
ENSG00000163807	5216	912
ENSG00000163808	5281	103
ENSG00000284498	94	0
ENSG00000169964	3071	1235
ENSG00000163810	5443	25
ENSG00000235845	569	1
ENSG00000163812	13405	3957
ENSG00000227123	502	32
ENSG00000075914	4429	727
ENSG00000163815	985	91
ENSG00000252410	115	1
ENSG00000163814	6508	1449
ENSG00000224094	402	1429
ENSG00000249992	1822	37
ENSG00000202268	212	0
ENSG00000011376	12407	1204
ENSG00000232455	575	11
ENSG00000144791	12676	1126
ENSG00000230530	4528	72
ENSG00000211456	7337	937
ENSG00000244357	296	28
ENSG00000279017	1025	2
ENSG00000163817	6653	78
ENSG00000163818	7180	505
ENSG00000285788	716	3
ENSG00000236930	474	3
ENSG00000173585	2807	0
ENSG00000201635	112	0
ENSG00000163820	8895	2086
ENSG00000172215	3775	93
ENSG00000173578	5403	31
ENSG00000226933	861	4
ENSG00000229515	1320	2
ENSG00000183625	3568	4
ENSG00000163823	2646	38
ENSG00000236736	1332	0
ENSG00000121807	3733	39
ENSG00000223552	656	5
ENSG00000160791	3672	108
ENSG00000121797	2991	25
ENSG00000283646	2951	19
ENSG00000012223	3989	1159
ENSG00000163825	837	1
ENSG00000163827	5634	48
ENSG00000268324	2297	12
ENSG00000241186	2489	9
ENSG00000283877	291	0
ENSG00000283473	1826	7
ENSG00000286570	654	1
ENSG00000251967	81	0
ENSG00000178038	9059	3304
ENSG00000181585	2159	24
ENSG00000206549	2960	58
ENSG00000283706	1332	0
ENSG00000261603	1015	31
ENSG00000188086	1290	4
ENSG00000284672	3128	20
ENSG00000286651	1670	37
ENSG00000238013	268	0
ENSG00000226074	1074	15
ENSG00000178055	1857	23
ENSG00000160808	2804	51
ENSG00000160801	2783	318
ENSG00000273682	129	17
ENSG00000160799	4754	1611
ENSG00000160796	12058	24329
ENSG00000236409	1728	133
ENSG00000181555	10099	4977
ENSG00000275940	176	22
ENSG00000227398	6987	359
ENSG00000088727	5850	470
ENSG00000239128	104	5
