GeneID	Length	third.sorted.bam
ENSG00000185420	5866	686
ENSG00000235096	696	46
ENSG00000226876	940	57
ENSG00000225222	427	3
ENSG00000202184	105	12
ENSG00000230184	361	31
ENSG00000207326	114	2
ENSG00000227728	1371	0
ENSG00000242042	964	0
ENSG00000230813	417	0
ENSG00000229112	280	0
ENSG00000162851	1784	245
ENSG00000162852	5933	471
ENSG00000225300	1960	44
ENSG00000228955	222	9
ENSG00000260698	2968	25
ENSG00000235021	522	5
ENSG00000143653	2141	471
ENSG00000228879	322	2
ENSG00000223519	3525	90
ENSG00000260855	3472	31
ENSG00000227953	4770	246
ENSG00000235386	105	72
ENSG00000252011	82	0
ENSG00000153207	9579	3920
ENSG00000135747	3197	37
ENSG00000197472	3756	132
ENSG00000236775	1256	6
ENSG00000277462	4197	254
ENSG00000215796	1231	5
ENSG00000228982	321	2
ENSG00000188295	1980	361
ENSG00000286747	864	38
ENSG00000221953	2258	133
ENSG00000226164	610	1
ENSG00000196418	4517	1028
ENSG00000224014	270	52
ENSG00000215795	1670	240
ENSG00000259865	1246	530
ENSG00000227671	2160	835
ENSG00000283881	94	0
ENSG00000252516	92	13
ENSG00000232347	706	0
ENSG00000214144	1941	3
ENSG00000235818	1090	1
ENSG00000197617	1239	12
ENSG00000202079	107	3
ENSG00000162714	10531	2066
ENSG00000286216	1100	33
ENSG00000287116	604	0
ENSG00000162711	4757	19
ENSG00000177535	6414	2
ENSG00000203664	1647	0
ENSG00000169224	4680	0
ENSG00000196242	8509	0
ENSG00000284824	4179	0
ENSG00000236817	894	0
ENSG00000177489	954	0
ENSG00000177476	930	0
ENSG00000283369	76	0
ENSG00000198452	3009	0
ENSG00000235749	3951	1
ENSG00000230411	955	0
ENSG00000197437	2568	0
ENSG00000169214	1762	0
ENSG00000239395	453	0
ENSG00000241128	1087	0
ENSG00000153230	945	0
ENSG00000221888	3980	0
ENSG00000228336	4888	1
ENSG00000196772	1367	2
ENSG00000232908	1017	1
ENSG00000230576	940	0
ENSG00000197591	969	0
ENSG00000162722	5170	8
ENSG00000238243	945	0
ENSG00000177462	1226	0
ENSG00000177275	1873	0
ENSG00000226191	1453	0
ENSG00000224830	687	0
ENSG00000279263	939	0
ENSG00000187080	1154	0
ENSG00000237492	913	0
ENSG00000224227	1023	0
ENSG00000199442	97	0
ENSG00000232215	940	0
ENSG00000197454	2429	0
ENSG00000200085	102	0
ENSG00000203663	4375	3
ENSG00000200982	102	0
ENSG00000198128	2929	0
ENSG00000197067	1114	1
ENSG00000196071	2019	0
ENSG00000177233	951	0
ENSG00000162727	939	0
ENSG00000198601	1229	0
ENSG00000228198	9933	2
ENSG00000171180	5934	4
ENSG00000177212	4132	1
ENSG00000177201	5722	1
ENSG00000177186	939	0
ENSG00000177174	939	0
ENSG00000196944	1047	0
ENSG00000198104	4670	0
ENSG00000175143	2224	0
ENSG00000227152	3733	0
ENSG00000196240	3530	0
ENSG00000196539	957	0
ENSG00000229255	967	0
ENSG00000203661	2525	0
ENSG00000271934	342	0
ENSG00000188558	6197	0
ENSG00000224521	2791	1
ENSG00000227102	319	0
ENSG00000182783	2637	0
ENSG00000183310	957	0
ENSG00000184022	3522	0
ENSG00000201602	109	0
ENSG00000271701	454	0
ENSG00000279301	3770	0
ENSG00000177151	2957	0
ENSG00000187701	1285	0
ENSG00000286015	2544	0
ENSG00000189181	1007	0
ENSG00000229703	923	0
ENSG00000276520	440	0
ENSG00000242529	209	0
ENSG00000259823	1162	0
ENSG00000229663	2158	1
ENSG00000175137	5724	2918
ENSG00000264500	67	0
ENSG00000171161	3741	2444
ENSG00000171163	3929	12713
ENSG00000227237	462	8
ENSG00000185220	3651	346
ENSG00000200495	106	0
ENSG00000233084	463	25
ENSG00000184731	4088	571
ENSG00000227061	5256	0
ENSG00000035115	11132	969
ENSG00000143727	4160	1266
ENSG00000189292	1986	2
ENSG00000228643	922	2
ENSG00000235779	3574	4
ENSG00000277997	548	0
ENSG00000233684	1505	0
ENSG00000236856	549	0
ENSG00000226277	2430	0
ENSG00000223985	609	0
ENSG00000284452	729	0
ENSG00000225942	660	1
ENSG00000233633	3573	0
ENSG00000151353	8469	553
ENSG00000233296	2924	2
ENSG00000280360	550	1
ENSG00000233970	571	0
ENSG00000227713	1478	0
ENSG00000272342	577	12
ENSG00000231173	256	1
ENSG00000223751	535	16
ENSG00000237667	8530	2
ENSG00000228799	1631	0
ENSG00000234796	589	0
ENSG00000235688	539	104
ENSG00000172554	4488	154
ENSG00000235403	432	12
ENSG00000236665	536	41
ENSG00000233553	850	0
ENSG00000231482	2569	216
ENSG00000115705	8453	793
ENSG00000228613	786	677
ENSG00000283766	762	295
ENSG00000203635	1641	1329
ENSG00000130508	11266	4486
ENSG00000186487	35151	4
ENSG00000284600	1722	0
ENSG00000232057	3403	0
ENSG00000225619	3244	0
ENSG00000234929	4713	0
ENSG00000287583	3383	0
ENSG00000237720	8783	0
ENSG00000227364	368	0
ENSG00000228391	578	0
ENSG00000234423	2415	7
ENSG00000236760	952	9
ENSG00000226649	435	6
ENSG00000032389	5775	689
ENSG00000224885	718	19
ENSG00000171853	9193	2655
ENSG00000225234	908	288
ENSG00000271868	473	7
ENSG00000182551	5350	1299
ENSG00000235078	974	30
ENSG00000242282	1532	0
ENSG00000286905	2773	13
ENSG00000171865	5945	900
ENSG00000234171	4377	163
ENSG00000287126	3700	120
ENSG00000171863	5529	3207
ENSG00000118004	2778	31
ENSG00000237370	693	1
ENSG00000188765	210	107
ENSG00000151360	2537	0
ENSG00000232718	961	0
ENSG00000224661	807	0
ENSG00000214866	2856	0
ENSG00000237401	6990	5
ENSG00000229550	607	0
ENSG00000231821	853	20
ENSG00000231532	3778	7
ENSG00000252238	84	0
ENSG00000207192	107	0
ENSG00000228585	395	0
ENSG00000232835	319	0
ENSG00000224128	468	0
ENSG00000230090	1115	14
ENSG00000176887	9002	1909
ENSG00000242540	2481	23
ENSG00000236106	2021	3
ENSG00000237266	1431	0
ENSG00000232044	22919	493
ENSG00000276733	71	1
ENSG00000234275	2550	0
ENSG00000227007	4209	0
ENSG00000226488	2169	0
ENSG00000231610	922	0
ENSG00000236172	9017	0
ENSG00000286851	1095	0
ENSG00000283394	67	0
ENSG00000205837	2202	4
ENSG00000225964	2749	14
ENSG00000134326	4302	106
ENSG00000134321	4722	173
ENSG00000271947	578	5
ENSG00000228203	5898	158
ENSG00000151692	6450	444
ENSG00000223884	2061	41
ENSG00000223145	318	6
ENSG00000272002	634	9
ENSG00000213774	315	13
ENSG00000229727	9787	5
ENSG00000221255	131	0
ENSG00000287119	3190	2
ENSG00000230515	469	0
ENSG00000235576	243	1
ENSG00000232979	139	0
ENSG00000229405	658	1
ENSG00000226506	882	0
ENSG00000235665	4409	0
ENSG00000286857	802	0
ENSG00000236790	22322	59
ENSG00000229740	1716	0
ENSG00000236008	13522	50
ENSG00000285591	3391	9
ENSG00000231083	565	0
ENSG00000225642	278	25
ENSG00000235092	7084	124
ENSG00000115738	2213	2136
ENSG00000134313	15361	2791
ENSG00000143797	8694	781
ENSG00000230886	607	0
ENSG00000223640	333	0
ENSG00000242136	817	2
ENSG00000261104	3273	17
ENSG00000244310	1218	2
ENSG00000240980	455	0
ENSG00000151693	7257	262
ENSG00000213772	337	32
ENSG00000119185	6678	1466
ENSG00000119203	3686	921
ENSG00000134330	5901	509
ENSG00000151694	10728	671
ENSG00000239300	568	58
ENSG00000271855	877	29
ENSG00000134308	2701	6520
ENSG00000207086	107	1
ENSG00000240687	2962	7
ENSG00000244260	2715	0
ENSG00000200034	141	0
ENSG00000240960	166	0
ENSG00000243491	1947	2
ENSG00000115750	3975	467
ENSG00000269973	3231	110
ENSG00000287305	975	4
ENSG00000134317	7952	1278
ENSG00000188525	2794	2
ENSG00000260476	1248	0
ENSG00000260077	1572	182
ENSG00000172059	4594	235
ENSG00000271787	446	0
ENSG00000205795	2847	64
ENSG00000233502	312	2
ENSG00000212558	115	0
ENSG00000171848	9155	685
ENSG00000206647	135	2
ENSG00000265418	58	0
ENSG00000264030	264	0
ENSG00000285872	1871	23
ENSG00000206898	134	7
ENSG00000115756	6237	2857
ENSG00000115758	2791	446
ENSG00000206633	136	1
ENSG00000257135	4696	19
ENSG00000115761	3836	757
ENSG00000234818	565	3
ENSG00000243819	1756	37
ENSG00000277446	294	0
ENSG00000236162	568	1
ENSG00000143882	3502	299
ENSG00000239053	64	0
ENSG00000272275	393	8
ENSG00000143870	4096	2291
ENSG00000238962	62	1
ENSG00000271952	959	0
ENSG00000232056	389	0
ENSG00000270488	277	0
ENSG00000162975	2292	80
ENSG00000226080	856	17
ENSG00000145063	4540	39
ENSG00000150873	7902	65
ENSG00000162976	2271	239
ENSG00000134318	10198	2643
ENSG00000207267	107	0
ENSG00000230154	917	88
ENSG00000226961	492	14
ENSG00000230952	1061	0
ENSG00000231403	626	0
ENSG00000224177	1986	3
ENSG00000285569	9356	18
ENSG00000169016	4067	344
ENSG00000196208	12432	355
ENSG00000201610	107	1
ENSG00000264010	73	0
ENSG00000251718	113	1
ENSG00000285626	119	0
ENSG00000202248	119	0
ENSG00000239899	275	66
ENSG00000169006	1600	3
ENSG00000230044	601	0
ENSG00000276411	596	0
ENSG00000134324	11861	1476
ENSG00000228496	1171	2
ENSG00000203643	1605	1
ENSG00000230790	561	2
ENSG00000265056	82	0
ENSG00000224184	8444	5
ENSG00000265172	54	0
ENSG00000238503	70	0
ENSG00000264089	72	0
ENSG00000207183	104	0
ENSG00000223360	399	0
ENSG00000286427	1796	1
ENSG00000261117	813	4
ENSG00000071575	4588	1209
ENSG00000264370	78	9
ENSG00000225649	5949	28
ENSG00000285876	2240	0
ENSG00000229370	455	0
ENSG00000230448	3848	7
ENSG00000227718	832	1
ENSG00000251859	104	0
ENSG00000237261	283	1
ENSG00000228505	346	0
ENSG00000162981	8365	1023
ENSG00000287291	2128	4
ENSG00000235127	467	0
ENSG00000151779	8947	767
ENSG00000229087	348	6
ENSG00000234022	409	0
ENSG00000079785	3833	1579
ENSG00000224194	568	4
ENSG00000231031	2223	0
ENSG00000237326	487	0
ENSG00000202160	117	0
ENSG00000214657	305	0
ENSG00000238371	104	0
ENSG00000233718	5100	48
ENSG00000223850	1039	0
ENSG00000134323	2616	880
ENSG00000243541	293	3
ENSG00000226764	516	0
ENSG00000236289	3755	66
ENSG00000236989	1262	9
ENSG00000271315	144	0
ENSG00000251704	93	0
ENSG00000226041	637	0
ENSG00000228876	5374	3
ENSG00000231266	415	0
ENSG00000285354	720	0
ENSG00000232444	740	0
ENSG00000224400	477	0
ENSG00000237633	1458	2
ENSG00000279663	4006	0
ENSG00000197872	5448	52
ENSG00000223536	2722	0
ENSG00000224604	950	0
ENSG00000237670	201	0
ENSG00000222842	300	0
ENSG00000214843	604	0
ENSG00000236348	1327	31
ENSG00000214842	3724	3
ENSG00000163032	3790	35
ENSG00000163029	9824	2378
ENSG00000178295	11832	534
ENSG00000151379	1339	2
ENSG00000170745	3128	942
ENSG00000212455	128	1
ENSG00000287881	3223	2
ENSG00000287849	606	1
ENSG00000260331	819	7
ENSG00000240857	1586	412
ENSG00000250741	2150	0
ENSG00000185013	3987	12
ENSG00000207170	102	1
ENSG00000224626	368	1
ENSG00000287284	1264	18
ENSG00000236204	3043	33
ENSG00000266738	77	0
ENSG00000143867	5279	16
ENSG00000234597	1709	11
ENSG00000237992	3059	21
ENSG00000235911	443	1
ENSG00000213403	327	0
ENSG00000228784	6491	48
ENSG00000183891	1995	83
ENSG00000271991	545	1
ENSG00000118965	7836	418
ENSG00000227210	3852	11
ENSG00000132031	3151	23
ENSG00000068697	1546	2860
ENSG00000223734	573	2
ENSG00000234378	746	5
ENSG00000213729	440	2
ENSG00000266059	294	0
ENSG00000200763	105	0
ENSG00000115884	3613	13751
ENSG00000235411	1155	55
ENSG00000238735	62	0
ENSG00000055917	6978	2222
ENSG00000232800	1363	1
ENSG00000212171	98	0
ENSG00000143878	2367	15239
ENSG00000228950	308	1
ENSG00000200829	112	0
ENSG00000227047	686	0
ENSG00000279307	510	24
ENSG00000118960	14625	1360
ENSG00000269976	439	1
ENSG00000231948	600	1
ENSG00000233416	375	2
ENSG00000143869	9267	18
ENSG00000270100	679	0
ENSG00000118961	4433	481
ENSG00000236436	1498	0
ENSG00000261012	1605	0
ENSG00000084674	14828	5
ENSG00000280390	675	0
ENSG00000287956	901	0
ENSG00000218819	7180	2
ENSG00000271629	379	0
ENSG00000233005	1018	0
ENSG00000231204	3326	3
ENSG00000270654	363	0
ENSG00000235537	1873	0
ENSG00000228538	1540	0
ENSG00000229621	2299	0
ENSG00000264192	296	0
ENSG00000228999	7106	3
ENSG00000223691	1978	0
ENSG00000234189	192	0
ENSG00000206882	118	0
ENSG00000234207	569	0
ENSG00000233587	2237	0
ENSG00000222616	333	0
ENSG00000232451	1765	1
ENSG00000223530	525	0
ENSG00000233714	892	0
ENSG00000223634	533	0
ENSG00000235497	751	0
ENSG00000119771	11109	314
ENSG00000224361	584	0
ENSG00000279526	1489	0
ENSG00000283031	2814	50
ENSG00000119778	10501	910
ENSG00000224464	747	33
ENSG00000238111	457	24
ENSG00000173960	6838	562
ENSG00000234946	506	33
ENSG00000243847	291	2
ENSG00000205639	4522	110
ENSG00000163026	3870	97
ENSG00000222940	104	1
ENSG00000119782	1677	7
ENSG00000115128	1125	503
ENSG00000219626	4927	189
ENSG00000115129	2312	1299
ENSG00000176732	1605	18
ENSG00000276087	2400	0
ENSG00000232642	1190	5
ENSG00000186453	2281	1
ENSG00000223754	543	5
ENSG00000198399	12022	1444
ENSG00000242628	5043	41
ENSG00000251805	128	2
ENSG00000232963	273	6
ENSG00000233747	317	37
ENSG00000286829	2442	0
ENSG00000084676	8633	2334
ENSG00000202430	109	1
ENSG00000206732	107	6
ENSG00000184924	1917	165
ENSG00000138092	5518	413
ENSG00000138031	6058	331
ENSG00000271936	1108	44
ENSG00000115137	5624	152
ENSG00000237953	267	12
ENSG00000202479	90	3
ENSG00000224165	5787	19
ENSG00000286645	1808	11
ENSG00000207069	102	2
ENSG00000084710	10643	1098
ENSG00000276653	298	11
ENSG00000229593	1357	9
ENSG00000115138	1538	4
ENSG00000230452	466	0
ENSG00000119772	12020	4157
ENSG00000221445	82	3
ENSG00000235072	1809	36
ENSG00000138101	7146	1267
ENSG00000224220	414	38
ENSG00000201160	113	0
ENSG00000143970	13230	665
ENSG00000187536	732	10
ENSG00000217643	482	15
ENSG00000218682	506	14
ENSG00000217718	243	0
ENSG00000084731	6401	1324
ENSG00000237629	288	1
ENSG00000268412	372	76
ENSG00000084733	3654	2242
ENSG00000199872	107	17
ENSG00000235440	820	30
ENSG00000231655	352	13
ENSG00000214465	1216	74
ENSG00000227133	434	2
ENSG00000237951	499	2
ENSG00000157833	5942	116
ENSG00000084754	4331	2576
ENSG00000138029	4277	1480
ENSG00000286707	2782	23
ENSG00000173567	5761	49
ENSG00000138018	8552	811
ENSG00000157856	3044	7
ENSG00000115155	7943	33
ENSG00000173557	2504	127
ENSG00000157884	1044	3
ENSG00000225378	567	0
ENSG00000225024	292	0
ENSG00000171303	6223	77
ENSG00000213699	3902	2707
ENSG00000115163	1949	93
ENSG00000145835	352	1
ENSG00000157851	7048	28
ENSG00000230286	306	2
ENSG00000084764	3628	1000
ENSG00000205500	2563	40
ENSG00000119777	4909	6960
ENSG00000084693	5283	593
ENSG00000231636	407	5
ENSG00000272056	659	4
ENSG00000229122	339	27
ENSG00000272148	480	40
ENSG00000228474	600	1125
ENSG00000138080	3905	2845
ENSG00000138030	3050	83
ENSG00000138028	4052	481
ENSG00000143994	4630	104
ENSG00000138073	3212	1849
ENSG00000186143	2008	0
ENSG00000163792	5123	3
ENSG00000236099	263	4
ENSG00000138074	5588	9071
ENSG00000138085	2019	1781
ENSG00000084774	8443	5594
ENSG00000115194	5766	34
ENSG00000163793	2338	1
ENSG00000138100	2727	1
ENSG00000163794	795	74
ENSG00000115204	5625	2690
ENSG00000115207	5839	2966
ENSG00000234945	3324	109
ENSG00000234072	3412	536
ENSG00000115211	5312	2259
ENSG00000115234	3767	1949
ENSG00000163795	2370	2501
ENSG00000115241	3995	4817
ENSG00000213453	584	763
ENSG00000115216	5329	4689
ENSG00000157992	1403	570
ENSG00000138002	8395	1876
ENSG00000235267	397	6
ENSG00000200003	102	5
ENSG00000115226	1937	90
ENSG00000084734	3149	3
ENSG00000221843	16402	21
ENSG00000243943	4400	504
ENSG00000259080	1741	0
ENSG00000176714	2844	63
ENSG00000198522	3749	556
ENSG00000206731	127	1
ENSG00000119760	5312	1253
ENSG00000163798	5207	978
ENSG00000205334	2860	6
ENSG00000243147	1532	58
ENSG00000171174	3153	81
ENSG00000158019	3392	388
ENSG00000270846	1080	4
ENSG00000265321	83	2
ENSG00000270528	706	10
ENSG00000277035	178	48
ENSG00000223522	3201	83
ENSG00000225991	410	0
ENSG00000229951	3001	6
ENSG00000075426	7162	1883
ENSG00000270640	296	5
ENSG00000270210	775	8
ENSG00000227938	849	0
ENSG00000163803	8603	70
ENSG00000242915	106	0
ENSG00000230730	581	1
ENSG00000222232	108	0
ENSG00000226833	6346	64
ENSG00000213639	5760	2703
ENSG00000163806	3483	89
ENSG00000273233	426	1
ENSG00000171103	2064	186
ENSG00000163811	4103	830
ENSG00000264994	85	1
ENSG00000265145	78	0
ENSG00000222224	98	1
ENSG00000265706	78	2
ENSG00000189350	19816	36
ENSG00000200283	108	0
ENSG00000179270	7532	0
ENSG00000229224	975	0
ENSG00000115295	7781	53
ENSG00000171094	7382	10
ENSG00000286963	733	0
ENSG00000242699	297	0
ENSG00000288553	608	1
ENSG00000230737	691	0
ENSG00000197644	200	0
ENSG00000233862	4218	7
ENSG00000225943	435	0
ENSG00000119801	3421	787
ENSG00000207187	133	2
ENSG00000231712	276	0
ENSG00000213626	4532	597
ENSG00000287658	1071	1
ENSG00000235997	4650	4
ENSG00000280154	177	0
ENSG00000172954	7517	427
ENSG00000278908	2134	15
ENSG00000162949	5191	1303
ENSG00000230118	258	39
ENSG00000285984	805	6
ENSG00000158089	4344	493
ENSG00000234579	368	1
ENSG00000214711	3984	67
ENSG00000201671	99	0
ENSG00000013016	4825	418
ENSG00000213620	531	3
ENSG00000158125	6064	1173
ENSG00000277893	4519	7
ENSG00000228563	646	0
ENSG00000270422	482	0
ENSG00000223647	418	1
ENSG00000237007	846	64
ENSG00000242272	405	10
ENSG00000273165	448	7
ENSG00000162959	5220	353
ENSG00000162961	2725	590
ENSG00000271228	308	16
ENSG00000021574	9490	357
ENSG00000272716	712	11
ENSG00000152683	5410	424
ENSG00000229816	2400	48
ENSG00000201113	107	2
ENSG00000091106	3788	35
ENSG00000119820	12239	1915
ENSG00000272754	1365	28
ENSG00000115760	17858	3379
ENSG00000230046	697	6
ENSG00000276334	1621	137
ENSG00000276517	3004	182
ENSG00000207653	94	5
ENSG00000274159	366	7
ENSG00000279897	1066	68
ENSG00000279544	3109	71
ENSG00000018699	3443	292
ENSG00000265057	77	0
ENSG00000230876	5572	12
ENSG00000236854	2141	18
ENSG00000206951	113	0
ENSG00000049323	7348	1013
ENSG00000223951	258	0
ENSG00000285577	1912	9
ENSG00000212204	119	0
ENSG00000252246	110	10
ENSG00000283591	49	0
ENSG00000152689	10749	277
ENSG00000237133	338	5
ENSG00000119812	4919	770
ENSG00000286415	2407	2
ENSG00000238038	246	4
ENSG00000187999	924	39
ENSG00000228262	10109	4
ENSG00000239649	2528	0
ENSG00000235064	897	3
ENSG00000237790	597	0
ENSG00000285754	3389	0
ENSG00000272027	912	1
ENSG00000232153	1197	1
ENSG00000226994	4753	0
ENSG00000264352	324	5
ENSG00000237320	499	0
ENSG00000196085	228	0
ENSG00000288535	4039	0
ENSG00000265301	82	0
ENSG00000207255	104	0
ENSG00000229013	126	0
ENSG00000234587	384	0
ENSG00000233752	443	1
ENSG00000260025	366	20
ENSG00000150938	7270	750
ENSG00000273090	478	1
ENSG00000171055	8938	1029
ENSG00000270677	620	0
ENSG00000205221	3710	135
ENSG00000115808	14351	602
ENSG00000279519	2618	0
ENSG00000252756	98	17
ENSG00000008869	8238	1415
ENSG00000152133	4040	424
ENSG00000055332	10753	3323
ENSG00000224891	775	2
ENSG00000138068	1325	1
ENSG00000233159	356	0
ENSG00000218739	4700	828
ENSG00000115816	3512	1083
ENSG00000272054	3803	174
ENSG00000003509	3651	246
ENSG00000115825	10244	324
ENSG00000232028	504	0
ENSG00000207364	107	0
ENSG00000285925	841	1
ENSG00000115828	2676	104
ENSG00000253078	99	0
ENSG00000287316	1093	1
ENSG00000236213	1743	4
ENSG00000163171	9964	1079
ENSG00000236572	384	0
ENSG00000225402	1047	8
ENSG00000237803	3806	2
ENSG00000115841	6031	82
ENSG00000235848	3282	10
ENSG00000138061	5985	679
ENSG00000232973	10511	69
ENSG00000280276	1947	4
ENSG00000229160	351	1
ENSG00000199603	107	0
ENSG00000273006	282	1
ENSG00000227292	622	0
ENSG00000227770	750	9
ENSG00000213594	1001	3
ENSG00000119787	5810	1124
ENSG00000231367	5386	26
ENSG00000287313	1188	0
ENSG00000235009	380	0
ENSG00000213553	954	3396
ENSG00000271443	880	0
ENSG00000143889	5932	569
ENSG00000235586	233	7
ENSG00000143891	2616	463
ENSG00000232518	1086	6
ENSG00000115875	4045	1797
ENSG00000152147	4363	292
ENSG00000227238	1688	0
ENSG00000232114	530	0
ENSG00000163214	7985	1040
ENSG00000223922	1223	96
ENSG00000225284	550	1
ENSG00000188010	1364	196
ENSG00000207295	107	0
ENSG00000214694	5529	15
ENSG00000265905	283	8
ENSG00000269210	1056	2
ENSG00000115904	9061	1546
ENSG00000229692	1254	34
ENSG00000206985	104	2
ENSG00000225900	297	8
ENSG00000202309	102	0
ENSG00000205111	2074	12
ENSG00000011566	6056	924
ENSG00000252473	135	59
ENSG00000273035	477	47
ENSG00000231312	12609	285
ENSG00000152154	2472	27
ENSG00000138050	3823	417
ENSG00000227028	8475	27
ENSG00000235653	889	0
ENSG00000183023	21922	75
ENSG00000287255	798	1
ENSG00000285898	2467	2
ENSG00000287468	511	0
ENSG00000233128	781	0
ENSG00000237442	1271	22
ENSG00000287145	2260	3
ENSG00000236090	1008	30
ENSG00000236533	399	2
ENSG00000207218	102	0
ENSG00000214691	5084	21
ENSG00000223245	118	0
ENSG00000234362	1084	3
ENSG00000205086	4356	9
ENSG00000226398	346	6
ENSG00000162878	3913	1526
ENSG00000224875	947	3
ENSG00000143924	8354	3777
ENSG00000115944	5605	499
ENSG00000221300	60	0
ENSG00000171126	3709	11
ENSG00000232526	859	5
ENSG00000236913	450	5
ENSG00000057935	10580	2535
ENSG00000273913	282	4
ENSG00000215263	379	2
ENSG00000226523	192	8
ENSG00000200550	108	2
ENSG00000162881	1781	164
ENSG00000162882	2726	289
ENSG00000226491	861	1
ENSG00000232202	980	20
ENSG00000224739	237	0
ENSG00000231826	4164	30
ENSG00000233978	569	0
ENSG00000207087	107	3
ENSG00000230587	3092	38
ENSG00000286796	2460	7
ENSG00000287387	2633	15
ENSG00000152518	3693	1099
ENSG00000279873	1646	20
ENSG00000234936	398	17
ENSG00000115970	14220	1230
ENSG00000252804	106	0
ENSG00000264071	282	0
ENSG00000207411	107	0
ENSG00000152527	9848	150
ENSG00000223658	1279	0
ENSG00000229695	1158	0
ENSG00000252490	231	0
ENSG00000138036	4618	347
ENSG00000138075	3720	3
ENSG00000143921	10179	25
ENSG00000138095	10028	1997
ENSG00000200924	107	4
ENSG00000264047	282	0
ENSG00000219391	261	8
ENSG00000252599	107	0
ENSG00000224637	678	1
ENSG00000273106	1235	1
ENSG00000138032	7105	500
ENSG00000285542	3333	0
ENSG00000226972	486	166
ENSG00000138079	6541	9
ENSG00000138078	8156	980
ENSG00000143919	3994	267
ENSG00000259439	3872	35
ENSG00000278957	483	0
ENSG00000274520	87	0
ENSG00000277311	217	1
ENSG00000276229	75	0
ENSG00000277809	324	1
ENSG00000276048	271	2
ENSG00000274547	196	0
ENSG00000276670	201	0
ENSG00000236502	1151	0
ENSG00000138083	2713	11
ENSG00000225156	2685	0
ENSG00000231848	461	41
ENSG00000170577	2206	417
ENSG00000231156	367	4
ENSG00000205054	4867	14
ENSG00000231054	553	1
ENSG00000286728	2647	4
ENSG00000286519	1268	15
ENSG00000068784	5045	393
ENSG00000239396	294	1
ENSG00000171132	9978	238
ENSG00000228481	374	3
ENSG00000233829	368	0
ENSG00000232696	464	18
ENSG00000231336	364	0
ENSG00000233335	318	0
ENSG00000278764	282	0
ENSG00000116016	7291	2152
ENSG00000228100	1266	0
ENSG00000187600	1483	0
ENSG00000284608	545	0
ENSG00000241791	288	0
ENSG00000284701	680	0
ENSG00000250565	5303	565
ENSG00000253515	399	2
ENSG00000119729	6424	1701
ENSG00000250116	1519	114
ENSG00000151665	4914	113
ENSG00000119878	6931	255
ENSG00000279254	1909	12
ENSG00000222005	3360	19
ENSG00000171150	7490	321
ENSG00000239332	4070	25
ENSG00000226548	652	1
ENSG00000228925	1835	97
ENSG00000180398	5942	893
ENSG00000068724	7180	1166
ENSG00000272814	274	0
ENSG00000233845	504	13
ENSG00000239605	3203	13
ENSG00000273269	983	0
ENSG00000225187	860	22
ENSG00000143933	7114	6581
ENSG00000234690	3594	53
ENSG00000226087	2351	38
ENSG00000236824	200	14
ENSG00000119888	2430	5139
ENSG00000222685	273	3
ENSG00000207923	96	9
ENSG00000277396	262	1
ENSG00000095002	13674	701
ENSG00000184261	14022	23
ENSG00000235760	1295	12
ENSG00000230979	531	1974
ENSG00000116062	10955	1007
ENSG00000224443	395	0
ENSG00000224058	634	1
ENSG00000283502	87	0
ENSG00000138081	7779	794
ENSG00000235369	266	6
ENSG00000236549	455	57
ENSG00000233230	856	16
ENSG00000230773	8057	6
ENSG00000226473	481	0
ENSG00000275423	902	0
ENSG00000201010	325	0
ENSG00000170802	5482	191
ENSG00000251889	140	0
ENSG00000272663	555	14
ENSG00000162869	3998	537
ENSG00000202227	103	12
ENSG00000243244	7709	79
ENSG00000068781	4294	0
ENSG00000242441	2052	1
ENSG00000279956	2103	1
ENSG00000239995	498	0
ENSG00000138039	5000	1
ENSG00000232285	294	0
ENSG00000282890	2698	2
ENSG00000214602	1264	5
ENSG00000170820	3160	2
ENSG00000212036	56	0
ENSG00000282998	2096	3
ENSG00000206915	106	0
ENSG00000282828	687	0
ENSG00000234253	741	9
ENSG00000212580	119	0
ENSG00000179915	24322	17
ENSG00000285548	1217	0
ENSG00000230327	726	2
ENSG00000283058	895	0
ENSG00000216191	91	0
ENSG00000238165	237	34
ENSG00000286412	1852	2
ENSG00000231918	3939	1
ENSG00000287867	6246	0
ENSG00000224344	426	0
ENSG00000223710	145	0
ENSG00000230840	142	0
ENSG00000226366	481	0
ENSG00000287344	2185	0
ENSG00000236538	417	1
ENSG00000202195	102	0
ENSG00000225444	712	0
ENSG00000225842	339	0
ENSG00000236837	639	0
ENSG00000204993	1875	12
ENSG00000233083	320	0
ENSG00000264975	94	0
ENSG00000228033	839	0
ENSG00000232604	333	1
ENSG00000232668	213	3
ENSG00000251942	183	0
ENSG00000223897	137	0
ENSG00000115239	6735	343
ENSG00000207456	107	1
ENSG00000143942	1309	53
ENSG00000068912	2592	1848
ENSG00000265452	84	11
ENSG00000119737	2094	170
ENSG00000068878	10392	2939
ENSG00000170634	4964	228
ENSG00000235937	412	3
ENSG00000233266	427	9
ENSG00000241114	307	0
ENSG00000272156	732	12
ENSG00000252934	64	0
ENSG00000178021	3052	34
ENSG00000177994	2738	0
ENSG00000115306	18473	3439
ENSG00000228108	536	0
ENSG00000237887	459	6
ENSG00000234943	377	5
ENSG00000238018	1236	10
ENSG00000214595	16317	156
ENSG00000231334	601	1
ENSG00000285519	562	8
ENSG00000252507	64	0
