GeneID	Length	first.sorted.bam
ENSG00000079150	14937	115
ENSG00000116095	36007	283
ENSG00000237298	258781	26
ENSG00000155657	304814	105
ENSG00000270956	675	0
ENSG00000270277	1798	0
ENSG00000279598	4406	0
ENSG00000271011	520	0
ENSG00000270574	2117	0
ENSG00000271141	543	0
ENSG00000271401	463	0
ENSG00000267784	3590	0
ENSG00000287149	179459	0
ENSG00000163492	220330	85
ENSG00000238542	79	0
ENSG00000231541	1005	0
ENSG00000187231	163155	999
ENSG00000237477	11877	17
ENSG00000237964	1148	2
ENSG00000144331	419631	588
ENSG00000213126	425	0
ENSG00000221240	73	0
ENSG00000280636	138	0
ENSG00000202216	126	0
ENSG00000163510	62422	678
ENSG00000270289	283	1
ENSG00000225258	120743	320
ENSG00000281131	224836	976
ENSG00000279559	307	0
ENSG00000226564	548	0
ENSG00000236667	469	0
ENSG00000170035	109338	723
ENSG00000236153	664	0
ENSG00000238171	29918	9
ENSG00000234663	323246	541
ENSG00000266705	60	0
ENSG00000226681	3596	4
ENSG00000115232	81739	193
ENSG00000188452	143994	174
ENSG00000162992	7789	0
ENSG00000234595	2595	0
ENSG00000225570	3036	2
ENSG00000223873	459	6
ENSG00000221023	110	0
ENSG00000260742	3813	6
ENSG00000138434	39009	307
ENSG00000150722	177158	261
ENSG00000213958	1267	0
ENSG00000222418	84	0
ENSG00000115252	383157	669
ENSG00000287536	4069	0
ENSG00000242121	261	0
ENSG00000077232	78424	875
ENSG00000232430	338	0
ENSG00000212404	98	0
ENSG00000162998	33363	107
ENSG00000207178	107	0
ENSG00000061676	129744	1848
ENSG00000202141	113	0
ENSG00000221498	112	0
ENSG00000231203	1447	335
ENSG00000162999	21450	5
ENSG00000224643	25115	25
ENSG00000163002	44168	309
ENSG00000272800	36609	293
ENSG00000287621	241850	636
ENSG00000213120	405	0
ENSG00000177855	678	61
ENSG00000286879	4198	5
ENSG00000234172	44584	93
ENSG00000286807	4893	6
ENSG00000286152	138107	173
ENSG00000286980	178498	242
ENSG00000266808	70	0
ENSG00000283839	5432	3
ENSG00000170396	340964	740
ENSG00000237824	452	0
ENSG00000286797	80546	90
ENSG00000225406	684	20
ENSG00000231646	147778	111
ENSG00000212581	133	0
ENSG00000226747	20606	0
ENSG00000188738	94487	199
ENSG00000287129	2703	29
ENSG00000224019	477	24
ENSG00000237877	389549	3587
ENSG00000226410	297	0
ENSG00000232568	501	0
ENSG00000259915	2204	0
ENSG00000227692	531	0
ENSG00000065548	23109	1490
ENSG00000224323	460	0
ENSG00000138448	90846	436
ENSG00000227227	53949	23
ENSG00000144369	71900	236
ENSG00000163012	21734	21
ENSG00000226553	1502	9
ENSG00000224063	553069	407
ENSG00000222845	300	0
ENSG00000199626	107	0
ENSG00000064989	106497	0
ENSG00000231739	267	0
ENSG00000003436	101531	73
ENSG00000231689	671498	708
ENSG00000235616	1109	0
ENSG00000213115	1194	0
ENSG00000200650	113	0
ENSG00000144366	304263	664
ENSG00000207951	97	0
ENSG00000223523	240655	247
ENSG00000174325	56367	0
ENSG00000168542	38374	2548
ENSG00000221502	70	0
ENSG00000283238	69	0
ENSG00000284180	63	0
ENSG00000204262	193415	1240
ENSG00000228073	1096	0
ENSG00000264725	76	0
ENSG00000213601	705	29
ENSG00000115368	34107	753
ENSG00000233996	1513	5
ENSG00000287418	3034	2
ENSG00000138449	23169	241
ENSG00000276828	817	1
ENSG00000138381	9447	58
ENSG00000286053	4986	0
ENSG00000286165	6363	0
ENSG00000151687	86904	816
ENSG00000128694	16568	11
ENSG00000253559	2853	9
ENSG00000273240	598	0
ENSG00000128699	14098	314
ENSG00000064933	93545	761
ENSG00000187699	323876	2162
ENSG00000223824	505	0
ENSG00000204253	881	0
ENSG00000213110	734	0
ENSG00000138379	7030	0
ENSG00000198130	154459	2083
ENSG00000151689	28096	87
ENSG00000151690	100851	2313
ENSG00000272979	430	0
ENSG00000189362	30385	88
ENSG00000233654	34922	151
ENSG00000251935	217	0
ENSG00000284052	42181	75
ENSG00000138386	46021	115
ENSG00000228509	31773	18
ENSG00000235852	1263	0
ENSG00000115419	84732	116
ENSG00000115415	112501	2264
ENSG00000229023	929	0
ENSG00000230686	1126	0
ENSG00000231858	10789	10
ENSG00000138378	122021	292
ENSG00000288064	19888	0
ENSG00000207402	107	0
ENSG00000280083	1953	0
ENSG00000230611	603	0
ENSG00000227542	17008	47
ENSG00000128641	180205	1196
ENSG00000252130	107	0
ENSG00000173559	63030	416
ENSG00000274845	182	0
ENSG00000288582	7670	0
ENSG00000225884	27461	28
ENSG00000168497	12779	48
ENSG00000233766	197987	77
ENSG00000213946	1024	0
ENSG00000144339	245891	124
ENSG00000229395	15788	13
ENSG00000232227	1286	0
ENSG00000227418	27055	22
ENSG00000226242	335	0
ENSG00000278406	131	0
ENSG00000286358	2062	16
ENSG00000232658	1275	2
ENSG00000235218	947	7
ENSG00000224219	135	0
ENSG00000286868	1261	1
ENSG00000260142	1028	1
ENSG00000224670	246	1
ENSG00000215043	913	0
ENSG00000236695	931	2
ENSG00000225539	232389	452
ENSG00000225394	562	0
ENSG00000286539	24221	22
ENSG00000276123	300	0
ENSG00000252517	68	0
ENSG00000230173	30841	41
ENSG00000235056	22660	13
ENSG00000224099	33296	2
ENSG00000271893	63922	28
ENSG00000202206	107	0
ENSG00000223466	7343	3
ENSG00000234919	3343	3
ENSG00000196950	161726	1176
ENSG00000213107	1238	0
ENSG00000201813	103	0
ENSG00000118997	331135	1774
ENSG00000203435	1422	0
ENSG00000227878	652	0
ENSG00000081320	42921	355
ENSG00000272211	3619	0
ENSG00000138411	404586	1114
ENSG00000229056	4181	0
ENSG00000276200	299	0
ENSG00000282836	1076	0
ENSG00000144395	123937	935
ENSG00000252923	183	0
ENSG00000119041	36691	419
ENSG00000187944	5862	6
ENSG00000280176	216	4
ENSG00000197121	94793	382
ENSG00000065413	344157	2112
ENSG00000225636	1026	0
ENSG00000224442	1433	0
ENSG00000231621	1283	0
ENSG00000236977	51662	0
ENSG00000230482	425	0
ENSG00000225979	1348	0
ENSG00000213104	1192	58
ENSG00000115524	46565	2454
ENSG00000202434	137	0
ENSG00000206836	107	2
ENSG00000115520	21886	510
ENSG00000144381	30154	2729
ENSG00000115541	3310	0
ENSG00000270757	50314	2
ENSG00000115540	38129	113
ENSG00000231699	163	0
ENSG00000162944	107822	815
ENSG00000287858	1134	0
ENSG00000222017	81718	325
ENSG00000247626	3027	0
ENSG00000152430	59884	10
ENSG00000115896	767989	1039
ENSG00000286020	18904	0
ENSG00000237035	3720	0
ENSG00000236653	76215	0
ENSG00000225421	279115	288
ENSG00000231557	189219	266
ENSG00000230407	1505	0
ENSG00000238698	62	0
ENSG00000119042	201767	187
ENSG00000257045	4053	0
ENSG00000225953	19236	8
ENSG00000238217	142274	483
ENSG00000213938	1179	0
ENSG00000226124	90630	609
ENSG00000232732	43764	103
ENSG00000227004	207	0
ENSG00000240302	297	0
ENSG00000178074	44643	264
ENSG00000162971	26824	0
ENSG00000162972	53224	253
ENSG00000287027	13156	16
ENSG00000196141	176384	734
ENSG00000201649	95	0
ENSG00000287299	87353	0
ENSG00000155729	30827	240
ENSG00000163535	74089	1259
ENSG00000138356	91051	154
ENSG00000244301	55877	39
ENSG00000284084	52318	1
ENSG00000237166	23652	0
ENSG00000243478	55632	39
ENSG00000201737	167	0
ENSG00000230408	31676	43
ENSG00000082153	16745	796
ENSG00000207116	108	3
ENSG00000224346	1222	4
ENSG00000223092	107	0
ENSG00000013441	11736	1132
ENSG00000252759	96	0
ENSG00000240344	18397	371
ENSG00000201499	107	0
ENSG00000196290	14612	273
ENSG00000252916	102	0
ENSG00000115942	54704	1988
ENSG00000183308	45840	254
ENSG00000155744	97954	900
ENSG00000225695	963	0
ENSG00000226658	501	0
ENSG00000119013	14318	161
ENSG00000252148	103	0
ENSG00000273975	348	2
ENSG00000232719	1755	7
ENSG00000224672	869	0
ENSG00000003402	60534	2361
ENSG00000232133	2512	0
ENSG00000226312	17546	0
ENSG00000238829	63	0
ENSG00000235579	197	0
ENSG00000234431	582	0
ENSG00000003400	46509	125
ENSG00000227348	799	0
ENSG00000225796	1363	0
ENSG00000235318	298	0
ENSG00000064012	54269	1837
ENSG00000155749	69128	533
ENSG00000115993	74294	197
ENSG00000082146	92989	199
ENSG00000213090	2765	0
ENSG00000202008	92	0
ENSG00000155754	131758	635
ENSG00000234842	677	0
ENSG00000224299	526	0
ENSG00000227736	754	0
ENSG00000224590	344	0
ENSG00000234731	295	0
ENSG00000249177	1668	0
ENSG00000227841	1374	0
ENSG00000155755	23387	121
ENSG00000241790	1785	0
ENSG00000287133	2593	3
ENSG00000082126	53825	81
ENSG00000222972	105	0
ENSG00000003393	80690	534
ENSG00000230799	837	0
ENSG00000138395	105090	135
ENSG00000202137	102	0
ENSG00000231124	285	0
ENSG00000212184	105	1
ENSG00000273209	768	5
ENSG00000155760	3859	29
ENSG00000182329	131934	196
ENSG00000222035	41653	0
ENSG00000287041	12058	0
ENSG00000231903	732	0
ENSG00000227890	675	0
ENSG00000223825	503	0
ENSG00000116030	32418	879
ENSG00000224463	154	0
ENSG00000055044	37926	2017
ENSG00000212534	88	0
ENSG00000212309	85	0
ENSG00000271852	90	0
ENSG00000238317	84	0
ENSG00000286223	1493	0
ENSG00000264275	290	15
ENSG00000226261	704	5
ENSG00000272966	462	3
ENSG00000242696	342	4
ENSG00000273456	673	14
ENSG00000204217	191425	4989
ENSG00000270915	332	0
ENSG00000236047	589	0
ENSG00000223619	491	0
ENSG00000233888	677	1
ENSG00000235433	672	2
ENSG00000237542	513	0
ENSG00000233134	344	0
ENSG00000241221	293	1
ENSG00000227454	899	0
ENSG00000233311	712	0
ENSG00000138439	134789	1905
ENSG00000163596	98836	786
ENSG00000240761	641	0
ENSG00000233579	1451	0
ENSG00000138442	140538	358
ENSG00000138380	76050	0
ENSG00000232479	1296	0
ENSG00000270664	210	0
ENSG00000144426	211500	3606
ENSG00000232994	792	0
ENSG00000202059	134	0
ENSG00000228513	1090	0
ENSG00000225124	458	0
ENSG00000204196	498	0
ENSG00000119004	67050	1208
ENSG00000264041	294	0
ENSG00000238285	482	1
ENSG00000138443	119490	405
ENSG00000256458	768	0
ENSG00000173166	140991	748
ENSG00000233459	1440	5
ENSG00000233031	249	1
ENSG00000178562	32438	54
ENSG00000224791	1299	278
ENSG00000213925	872	2
ENSG00000206970	107	0
ENSG00000163599	6195	13
ENSG00000163600	24815	82
ENSG00000235951	1658	1
ENSG00000234714	19393	22
ENSG00000237271	15002	12
ENSG00000236681	523	2
ENSG00000225304	698	0
ENSG00000236634	3762	4
ENSG00000237843	33839	15
ENSG00000116117	1074688	3450
ENSG00000287524	9836	0
ENSG00000223890	200	0
ENSG00000118257	116144	381
ENSG00000225216	7538	0
ENSG00000201875	329	0
ENSG00000213739	1055	5
ENSG00000225610	11274	8
ENSG00000114933	92583	1084
ENSG00000252485	95	0
ENSG00000207386	105	0
ENSG00000237041	414	0
ENSG00000227946	1960	16
ENSG00000023228	44693	843
ENSG00000231955	6777	0
ENSG00000237580	391	0
ENSG00000114942	3344	356
ENSG00000277502	182	0
ENSG00000281780	89	0
ENSG00000207047	80	0
ENSG00000207406	132	0
ENSG00000183671	42732	52
ENSG00000279220	61784	66
ENSG00000222496	320	0
ENSG00000159186	636	0
ENSG00000224070	291	0
ENSG00000252716	149	0
ENSG00000204186	39765	317
ENSG00000180105	823	1
ENSG00000234491	947	17
ENSG00000114948	177596	256
ENSG00000228577	3316	0
ENSG00000231653	1210	3
ENSG00000235118	6600	7
ENSG00000232125	69950	81
ENSG00000213083	846	0
ENSG00000207319	121	0
ENSG00000138400	27566	63
ENSG00000118246	30833	316
ENSG00000283469	75	0
ENSG00000263468	75	0
ENSG00000229321	128552	914
ENSG00000260171	1105	0
ENSG00000144410	29957	106
ENSG00000118263	93131	765
ENSG00000253008	87	0
ENSG00000237892	1161	0
ENSG00000229647	82549	7
ENSG00000277590	99	0
ENSG00000224342	49157	0
ENSG00000234902	49350	0
ENSG00000286568	1614	0
ENSG00000225916	1360	0
ENSG00000240440	2577	0
ENSG00000223725	289932	455
ENSG00000225064	10246	0
ENSG00000221628	150	0
ENSG00000118260	76252	564
ENSG00000144401	45298	330
ENSG00000223433	171	0
ENSG00000224137	4650	14
ENSG00000199251	107	0
ENSG00000213082	444	177
ENSG00000200764	100	0
ENSG00000163249	50300	356
ENSG00000272851	564	0
ENSG00000284079	75	0
ENSG00000163251	7309	31
ENSG00000178385	204240	729
ENSG00000225111	1334	0
ENSG00000212246	104	0
ENSG00000185078	571	2
ENSG00000251941	98	1
ENSG00000224839	498	47
ENSG00000229150	4279	6
ENSG00000118231	2918	0
ENSG00000163254	1692	0
ENSG00000224529	2304	1
ENSG00000182187	3586	2
ENSG00000168582	2850	3
ENSG00000188674	24688	30
ENSG00000233869	850	0
ENSG00000228111	7902	12
ENSG00000138413	29848	272
ENSG00000231908	935	0
ENSG00000115020	92492	473
ENSG00000228380	615	0
ENSG00000144407	494790	999
ENSG00000213081	739	0
ENSG00000227430	389	0
ENSG00000231896	70564	0
ENSG00000232409	323	0
ENSG00000287662	2389	0
ENSG00000202164	118	0
ENSG00000235864	1552	0
ENSG00000232799	2447	0
ENSG00000240286	3215	15
ENSG00000229670	2158	0
ENSG00000286249	33346	30
ENSG00000078018	310061	688
ENSG00000222317	109	0
ENSG00000144406	227469	234
ENSG00000237194	777	0
ENSG00000197713	19696	206
ENSG00000144445	149989	1170
ENSG00000272807	740	0
ENSG00000229127	33785	0
ENSG00000231063	839	0
ENSG00000279317	62459	45
ENSG00000115361	38322	0
ENSG00000199203	112	1
ENSG00000168530	25025	13
ENSG00000234281	144488	252
ENSG00000115365	46404	56
ENSG00000021826	201426	227
ENSG00000280837	2306	0
ENSG00000271074	799	1
ENSG00000231017	249	0
ENSG00000178568	1163125	21295
ENSG00000199585	117	0
ENSG00000232631	651	0
ENSG00000236007	1491	0
ENSG00000221782	98	0
ENSG00000273118	440189	793
ENSG00000234308	23965	0
ENSG00000231254	785	0
ENSG00000223373	8807	0
ENSG00000283637	80	0
ENSG00000266354	80	0
ENSG00000286965	4627	0
ENSG00000030419	152737	423
ENSG00000270659	690	4
ENSG00000236193	11907	15
ENSG00000272519	9158	17
ENSG00000196096	7654	12
ENSG00000144451	1126123	3815
ENSG00000265734	93	0
ENSG00000197585	442571	522
ENSG00000213917	815	0
ENSG00000174453	167923	0
ENSG00000224257	26695	0
ENSG00000177261	333	1
ENSG00000138376	84038	488
ENSG00000229267	153395	232
ENSG00000207274	135	0
ENSG00000230076	318	0
ENSG00000144452	207085	265
ENSG00000227769	80707	0
ENSG00000286836	132157	313
ENSG00000237571	2956	0
ENSG00000138363	37818	700
ENSG00000115414	75634	8792
ENSG00000230695	740	0
ENSG00000225166	32952	52
ENSG00000228618	3582	0
ENSG00000234938	15080	0
ENSG00000237525	180763	46
ENSG00000227981	3229	0
ENSG00000235770	237392	427
ENSG00000230838	1382	0
ENSG00000216721	251	0
ENSG00000227824	596	0
ENSG00000226276	2412	4
ENSG00000118242	91513	574
ENSG00000115425	86627	312
ENSG00000163449	20918	37
ENSG00000079246	98840	3394
ENSG00000232970	470	0
ENSG00000236478	1137	0
ENSG00000279348	2116	5
ENSG00000260804	3148	35
ENSG00000144583	114619	105
ENSG00000231092	6536	0
ENSG00000233581	18413	0
ENSG00000207303	102	0
ENSG00000235042	27409	31
ENSG00000138375	70640	1288
ENSG00000232485	19732	63
ENSG00000241520	4165	0
ENSG00000197756	80356	975
ENSG00000224391	16513	4
ENSG00000225794	16848	5
ENSG00000235444	618	0
ENSG00000115457	31609	1540
ENSG00000115461	23445	1914
ENSG00000236886	299616	387
ENSG00000237930	371	0
ENSG00000222832	112	0
ENSG00000229352	5728	0
ENSG00000234588	393	0
ENSG00000286601	10834	0
ENSG00000231597	744	0
ENSG00000118245	607	0
ENSG00000223874	11696	0
ENSG00000237479	1482	0
ENSG00000227021	1145	0
ENSG00000236295	3492	0
ENSG00000259855	585	0
ENSG00000287498	3752	3
ENSG00000251982	320	0
ENSG00000233143	74422	12
ENSG00000278004	154	0
ENSG00000231672	472575	754
ENSG00000224414	2869	0
ENSG00000231035	745	41
ENSG00000079308	234395	1736
ENSG00000275458	116	0
ENSG00000223923	15041	0
ENSG00000188282	55622	104
ENSG00000229754	6575	0
ENSG00000180871	11963	17
ENSG00000163464	4122	4
ENSG00000224159	955	31
ENSG00000163466	37216	1724
ENSG00000261338	2048	21
ENSG00000179921	4366	10
ENSG00000127837	6135	1238
ENSG00000127838	76402	228
ENSG00000135926	18390	0
ENSG00000284173	64	0
ENSG00000237281	31078	22
ENSG00000278524	70	0
ENSG00000230580	498	0
ENSG00000158428	11243	31
ENSG00000225062	1171	0
ENSG00000018280	14866	78
ENSG00000144579	7686	785
ENSG00000273361	477	0
ENSG00000199121	77	0
ENSG00000127831	34175	86
ENSG00000135913	118101	1230
ENSG00000222714	309	0
ENSG00000144580	28501	746
ENSG00000207393	107	0
ENSG00000115556	29330	346
ENSG00000273466	759	0
ENSG00000115568	21740	1905
ENSG00000074582	4680	524
ENSG00000163481	8111	396
ENSG00000163482	30648	1909
ENSG00000135912	44582	491
ENSG00000135929	33545	735
ENSG00000286154	2826	0
ENSG00000272555	455	3
ENSG00000115592	9704	16
ENSG00000283639	65	0
ENSG00000232625	467	1
ENSG00000115596	14429	18
ENSG00000135925	18730	30
ENSG00000228135	29826	53
ENSG00000200029	104	0
ENSG00000235024	17275	19
ENSG00000224928	650	0
ENSG00000171450	2490	0
ENSG00000236445	14548	8
ENSG00000163497	4098	0
ENSG00000163499	3234	4
ENSG00000198973	64	0
ENSG00000224090	13507	1
ENSG00000181378	38682	18
ENSG00000163501	6498	6
ENSG00000264755	63	0
ENSG00000286606	4715	7
ENSG00000272644	456	0
ENSG00000187736	85549	0
ENSG00000280537	95499	1
ENSG00000240317	286	0
ENSG00000213901	8631	0
ENSG00000115649	6210	594
ENSG00000144567	9251	610
ENSG00000158552	14415	362
ENSG00000287529	1395	0
ENSG00000115657	9223	0
ENSG00000284820	12967	0
ENSG00000198925	10338	168
ENSG00000163516	6897	592
ENSG00000163521	8881	416
ENSG00000115661	4883	125
ENSG00000127824	28461	908
ENSG00000243910	18955	0
ENSG00000135924	7634	1096
ENSG00000054356	20026	9
ENSG00000207647	90	0
ENSG00000230432	5129	0
ENSG00000182698	5771	4
ENSG00000232789	114	1
ENSG00000123992	26496	3687
ENSG00000229525	15138	9
ENSG00000175084	8358	19
ENSG00000234638	1114	0
ENSG00000280323	1843	3
ENSG00000072195	58787	2854
ENSG00000227432	34805	6
ENSG00000286143	6378	0
ENSG00000286095	2163	0
ENSG00000268603	636	0
ENSG00000144591	8106	0
ENSG00000072182	24603	23
ENSG00000123989	4862	804
ENSG00000188760	6933	160
ENSG00000268896	448	0
ENSG00000265252	75	0
ENSG00000124006	21132	4637
ENSG00000269068	544	0
ENSG00000123999	6550	44
ENSG00000222678	298	1
ENSG00000144589	18595	793
ENSG00000228973	1635	4
ENSG00000114923	14587	1005
ENSG00000267919	542	0
ENSG00000231802	766	1
ENSG00000227308	52557	55
ENSG00000223903	416	0
ENSG00000228909	1024	0
ENSG00000286199	7852	0
ENSG00000266518	64	0
ENSG00000225911	451	0
ENSG00000239498	345123	314
ENSG00000235337	84946	0
ENSG00000236451	290815	253
ENSG00000224819	79056	32
ENSG00000286272	41839	0
ENSG00000232089	283	1
ENSG00000286170	2040	7
ENSG00000116106	156176	268
ENSG00000226726	341	0
ENSG00000272944	1949	0
ENSG00000230406	421	0
ENSG00000234446	40895	27
ENSG00000233868	390	137
ENSG00000226666	2029	23
ENSG00000226331	470	2
ENSG00000135903	99112	73
ENSG00000163081	7071	4
ENSG00000267034	1412	0
ENSG00000237732	34715	30
ENSG00000200822	111	0
ENSG00000163082	138079	159
ENSG00000228670	727	0
ENSG00000202016	108	0
ENSG00000234285	961	0
ENSG00000116120	89194	815
ENSG00000124003	38273	43
ENSG00000233751	613	0
ENSG00000203531	862	0
ENSG00000235225	378	23
ENSG00000123983	83698	953
ENSG00000224121	416	0
ENSG00000234193	1977	0
ENSG00000278083	459	0
ENSG00000152049	146586	226
ENSG00000243125	297	0
ENSG00000233299	280	0
ENSG00000231189	5839	3
ENSG00000235610	5458	2
ENSG00000171951	5422	10
ENSG00000226539	718	0
ENSG00000152056	86342	69
ENSG00000286239	188042	100
ENSG00000085449	89642	0
ENSG00000135900	10252	14
ENSG00000228802	2006	0
ENSG00000135919	64274	178
ENSG00000224826	1874	3
ENSG00000228681	824	2
ENSG00000124019	23410	22
ENSG00000274629	9819	10
ENSG00000036257	115248	1891
ENSG00000228446	714	0
ENSG00000283428	12602	18
ENSG00000135905	277356	1294
ENSG00000263828	80	0
ENSG00000144460	254309	274
ENSG00000228206	286	0
ENSG00000273301	5141	0
ENSG00000279015	554	0
ENSG00000230621	217	0
ENSG00000235070	5328	2
ENSG00000263363	84	1
ENSG00000169047	68443	308
ENSG00000272622	13596	54
ENSG00000261379	1026	0
ENSG00000144468	163635	2256
ENSG00000212391	134	0
ENSG00000081052	161740	388
ENSG00000169031	150169	111
ENSG00000236432	104660	12
ENSG00000168958	32686	581
ENSG00000168955	19958	43
ENSG00000284629	267	0
ENSG00000284092	56	0
ENSG00000173744	89063	792
ENSG00000285843	279	0
ENSG00000284643	363	0
ENSG00000284622	318	0
ENSG00000042304	38517	44
ENSG00000284704	303	0
ENSG00000284631	1658	0
ENSG00000236116	793	0
ENSG00000284667	258	0
ENSG00000135917	34266	82
ENSG00000284725	318	0
ENSG00000284718	291	0
ENSG00000284635	837	1
ENSG00000252346	101	0
ENSG00000226718	226	0
ENSG00000229172	2866	3
ENSG00000115009	11826	16
ENSG00000183514	562	1
ENSG00000123977	53291	41
ENSG00000272237	114	0
ENSG00000153820	201733	231
ENSG00000200281	107	0
ENSG00000203387	1096	6
ENSG00000286772	1274	0
ENSG00000232023	366466	1237
ENSG00000228226	1044	0
ENSG00000237322	463	0
ENSG00000153823	420760	943
ENSG00000226297	515	0
ENSG00000253006	270	0
ENSG00000187957	356927	367
ENSG00000287791	971	0
ENSG00000238782	62	0
ENSG00000235993	355	0
ENSG00000153827	159402	2300
ENSG00000222344	108	0
ENSG00000153832	90818	800
ENSG00000252333	69	0
ENSG00000231534	2410	0
ENSG00000206725	107	0
ENSG00000163053	34012	610
ENSG00000199400	96	0
ENSG00000225963	52854	220
ENSG00000283451	183	0
ENSG00000135899	58437	3506
ENSG00000079263	110106	1221
ENSG00000185404	76549	2206
ENSG00000279964	1830	0
ENSG00000067066	129665	4357
ENSG00000243650	286	0
ENSG00000250011	616	0
ENSG00000235419	59413	375
ENSG00000183022	643	0
ENSG00000283202	1901	2
ENSG00000199791	107	1
ENSG00000226125	10465	10
ENSG00000135932	108234	2606
ENSG00000237758	261	0
ENSG00000201044	107	0
ENSG00000270891	477	0
ENSG00000135916	14610	111
ENSG00000232520	18220	11
ENSG00000135898	53749	47
ENSG00000230385	1251	0
ENSG00000283164	5353	0
ENSG00000235013	358	0
ENSG00000238062	11665	2
ENSG00000173699	34732	44
ENSG00000204128	12197	342
ENSG00000261829	598	13
ENSG00000173692	115964	2326
ENSG00000135914	16813	0
ENSG00000201574	169	0
ENSG00000135931	176292	2576
ENSG00000237039	210	0
ENSG00000263641	86	0
ENSG00000224376	6016	21
ENSG00000156966	5455	15
ENSG00000172799	504	1
ENSG00000230047	321	0
ENSG00000233538	959	11
ENSG00000115053	30111	3452
ENSG00000206885	137	0
ENSG00000207280	80	0
ENSG00000202400	70	0
ENSG00000283312	1592	23
ENSG00000283491	10167	167
ENSG00000223198	212	0
ENSG00000181798	5945	23
ENSG00000286942	2486	1
ENSG00000171596	7259	5
ENSG00000231494	462	0
ENSG00000228884	464	1
ENSG00000286399	3818	8
ENSG00000177673	1413	0
ENSG00000239202	276	1
ENSG00000187514	6647	11608
ENSG00000277986	123	0
ENSG00000284378	85	0
ENSG00000156973	53840	649
ENSG00000281072	77	0
ENSG00000144524	27584	426
ENSG00000237641	407	0
ENSG00000261096	2507	25
ENSG00000260622	497	0
ENSG00000222246	57	0
ENSG00000163273	4588	14
ENSG00000144535	383106	3535
ENSG00000227033	37233	0
ENSG00000207626	95	0
ENSG00000251485	788	0
ENSG00000230122	1556	1
ENSG00000275157	122	0
ENSG00000163283	4166	4
ENSG00000224516	2040	0
ENSG00000244280	1708	0
ENSG00000163286	3871	6
ENSG00000204121	3999	1
ENSG00000237087	801	1
ENSG00000223788	5385	19
ENSG00000163295	4629	2
ENSG00000171551	8008	4
ENSG00000237412	5329	0
ENSG00000135902	10675	10
ENSG00000196811	8424	76
ENSG00000221944	2588	125
ENSG00000284407	100	0
ENSG00000135930	32971	525
ENSG00000237126	31024	144
ENSG00000115468	76724	5231
ENSG00000244384	288	0
ENSG00000204120	163307	2710
ENSG00000213055	676	0
ENSG00000241409	7804	0
ENSG00000115474	10764	0
ENSG00000252452	102	0
ENSG00000199781	99	0
ENSG00000182600	21439	194
ENSG00000066248	134556	775
ENSG00000222001	3272	1
ENSG00000115488	2386	2
ENSG00000168918	147937	1767
ENSG00000263941	281	0
ENSG00000085978	85624	492
ENSG00000252010	276	0
ENSG00000251791	265	0
ENSG00000130561	39240	43
ENSG00000259793	2285	14
ENSG00000077044	117598	3040
ENSG00000201013	113	0
ENSG00000085982	91263	1717
ENSG00000271639	1551	0
ENSG00000228949	853	4
ENSG00000227846	849	1
ENSG00000242366	155666	40
ENSG00000242515	136852	0
ENSG00000234143	1101	0
ENSG00000241119	101403	0
ENSG00000244122	91362	0
ENSG00000167165	81694	0
ENSG00000224814	15266	0
ENSG00000240224	60308	0
ENSG00000244474	54565	0
ENSG00000233445	544	0
ENSG00000243135	44192	0
ENSG00000248114	3006	0
ENSG00000227802	1266	0
ENSG00000228445	866	0
ENSG00000248705	3040	0
ENSG00000178836	1041	0
ENSG00000241635	13031	0
ENSG00000185038	57745	40
ENSG00000123485	21151	322
ENSG00000224287	3008	36
ENSG00000279809	1864	0
ENSG00000144481	102150	96
ENSG00000237581	9290	0
ENSG00000286059	2147	0
ENSG00000072080	26456	31
ENSG00000279218	2232	1
ENSG00000226442	401	2
ENSG00000261298	1677	4
ENSG00000237784	356	4
ENSG00000288040	4792	11
ENSG00000228162	23800	13
ENSG00000231682	10006	0
ENSG00000232690	627	0
ENSG00000188042	4041	237
ENSG00000280744	35097	33
ENSG00000278593	2065	6
ENSG00000235726	109577	132
ENSG00000130147	103698	1330
ENSG00000226542	3765	2
ENSG00000231032	485	0
ENSG00000235293	1010	1
ENSG00000157985	637758	10334
ENSG00000235529	1816	0
ENSG00000222007	9533	0
ENSG00000228499	132	0
ENSG00000238812	62	0
ENSG00000264676	262	0
ENSG00000207049	102	0
ENSG00000168505	3151	0
ENSG00000233611	127481	49
ENSG00000182177	69538	0
ENSG00000200745	176	0
ENSG00000132321	183389	553
ENSG00000270540	1543	0
ENSG00000232893	1315	0
ENSG00000231546	1232	0
ENSG00000144476	14568	108
ENSG00000232328	21075	9
ENSG00000227252	175042	219
ENSG00000202341	102	0
ENSG00000124835	7569	0
ENSG00000198612	14593	277
ENSG00000224844	1188	56
ENSG00000224132	586	3
ENSG00000163359	90205	4099
ENSG00000222022	3857	6
ENSG00000222032	5903	19
ENSG00000115648	69895	23760
ENSG00000277842	58	0
ENSG00000222449	106	0
ENSG00000071677	602	2
ENSG00000124839	27293	675
ENSG00000234949	4962	0
ENSG00000227107	13549	18
ENSG00000124831	186096	7051
ENSG00000286864	2563	0
ENSG00000177483	44420	67
ENSG00000132329	53214	1225
ENSG00000263723	79	0
ENSG00000184182	75956	0
ENSG00000258984	132399	356
ENSG00000251971	93	0
ENSG00000132330	38490	0
