GeneID	Length	fifth.sorted.bam
ENSG00000287951	1476	2
ENSG00000164056	3963	7805
ENSG00000249125	2108	8
ENSG00000251526	584	7
ENSG00000249464	14337	109
ENSG00000226655	477	1
ENSG00000228489	477	0
ENSG00000250458	156	0
ENSG00000286700	596	0
ENSG00000250484	529	0
ENSG00000249837	430	0
ENSG00000286734	1559	3
ENSG00000248506	1371	0
ENSG00000248565	928	3
ENSG00000261083	2610	8
ENSG00000151458	8798	2346
ENSG00000196159	17460	1439
ENSG00000201297	111	1
ENSG00000283550	49	0
ENSG00000250149	1434	0
ENSG00000251436	1738	0
ENSG00000249555	951	0
ENSG00000251649	1909	0
ENSG00000251005	399	0
ENSG00000286251	903	0
ENSG00000223620	1102	0
ENSG00000199862	113	0
ENSG00000250945	648	0
ENSG00000248491	2649	1
ENSG00000287101	1994	2
ENSG00000248209	324	0
ENSG00000249795	481	0
ENSG00000287021	3928	11
ENSG00000164066	16041	1084
ENSG00000151475	1812	1
ENSG00000164070	11439	1062
ENSG00000282855	308	11
ENSG00000244021	481	946
ENSG00000261668	3843	12
ENSG00000142731	4479	72
ENSG00000251821	92	2
ENSG00000164073	8849	660
ENSG00000164074	6707	707
ENSG00000138709	9480	1880
ENSG00000241651	599	427
ENSG00000248394	816	165
ENSG00000164040	4626	2522
ENSG00000251432	5854	158
ENSG00000273077	303	0
ENSG00000248187	1623	0
ENSG00000248802	597	0
ENSG00000280711	1721	1
ENSG00000077684	9052	1734
ENSG00000151466	8980	640
ENSG00000275647	329	0
ENSG00000281369	108	2
ENSG00000151470	7015	286
ENSG00000251345	993	0
ENSG00000248958	2743	1
ENSG00000251195	285	0
ENSG00000250193	575	0
ENSG00000287748	386	0
ENSG00000246876	4048	0
ENSG00000249618	6373	3
ENSG00000234125	1154	5
ENSG00000251326	969	0
ENSG00000248877	613	0
ENSG00000249018	988	0
ENSG00000280059	3427	0
ENSG00000250503	434	0
ENSG00000287924	1109	0
ENSG00000250213	188	0
ENSG00000206782	107	0
ENSG00000250102	3554	0
ENSG00000248715	209	0
ENSG00000241392	284	0
ENSG00000251676	4127	25
ENSG00000252014	110	0
ENSG00000249416	346	1
ENSG00000184139	571	2
ENSG00000251555	454	7
ENSG00000251598	1544	1
ENSG00000249463	347	0
ENSG00000251051	694	0
ENSG00000248369	464	0
ENSG00000251398	706	0
ENSG00000249038	453	0
ENSG00000251488	587	0
ENSG00000249513	462	0
ENSG00000250241	11455	1
ENSG00000248735	1960	3
ENSG00000138650	10182	152
ENSG00000286467	1460	0
ENSG00000250191	286	0
ENSG00000251388	619	3
ENSG00000251199	8651	4
ENSG00000286253	1287	1
ENSG00000254535	4985	78
ENSG00000248191	1736	0
ENSG00000251291	1594	0
ENSG00000249000	489	0
ENSG00000249847	646	0
ENSG00000251228	249	0
ENSG00000241411	631	299
ENSG00000250144	1387	2462
ENSG00000248434	1121	1
ENSG00000248456	981	0
ENSG00000283432	105	0
ENSG00000250834	748	0
ENSG00000248104	2041	0
ENSG00000250865	564	0
ENSG00000248330	546	0
ENSG00000207322	164	2
ENSG00000251492	394	0
ENSG00000261166	1444	0
ENSG00000251567	1358	0
ENSG00000250665	503	0
ENSG00000249311	1227	18
ENSG00000279749	504	0
ENSG00000248869	3389	109
ENSG00000250341	1576	2
ENSG00000250813	187	18
ENSG00000251440	439	0
ENSG00000213448	415	3
ENSG00000189184	6686	3483
ENSG00000251632	2264	16
ENSG00000280352	535	0
ENSG00000250126	396	2
ENSG00000250777	1641	1
ENSG00000287441	430	0
ENSG00000250034	258	0
ENSG00000287144	1468	0
ENSG00000248307	6177	1
ENSG00000250033	6161	5
ENSG00000151012	9645	152
ENSG00000249091	405	5
ENSG00000248397	455	6
ENSG00000251372	20131	63
ENSG00000249381	539	0
ENSG00000248305	842	20
ENSG00000248795	1238	81
ENSG00000250977	563	4
ENSG00000250501	2894	19
ENSG00000250195	664	9
ENSG00000250577	303	5
ENSG00000151014	2512	598
ENSG00000109381	8560	1740
ENSG00000252503	104	21
ENSG00000240723	282	8
ENSG00000179967	445	540
ENSG00000276396	292	7
ENSG00000265892	306	1
ENSG00000207384	119	0
ENSG00000252362	94	0
ENSG00000206722	104	0
ENSG00000137463	1224	18
ENSG00000109390	1941	435
ENSG00000164134	9664	2419
ENSG00000200520	109	0
ENSG00000273247	7954	487
ENSG00000248863	1240	181
ENSG00000239005	127	14
ENSG00000172007	4714	555
ENSG00000145391	13916	3918
ENSG00000249302	462	12
ENSG00000272717	845	2
ENSG00000286896	2179	1
ENSG00000261268	1098	1
ENSG00000085871	3172	257
ENSG00000201533	301	5
ENSG00000178458	411	2676
ENSG00000196782	7012	1170
ENSG00000286320	3396	58
ENSG00000252233	309	2
ENSG00000250698	657	9
ENSG00000153130	6294	1299
ENSG00000196951	8553	24
ENSG00000249754	388	0
ENSG00000241923	622	133
ENSG00000153132	2822	85
ENSG00000205301	5595	0
ENSG00000280262	2929	0
ENSG00000179387	6617	796
ENSG00000109424	1621	4
ENSG00000287449	1471	1
ENSG00000242102	298	0
ENSG00000248621	175	0
ENSG00000109436	5851	14109
ENSG00000249661	3650	780
ENSG00000207155	108	11
ENSG00000248335	402	12
ENSG00000273472	1394	564
ENSG00000222613	103	0
ENSG00000170153	11012	1559
ENSG00000109445	2536	852
ENSG00000248747	1037	0
ENSG00000248810	7305	8
ENSG00000250189	2415	1
ENSG00000272632	454	0
ENSG00000250141	138	0
ENSG00000164136	7876	121
ENSG00000109452	14153	2945
ENSG00000242134	709	30
ENSG00000250835	309	10
ENSG00000251248	440	1
ENSG00000249806	512	1
ENSG00000250326	1686	14
ENSG00000251300	793	1
ENSG00000170185	7831	1337
ENSG00000250969	624	0
ENSG00000200049	101	0
ENSG00000109458	10119	1454
ENSG00000265623	76	2
ENSG00000228981	843	4193
ENSG00000286771	1325	14
ENSG00000243175	1261	99
ENSG00000250540	371	1
ENSG00000245112	945	41
ENSG00000153147	8146	4176
ENSG00000248924	502	0
ENSG00000251600	15900	94
ENSG00000236296	1989	9
ENSG00000183090	6869	10
ENSG00000250345	1171	0
ENSG00000197465	2007	27
ENSG00000249741	540	234
ENSG00000250361	1907	10
ENSG00000286055	1048	6
ENSG00000170180	4251	3
ENSG00000285783	1902	1
ENSG00000285713	1890	1
ENSG00000261129	3102	0
ENSG00000250504	746	533
ENSG00000248890	2153	18
ENSG00000164161	11939	28
ENSG00000273621	180	0
ENSG00000164162	4522	114
ENSG00000249193	1720	49
ENSG00000250406	3105	0
ENSG00000251452	452	0
ENSG00000222594	305	2
ENSG00000164163	6254	1756
ENSG00000164164	9513	2188
ENSG00000238713	113	6
ENSG00000240992	423	0
ENSG00000272727	1724	5
ENSG00000251333	711	139
ENSG00000278943	1049	147
ENSG00000286420	792	0
ENSG00000248745	840	0
ENSG00000170365	7094	1372
ENSG00000250582	1090	3
ENSG00000250902	481	5
ENSG00000151611	8158	368
ENSG00000249245	1877	103
ENSG00000248356	745	3
ENSG00000237136	1122	4
ENSG00000151612	19123	3614
ENSG00000279481	2525	15
ENSG00000251687	794	5
ENSG00000201314	113	0
ENSG00000260303	4159	1
ENSG00000248809	3540	1
ENSG00000164167	3975	168
ENSG00000279845	466	2
ENSG00000250673	2260	17
ENSG00000280250	376	0
ENSG00000251010	732	0
ENSG00000120519	6687	271
ENSG00000278438	106	2
ENSG00000207182	163	0
ENSG00000151615	3144	0
ENSG00000137473	3332	5
ENSG00000248764	524	0
ENSG00000248346	801	1
ENSG00000260090	3654	2
ENSG00000279376	4159	0
ENSG00000286371	2633	1
ENSG00000221369	89	0
ENSG00000241281	378	2
ENSG00000249004	598	5
ENSG00000151617	4238	3101
ENSG00000280219	8092	253
ENSG00000251254	675	14
ENSG00000251688	1924	6
ENSG00000251298	568	0
ENSG00000164168	4709	1560
ENSG00000164169	3952	428
ENSG00000071205	10755	1148
ENSG00000252951	115	4
ENSG00000264274	74	0
ENSG00000240014	284	3
ENSG00000270387	858	5
ENSG00000151623	6607	885
ENSG00000250354	680	4
ENSG00000287292	4010	14
ENSG00000251418	647	0
ENSG00000201846	102	0
ENSG00000250357	518	1
ENSG00000225176	307	0
ENSG00000279016	606	3
ENSG00000249317	516	0
ENSG00000239168	62	1
ENSG00000249752	481	6
ENSG00000250252	948	0
ENSG00000248210	3228	0
ENSG00000234828	2692	0
ENSG00000287565	2155	0
ENSG00000250905	510	0
ENSG00000251482	352	1
ENSG00000202331	116	0
ENSG00000207121	108	0
ENSG00000250704	358	0
ENSG00000286711	1371	0
ENSG00000170390	4416	461
ENSG00000238721	63	0
ENSG00000198589	16757	4359
ENSG00000248521	998	2
ENSG00000249690	2209	5
ENSG00000181541	2543	1
ENSG00000183432	498	0
ENSG00000252451	112	3
ENSG00000235606	528	16
ENSG00000145425	2280	10457
ENSG00000201264	72	3
ENSG00000109686	7789	4039
ENSG00000208797	65	0
ENSG00000270681	1113	26
ENSG00000249012	486	35
ENSG00000189099	989	54
ENSG00000250350	163	2
ENSG00000252544	96	1
ENSG00000270265	540	19
ENSG00000251611	358	34
ENSG00000164142	11843	1381
ENSG00000253019	151	3
ENSG00000059691	11741	561
ENSG00000251455	2565	8
ENSG00000249184	2372	0
ENSG00000286761	1689	0
ENSG00000249708	406	0
ENSG00000249818	856	0
ENSG00000248991	488	0
ENSG00000286066	1686	0
ENSG00000251249	3124	1
ENSG00000253077	117	0
ENSG00000286720	5689	2
ENSG00000245954	2169	6
ENSG00000287504	1676	0
ENSG00000250706	552	0
ENSG00000251377	1408	1
ENSG00000244544	296	0
ENSG00000270302	410	1
ENSG00000270883	463	3
ENSG00000109670	10979	1235
ENSG00000270751	372	1
ENSG00000287555	5198	38
ENSG00000264678	90	0
ENSG00000268471	3000	145
ENSG00000283792	89	0
ENSG00000243417	777	36
ENSG00000240669	459	1
ENSG00000170006	11438	455
ENSG00000248571	2371	1
ENSG00000169989	2438	16
ENSG00000164144	4269	1352
ENSG00000250980	769	4
ENSG00000231841	762	50
ENSG00000287642	1048	9
ENSG00000137460	6593	1398
ENSG00000249022	1039	0
ENSG00000109654	9425	1952
ENSG00000252030	94	0
ENSG00000201786	102	0
ENSG00000213406	926	443
ENSG00000121211	1511	7
ENSG00000243883	287	0
ENSG00000121210	6393	1266
ENSG00000287216	1108	6
ENSG00000250771	3277	18
ENSG00000248208	1082	24
ENSG00000137462	5217	721
ENSG00000145428	4144	734
ENSG00000249309	521	26
ENSG00000145423	1996	10005
ENSG00000280241	3262	115
ENSG00000197410	16658	227
ENSG00000278981	1619	0
ENSG00000280005	459	1
ENSG00000249200	462	1
ENSG00000250609	1022	2
ENSG00000171566	5015	1418
ENSG00000200350	105	1
ENSG00000248611	778	0
ENSG00000171564	2708	51
ENSG00000171560	3918	5
ENSG00000171557	3600	23
ENSG00000287770	126	0
ENSG00000121207	7535	210
ENSG00000249074	295	0
ENSG00000249041	525	0
ENSG00000249692	349	0
ENSG00000151962	4027	4
ENSG00000222582	161	0
ENSG00000252604	194	0
ENSG00000250910	5379	10
ENSG00000250538	1681	35
ENSG00000185149	3621	102
ENSG00000249924	370	0
ENSG00000164114	8857	1958
ENSG00000250205	198	0
ENSG00000250398	346	1
ENSG00000271606	141	0
ENSG00000287730	2214	2
ENSG00000249247	789	0
ENSG00000249770	519	0
ENSG00000248748	1755	1
ENSG00000248548	1362	0
ENSG00000249127	126	0
ENSG00000249698	781	0
ENSG00000248420	680	0
ENSG00000249386	694	0
ENSG00000251223	1534	0
ENSG00000248907	1031	13
ENSG00000251407	951	0
ENSG00000251244	3883	1
ENSG00000164116	5766	2239
ENSG00000260244	2615	500
ENSG00000061918	3907	533
ENSG00000256394	1696	1
ENSG00000151790	5264	2
ENSG00000256043	2903	1650
ENSG00000249013	511	0
ENSG00000251511	993	0
ENSG00000251283	607	0
ENSG00000249479	175	0
ENSG00000248912	947	0
ENSG00000145431	5998	713
ENSG00000248629	267	5
ENSG00000280284	386	1
ENSG00000278880	218	1
ENSG00000250622	326	0
ENSG00000252350	322	0
ENSG00000252524	107	0
ENSG00000109738	3391	273
ENSG00000199859	107	0
ENSG00000120251	8941	524
ENSG00000249819	394	0
ENSG00000286133	996	33
ENSG00000234111	1493	6
ENSG00000249275	812	24
ENSG00000200521	101	0
ENSG00000249627	471	2
ENSG00000279703	472	1
ENSG00000286862	714	26
ENSG00000287226	1408	274
ENSG00000279994	826	33
ENSG00000250475	890	16
ENSG00000279139	654	0
ENSG00000280140	571	2
ENSG00000164125	7880	7377
ENSG00000248429	5639	403
ENSG00000287822	475	44
ENSG00000251073	569	49
ENSG00000250604	365	0
ENSG00000164124	9248	632
ENSG00000286558	1466	9
ENSG00000251429	3616	207
ENSG00000171509	5684	5
ENSG00000199634	141	0
ENSG00000248387	652	0
ENSG00000249901	659	0
ENSG00000205208	3630	178
ENSG00000171503	4493	786
ENSG00000271817	219	8
ENSG00000171497	2516	586
ENSG00000052795	10981	1812
ENSG00000206703	107	0
ENSG00000164123	1486	2
ENSG00000274535	78	0
ENSG00000248988	717	12
ENSG00000249367	389	0
ENSG00000206978	102	0
ENSG00000109756	13275	1689
ENSG00000264105	93	0
ENSG00000283379	87	0
ENSG00000248552	224	0
ENSG00000250180	565	0
ENSG00000250488	1072	5
ENSG00000250997	483	0
ENSG00000249425	1417	0
ENSG00000242635	448	0
ENSG00000249568	2840	1
ENSG00000168843	5324	0
ENSG00000249419	1105	0
ENSG00000251253	1025	0
ENSG00000248396	336	0
ENSG00000248431	2689	5
ENSG00000287072	1604	2
ENSG00000251123	622	0
ENSG00000283468	55	8
ENSG00000250027	777	29
ENSG00000145414	4777	498
ENSG00000250547	1009	0
ENSG00000164128	3980	2028
ENSG00000164129	3338	22
ENSG00000227283	338	0
ENSG00000151005	2660	1
ENSG00000198498	3406	308
ENSG00000145416	10421	212
ENSG00000273449	927	30
ENSG00000253001	314	0
ENSG00000177803	657	9
ENSG00000250746	2057	599
ENSG00000248546	705	14
ENSG00000251162	258	0
ENSG00000223037	106	0
ENSG00000248162	1397	0
ENSG00000248771	3190	144
ENSG00000201050	107	0
ENSG00000248329	2919	244
ENSG00000250227	1419	16
ENSG00000244146	446	0
ENSG00000285563	3700	4
ENSG00000221891	458	0
ENSG00000270960	421	0
ENSG00000248645	1346	0
ENSG00000121089	648	171
ENSG00000236941	1360	0
ENSG00000183439	2686	64
ENSG00000250486	2175	53
ENSG00000248229	523	2
ENSG00000250887	747	0
ENSG00000250712	1393	0
ENSG00000240674	480	281
ENSG00000176979	3015	0
ENSG00000276623	547	0
ENSG00000250430	684	0
ENSG00000249617	312	18
ENSG00000250374	1840	8
ENSG00000170088	10182	1489
ENSG00000109466	3929	844
ENSG00000200974	82	2
ENSG00000229894	1868	20
ENSG00000052802	2852	844
ENSG00000109472	3119	8575
ENSG00000207559	96	0
ENSG00000251596	2284	76
ENSG00000248287	247	0
ENSG00000248327	3529	5
ENSG00000287424	10405	1
ENSG00000250725	1045	1
ENSG00000249500	2163	0
ENSG00000038295	8105	101
ENSG00000252959	101	0
ENSG00000206711	100	0
ENSG00000249675	934	2
ENSG00000196104	4482	34
ENSG00000212373	115	0
ENSG00000250150	589	0
ENSG00000240772	268	0
ENSG00000248913	367	0
ENSG00000222721	317	0
ENSG00000270336	409	0
ENSG00000248601	447	0
ENSG00000109511	1836	1
ENSG00000287188	2647	4
ENSG00000137628	6746	751
ENSG00000181381	12156	721
ENSG00000207171	131	1
ENSG00000129116	10128	13341
ENSG00000229226	449	0
ENSG00000249623	448	9
ENSG00000206613	109	1
ENSG00000214676	567	17
ENSG00000249609	552	17
ENSG00000279384	748	11
ENSG00000145439	5110	608
ENSG00000201176	107	6
ENSG00000201818	96	1
ENSG00000251445	183	0
ENSG00000154447	5472	2192
ENSG00000214671	846	0
ENSG00000251171	637	18
ENSG00000137601	8354	1148
ENSG00000286302	1388	29
ENSG00000109572	8118	2836
ENSG00000056050	1422	229
ENSG00000229204	482	63
ENSG00000248625	711	9
ENSG00000287660	397	0
ENSG00000288003	708	0
ENSG00000248319	4367	1
ENSG00000287298	950	0
ENSG00000251200	769	0
ENSG00000249955	1239	3
ENSG00000198948	8741	348
ENSG00000109576	2970	277
ENSG00000248822	287	0
ENSG00000248739	843	0
ENSG00000250266	2186	2
ENSG00000251061	429	0
ENSG00000250082	501	0
ENSG00000181359	853	137
ENSG00000250968	614	0
ENSG00000249943	210	0
ENSG00000251961	131	0
ENSG00000286580	1133	0
ENSG00000248872	3670	1
ENSG00000249525	583	0
ENSG00000248755	734	0
ENSG00000278502	109	0
ENSG00000248339	4949	1
ENSG00000287210	326	0
ENSG00000249297	2104	0
ENSG00000251176	404	0
ENSG00000174473	9242	148
ENSG00000248637	460	1
ENSG00000245213	7661	94
ENSG00000241652	296	5
ENSG00000109586	6807	2041
ENSG00000221296	74	2
ENSG00000248774	521	1
ENSG00000164104	2401	626
ENSG00000272870	9066	53
ENSG00000164105	1309	130
ENSG00000164106	5103	41
ENSG00000288025	5159	20
ENSG00000242882	893	21
ENSG00000286226	919	2
ENSG00000252898	102	0
ENSG00000261646	2209	7
ENSG00000286039	1643	39
ENSG00000164107	3601	54
ENSG00000237125	21212	89
ENSG00000234801	971	80
ENSG00000213370	644	41
ENSG00000250708	3932	1
ENSG00000250043	1230	0
ENSG00000251216	3465	0
ENSG00000248174	3422	28
ENSG00000250957	1144	0
ENSG00000251213	335	0
ENSG00000164117	2213	432
ENSG00000164118	7079	486
ENSG00000249875	366	0
ENSG00000265846	70	0
ENSG00000164120	5531	251
ENSG00000251584	1532	3
ENSG00000250596	2214	1
ENSG00000145451	9526	1832
ENSG00000168594	5957	28
ENSG00000250200	226	0
ENSG00000250431	233	8
ENSG00000249411	2199	1
ENSG00000286494	733	5
ENSG00000249284	1458	0
ENSG00000248551	905	0
ENSG00000249945	1425	3
ENSG00000251174	1387	0
ENSG00000248574	1273	0
ENSG00000150625	7040	36
ENSG00000249106	1213	1
ENSG00000248249	425	0
ENSG00000250372	2380	1
ENSG00000150627	7808	109
ENSG00000201516	123	0
ENSG00000150628	2437	27
ENSG00000164122	4218	2
ENSG00000248980	610	0
ENSG00000129128	6829	2502
ENSG00000248480	1050	0
ENSG00000248388	383	0
ENSG00000150630	2615	598
ENSG00000287544	6317	5
ENSG00000249458	428	0
ENSG00000250263	1080	1
ENSG00000222859	300	0
ENSG00000249008	421	0
ENSG00000109674	2914	8
ENSG00000249084	753	0
ENSG00000038002	2605	542
ENSG00000250131	6016	20
ENSG00000201931	118	0
ENSG00000285574	118	0
ENSG00000251416	255	0
ENSG00000231171	2002	0
ENSG00000251504	1594	1
ENSG00000253000	141	0
ENSG00000241877	591	0
ENSG00000201727	136	0
ENSG00000212191	71	0
ENSG00000250839	158	0
ENSG00000250993	539	0
ENSG00000248921	420	0
ENSG00000287083	2123	1
ENSG00000287775	1124	0
ENSG00000251025	564	0
ENSG00000249883	529	0
ENSG00000248197	593	0
ENSG00000248770	207	0
ENSG00000249460	1328	0
ENSG00000225356	336	22
ENSG00000286860	1537	0
ENSG00000287948	586	0
ENSG00000251336	401	0
ENSG00000251742	244	0
ENSG00000177822	6149	28
ENSG00000251433	678	0
ENSG00000218336	12010	614
ENSG00000248266	286	0
ENSG00000221227	86	0
ENSG00000252343	121	1
ENSG00000251714	235	0
ENSG00000248816	518	2
ENSG00000248694	444	0
ENSG00000286119	1564	1
ENSG00000272646	427	9
ENSG00000129187	3466	3235
ENSG00000286821	1389	0
ENSG00000250636	823	1
ENSG00000230219	2455	1
ENSG00000273180	554	2
ENSG00000272784	634	4
ENSG00000251359	2183	69
ENSG00000151718	10002	1528
ENSG00000251128	404	7
ENSG00000177300	2581	0
ENSG00000185758	663	9
ENSG00000250292	1361	0
ENSG00000248376	916	0
ENSG00000168564	4015	764
ENSG00000213434	696	4
ENSG00000232648	1832	26
ENSG00000168556	2695	273
ENSG00000272744	634	6
ENSG00000182552	2754	674
ENSG00000252157	105	1
ENSG00000168538	5841	1519
ENSG00000201433	113	1
ENSG00000251739	101	9
ENSG00000287349	481	2
ENSG00000283383	526	3
ENSG00000173320	11365	1354
ENSG00000248206	2440	15
ENSG00000283355	2348	63
ENSG00000250726	637	0
ENSG00000164303	4615	166
ENSG00000287433	2787	2
ENSG00000240159	822	0
ENSG00000244512	298	0
ENSG00000227765	512	162
ENSG00000180712	2716	15
ENSG00000249096	5065	16
ENSG00000168310	3070	1359
ENSG00000251878	84	0
ENSG00000270426	686	12
ENSG00000271646	2503	166
ENSG00000286292	1151	18
ENSG00000271538	4513	22
ENSG00000249056	609	0
ENSG00000254233	1268	0
ENSG00000164305	2899	575
ENSG00000164306	2789	229
ENSG00000151725	3483	73
ENSG00000151726	6284	1350
ENSG00000249138	751	4
ENSG00000251139	628	7
ENSG00000286256	1575	1
ENSG00000251230	2149	0
ENSG00000266698	98	0
ENSG00000249173	3154	0
ENSG00000251147	464	0
ENSG00000263458	58	0
ENSG00000279460	3851	0
ENSG00000248517	911	0
ENSG00000187821	1236	1
ENSG00000250754	7057	1
ENSG00000249520	343	0
ENSG00000287183	700	1
ENSG00000151729	4819	881
ENSG00000164323	7192	1835
ENSG00000109762	5069	782
ENSG00000109771	7360	284
ENSG00000250410	587	21
ENSG00000186352	2253	137
ENSG00000109775	2778	662
ENSG00000207231	114	4
ENSG00000205129	1366	87
ENSG00000168491	3534	150
ENSG00000249679	5580	87
ENSG00000154553	9012	4245
ENSG00000154556	17161	4919
ENSG00000233110	1789	63
ENSG00000235902	618	10
ENSG00000207497	95	17
ENSG00000285745	120	7
ENSG00000235149	549	0
ENSG00000222727	131	0
ENSG00000164342	6725	241
ENSG00000109794	5218	87
ENSG00000253013	135	0
ENSG00000250327	864	6
ENSG00000251008	395	1
ENSG00000279943	2459	5
ENSG00000145476	9767	849
ENSG00000164344	2915	5
ENSG00000088926	3995	1
ENSG00000251165	3440	0
ENSG00000287667	1863	1
ENSG00000213332	886	2
ENSG00000272297	700	0
ENSG00000212387	107	0
ENSG00000168412	1289	2
ENSG00000083857	16167	11917
ENSG00000287169	1179	19
ENSG00000250829	496	2
ENSG00000272218	432	0
ENSG00000249539	299	0
ENSG00000249742	670	0
ENSG00000250971	1618	3
ENSG00000287571	642	0
ENSG00000249747	1211	0
ENSG00000250658	2114	1
ENSG00000250042	498	0
ENSG00000250620	1257	36
ENSG00000251643	1223	1
ENSG00000251490	699	0
ENSG00000250590	2970	3
ENSG00000249642	6473	1
ENSG00000249162	2106	0
ENSG00000286641	4146	2
ENSG00000213331	674	20
ENSG00000179059	2652	13
ENSG00000179046	3050	1
ENSG00000241011	357	0
ENSG00000201085	104	0
ENSG00000184108	2091	0
ENSG00000247130	505	0
ENSG00000248370	1453	0
ENSG00000242169	649	159
ENSG00000248880	1849	5
ENSG00000249378	5926	99
ENSG00000250523	336	13
ENSG00000275826	1799	4
ENSG00000252275	61	0
ENSG00000180015	1122	98
ENSG00000278974	775	313
ENSG00000249269	802	1
ENSG00000251619	426	0
ENSG00000250626	2326	6
ENSG00000250024	646	0
ENSG00000251310	412	0
ENSG00000249877	339	0
ENSG00000205100	2228	157
ENSG00000250739	879	0
ENSG00000272566	610	0
ENSG00000202215	176	0
ENSG00000245685	5436	36
ENSG00000250666	592	0
ENSG00000109536	1623	542
ENSG00000249462	249	0
ENSG00000271307	889	0
ENSG00000251297	1305	255
ENSG00000199572	118	0
ENSG00000201145	119	1
ENSG00000224807	1259	9
ENSG00000205097	2103	3
ENSG00000250053	484	80
ENSG00000214273	2073	80
ENSG00000249003	1343	4
ENSG00000281591	3363	3
ENSG00000277162	682	0
ENSG00000281720	1275	0
ENSG00000281652	1275	0
ENSG00000281058	1275	0
ENSG00000280799	1275	0
ENSG00000258834	1269	0
ENSG00000280757	1275	0
ENSG00000281627	1275	0
ENSG00000280457	1275	0
ENSG00000260596	2036	3
ENSG00000261914	464	7
ENSG00000282994	241	0
ENSG00000250020	718	0
ENSG00000153404	13304	2282
ENSG00000199540	111	2
ENSG00000185028	2570	53
ENSG00000261434	564	0
ENSG00000164366	9642	1098
ENSG00000260774	2881	100
ENSG00000073578	8765	834
ENSG00000286001	3665	8
ENSG00000248925	522	2
ENSG00000249915	9294	991
ENSG00000286169	5875	155
ENSG00000250848	1203	95
ENSG00000063438	4510	12
ENSG00000214278	816	4
ENSG00000250645	407	3
ENSG00000221990	1663	113
ENSG00000180104	8165	5369
ENSG00000188242	2766	77
ENSG00000066230	5754	1280
ENSG00000225138	4731	5644
ENSG00000250385	1373	0
ENSG00000264233	43	0
ENSG00000249650	591	1
ENSG00000112877	3590	291
ENSG00000171368	5979	2456
ENSG00000271781	791	35
ENSG00000206077	4574	411
ENSG00000286094	2167	24
ENSG00000249908	239	0
ENSG00000285522	109	0
ENSG00000188818	6953	549
ENSG00000247872	656	1
ENSG00000028310	9549	2718
ENSG00000071539	3319	147
ENSG00000287600	2899	0
ENSG00000248949	559	8
ENSG00000250173	420	0
ENSG00000215246	3482	9
ENSG00000272347	1585	11
ENSG00000145506	2912	5778
ENSG00000113504	6004	14961
ENSG00000263834	79	35
ENSG00000249201	1761	10
ENSG00000174358	5270	0
ENSG00000164363	2095	0
ENSG00000287486	1019	1
ENSG00000164362	5920	6
ENSG00000263670	68	0
ENSG00000049656	6549	6169
ENSG00000286388	3302	292
ENSG00000250584	3372	3
ENSG00000248951	403	0
ENSG00000279908	3251	16
ENSG00000142319	4467	35
ENSG00000153395	6475	1751
ENSG00000273742	95	0
ENSG00000251532	692	7
ENSG00000185986	3075	960
ENSG00000271119	1661	82
ENSG00000248126	121	35
ENSG00000188002	3364	554
ENSG00000232615	1075	79
ENSG00000288549	2232	13
ENSG00000263746	84	2
ENSG00000260066	3024	5
ENSG00000171421	1395	281
ENSG00000145494	887	479
ENSG00000249966	428	4
ENSG00000250417	493	0
ENSG00000279222	1482	1
ENSG00000113430	2974	1794
ENSG00000249116	425	8
ENSG00000249326	1635	5
ENSG00000288108	509	0
ENSG00000248994	14412	587
ENSG00000248597	850	3
ENSG00000249731	560	1
ENSG00000201026	111	0
ENSG00000275733	165	0
ENSG00000281560	2647	49
ENSG00000259757	688	23
ENSG00000170561	3399	4528
ENSG00000186493	1925	368
ENSG00000249541	1099	5
ENSG00000248137	560	0
ENSG00000248736	3113	0
ENSG00000249808	1130	0
ENSG00000248118	3816	6
ENSG00000249830	574	0
ENSG00000250716	768	0
ENSG00000170549	2080	3001
ENSG00000259603	383	0
ENSG00000248962	559	0
ENSG00000249994	686	0
ENSG00000250921	1599	0
ENSG00000260763	3300	0
ENSG00000248973	4490	1
ENSG00000231291	1676	7
ENSG00000251371	540	0
ENSG00000249521	801	0
ENSG00000248311	456	0
ENSG00000249941	471	0
ENSG00000251506	444	0
ENSG00000250481	786	0
ENSG00000215231	4724	0
ENSG00000251426	642	0
ENSG00000250529	432	0
ENSG00000223007	292	0
ENSG00000250579	6827	59
ENSG00000145536	5863	467
ENSG00000250866	454	0
ENSG00000251568	1114	4
ENSG00000286753	1912	55
ENSG00000248729	580	1
ENSG00000250808	364	1
ENSG00000251476	492	0
ENSG00000164151	8681	2241
ENSG00000286986	899	0
ENSG00000261037	3255	2
ENSG00000259861	442	0
ENSG00000278913	2869	1
ENSG00000250730	400	0
ENSG00000250490	2923	10
ENSG00000133398	1864	383
ENSG00000287031	2408	2
ENSG00000215218	5895	206
ENSG00000271230	310	0
ENSG00000250056	6584	26
ENSG00000037474	5506	2585
ENSG00000145545	7631	343
ENSG00000248677	3537	17
ENSG00000112941	6356	1557
ENSG00000251365	4255	9
ENSG00000272071	541	0
ENSG00000283420	69	0
ENSG00000250974	3965	0
ENSG00000200243	336	0
ENSG00000250060	2022	0
ENSG00000212258	110	0
ENSG00000287790	2296	0
ENSG00000286254	1661	1
ENSG00000237611	238	2
ENSG00000285689	536	1
