GeneID	Length	third.sorted.bam
ENSG00000179344	8917	1131
ENSG00000223534	850	0
ENSG00000235040	832	2
ENSG00000232080	1166	0
ENSG00000226030	938	0
ENSG00000237541	5808	1219
ENSG00000263649	68	2
ENSG00000232629	7435	1259
ENSG00000241106	7704	40
ENSG00000250264	25056	3
ENSG00000204267	16938	0
ENSG00000204264	3963	1739
ENSG00000204261	2423	0
ENSG00000240065	15716	591
ENSG00000168394	8770	0
ENSG00000234515	678	5
ENSG00000235301	75	0
ENSG00000242574	6400	385
ENSG00000248993	15759	8
ENSG00000204257	20482	354
ENSG00000204256	12912	8603
ENSG00000223837	655	0
ENSG00000263756	789	0
ENSG00000204252	5410	252
ENSG00000231389	16207	3636
ENSG00000223865	13707	1777
ENSG00000224796	410	0
ENSG00000231461	5543	0
ENSG00000228688	3537	0
ENSG00000224557	16634	174
ENSG00000237398	12110	22
ENSG00000230313	2985	3
ENSG00000204248	29819	632
ENSG00000204231	7101	1924
ENSG00000202441	96	0
ENSG00000112473	3995	4289
ENSG00000204228	2177	250
ENSG00000199036	110	3
ENSG00000204227	4223	3522
ENSG00000225463	624	0
ENSG00000223457	1892	1
ENSG00000272217	782	29
ENSG00000232940	5634	41
ENSG00000223501	21776	1606
ENSG00000231500	4437	9542
ENSG00000235863	7710	174
ENSG00000227057	10140	574
ENSG00000284517	63	0
ENSG00000204220	9100	461
ENSG00000284064	81	0
ENSG00000237441	7289	169
ENSG00000231925	14694	7552
ENSG00000236104	3537	1741
ENSG00000204209	4459	2640
ENSG00000285064	7901	2
ENSG00000286920	5645	0
ENSG00000229596	518	127
ENSG00000228285	696	91
ENSG00000225644	102	0
ENSG00000237649	18074	945
ENSG00000204194	498	0
ENSG00000112511	6055	4059
ENSG00000112514	1876	1455
ENSG00000197283	34029	217
ENSG00000274259	17091	13
ENSG00000284256	107	0
ENSG00000213588	3575	595
ENSG00000204188	48981	122
ENSG00000242014	307	0
ENSG00000276746	251	0
ENSG00000030110	7747	0
ENSG00000197251	7233	0
ENSG00000096433	76210	14534
ENSG00000137288	17435	1117
ENSG00000266509	107	0
ENSG00000161896	25244	52
ENSG00000161904	17929	3904
ENSG00000096395	9331	7
ENSG00000287089	2819	0
ENSG00000249346	29409	10
ENSG00000271362	242	0
ENSG00000233183	36305	136
ENSG00000276824	66	0
ENSG00000221697	80	0
ENSG00000124493	136980	6995
ENSG00000271231	1300	0
ENSG00000214810	628	56
ENSG00000137309	9359	3721
ENSG00000276404	64	0
ENSG00000186577	2728	1014
ENSG00000225339	38234	1786
ENSG00000220583	363	0
ENSG00000272325	112991	0
ENSG00000270800	141185	296
ENSG00000124614	8616	0
ENSG00000124507	69169	469
ENSG00000124664	18532	27569
ENSG00000196114	399	46
ENSG00000196821	109572	2793
ENSG00000216636	721	0
ENSG00000265123	288	0
ENSG00000220643	505	0
ENSG00000272288	1154	18
ENSG00000186328	328	0
ENSG00000217130	498	161
ENSG00000124562	16353	861
ENSG00000065060	91124	1131
ENSG00000206717	98	0
ENSG00000252106	97	0
ENSG00000064995	10610	490
ENSG00000064999	202152	5008
ENSG00000187762	310	0
ENSG00000286550	16900	0
ENSG00000273870	179	0
ENSG00000124678	30540	18
ENSG00000146197	39124	501
ENSG00000272374	4261	0
ENSG00000065029	37077	4079
ENSG00000217004	643	0
ENSG00000023892	23954	1396
ENSG00000112033	85634	8355
ENSG00000227154	6804	18
ENSG00000112039	14765	225
ENSG00000198755	2385	2557
ENSG00000276712	72	0
ENSG00000007866	23483	13802
ENSG00000112041	15023	373
ENSG00000228559	6736	10
ENSG00000219023	392	121
ENSG00000096060	154999	452
ENSG00000218749	307	0
ENSG00000287458	1860	0
ENSG00000212579	128	0
ENSG00000265527	73	0
ENSG00000232909	3081	17
ENSG00000157343	12048	54
ENSG00000220734	1020	3
ENSG00000196748	2959	62
ENSG00000204140	12657	2114
ENSG00000137392	2363	937
ENSG00000197753	48192	630
ENSG00000096063	88377	2391
ENSG00000112053	81353	486
ENSG00000271304	1860	0
ENSG00000112062	83560	2977
ENSG00000237719	656	0
ENSG00000156711	16716	3059
ENSG00000246982	50508	531
ENSG00000096070	36047	1609
ENSG00000180316	69027	52
ENSG00000189325	21128	69
ENSG00000010030	33710	455
ENSG00000224666	6632	14
ENSG00000179165	52304	93
ENSG00000112078	48377	2324
ENSG00000240733	290	0
ENSG00000112079	53588	2957
ENSG00000239964	311	0
ENSG00000112081	11248	2168
ENSG00000263894	77	0
ENSG00000238554	128	0
ENSG00000251864	107	1
ENSG00000281450	1506	0
ENSG00000213500	1454	0
ENSG00000124762	10878	9274
ENSG00000285244	951	0
ENSG00000255587	35359	83
ENSG00000220349	937	0
ENSG00000124772	98670	652
ENSG00000285888	6167	0
ENSG00000287891	2973	1
ENSG00000137168	19977	414
ENSG00000198663	57095	1511
ENSG00000232598	4605	19
ENSG00000164530	16575	20
ENSG00000137409	18158	4983
ENSG00000146192	23424	393
ENSG00000226976	330	682
ENSG00000216412	493	186
ENSG00000137193	5277	453
ENSG00000172738	45978	3
ENSG00000286105	45457	0
ENSG00000065491	75199	1482
ENSG00000275550	159	0
ENSG00000286672	3967	0
ENSG00000112130	40756	1011
ENSG00000239953	299	0
ENSG00000137200	49609	2711
ENSG00000198937	16956	409
ENSG00000204110	28269	61
ENSG00000229559	3728	6
ENSG00000227920	5716	2
ENSG00000263926	58	0
ENSG00000279942	3745	9
ENSG00000112139	68628	664
ENSG00000225945	3442	18
ENSG00000156639	334898	15657
ENSG00000243313	264	0
ENSG00000200597	170	0
ENSG00000218521	482	0
ENSG00000183826	471698	7192
ENSG00000200706	72	0
ENSG00000226533	840	0
ENSG00000199938	106	0
ENSG00000217227	1207	0
ENSG00000124767	27221	3216
ENSG00000236355	1167	0
ENSG00000124721	315482	91
ENSG00000244297	301	0
ENSG00000219273	1790	0
ENSG00000212586	98	0
ENSG00000231150	30071	0
ENSG00000220076	123	0
ENSG00000220556	383	0
ENSG00000112164	42523	25
ENSG00000112167	11124	568
ENSG00000217165	2632	0
ENSG00000164626	40505	240
ENSG00000124780	15461	103
ENSG00000095981	8271	0
ENSG00000164627	395419	264
ENSG00000218986	426	0
ENSG00000231276	1133	0
ENSG00000252990	120	0
ENSG00000146122	112580	262
ENSG00000281969	4477	0
ENSG00000235033	18268	0
ENSG00000124615	34974	769
ENSG00000220586	65933	12
ENSG00000180211	420	0
ENSG00000227131	4672	6
ENSG00000204091	52816	2
ENSG00000204092	1808	0
ENSG00000226070	10731	0
ENSG00000156564	195774	115
ENSG00000252767	103	0
ENSG00000236075	763	0
ENSG00000226454	18457	0
ENSG00000237947	1953	0
ENSG00000124602	12327	114
ENSG00000124596	64161	293
ENSG00000112212	1871	0
ENSG00000124701	11208	0
ENSG00000001167	27032	0
ENSG00000287678	20433	13
ENSG00000161912	39814	187
ENSG00000161911	4996	26
ENSG00000095970	4681	143
ENSG00000112195	11401	2
ENSG00000184106	9235	0
ENSG00000188056	10544	0
ENSG00000212176	107	0
ENSG00000225690	2281	1
ENSG00000274256	247	0
ENSG00000278745	163	0
ENSG00000124731	18757	33
ENSG00000218809	365	0
ENSG00000206745	107	0
ENSG00000213461	400	0
ENSG00000096264	15282	45
ENSG00000279284	441	4
ENSG00000280371	743	0
ENSG00000234753	53769	635
ENSG00000226917	20820	0
ENSG00000137166	55959	23499
ENSG00000266494	66	0
ENSG00000112559	17365	10693
ENSG00000230913	744	1
ENSG00000112561	52282	1102
ENSG00000231102	13637	0
ENSG00000096088	17399	15
ENSG00000269387	169	0
ENSG00000137218	16367	263
ENSG00000124593	9793	416
ENSG00000278224	6671	0
ENSG00000214736	2237	0
ENSG00000164663	105466	1058
ENSG00000268745	68	0
ENSG00000206977	140	0
ENSG00000227516	1110	0
ENSG00000124641	15786	322
ENSG00000207371	111	0
ENSG00000112578	11548	890
ENSG00000112576	115424	5902
ENSG00000206875	107	0
ENSG00000223946	1330	0
ENSG00000137413	36949	706
ENSG00000261068	2027	43
ENSG00000188112	41502	1586
ENSG00000214732	8034	0
ENSG00000048545	24644	0
ENSG00000287363	24651	0
ENSG00000112599	11673	77
ENSG00000048544	11055	525
ENSG00000124496	227121	8380
ENSG00000237107	313	0
ENSG00000024048	129443	4920
ENSG00000206848	107	0
ENSG00000112619	26000	48
ENSG00000213435	467	1
ENSG00000124659	1606	597
ENSG00000112624	121603	3157
ENSG00000146223	10310	4458
ENSG00000221821	557	81
ENSG00000288010	9312	4
ENSG00000171611	9850	15
ENSG00000287825	1171	22
ENSG00000137161	10103	4698
ENSG00000231113	7997	464
ENSG00000181524	421	286
ENSG00000124713	3127	207
ENSG00000124587	15317	4998
ENSG00000112640	27790	1396
ENSG00000124733	5726	1862
ENSG00000124702	7196	1388
ENSG00000124541	12534	1998
ENSG00000272223	509	15
ENSG00000240625	305	9
ENSG00000044090	16329	2259
ENSG00000137171	34319	1835
ENSG00000288564	7120	0
ENSG00000112651	5410	0
ENSG00000272170	409	0
ENSG00000112655	85413	8789
ENSG00000112658	10238	2058
ENSG00000112659	42404	2151
ENSG00000245261	10060	0
ENSG00000112667	3853	758
ENSG00000146216	44778	1595
ENSG00000137204	9845	27
ENSG00000146215	9088	54
ENSG00000171467	62514	2142
ENSG00000219222	127	0
ENSG00000220614	343	0
ENSG00000179157	741	0
ENSG00000226558	75	0
ENSG00000287055	55258	42
ENSG00000287266	4527	0
ENSG00000124574	23062	4148
ENSG00000276770	79	0
ENSG00000171462	6281	217
ENSG00000207076	107	0
ENSG00000137221	29034	1667
ENSG00000204052	3718	95
ENSG00000171453	52718	609
ENSG00000137207	5154	0
ENSG00000271754	545	0
ENSG00000124571	53705	276
ENSG00000219470	882	0
ENSG00000252218	127	0
ENSG00000170734	44339	930
ENSG00000203362	3133	0
ENSG00000172432	23949	4216
ENSG00000124688	11413	338
ENSG00000172426	27565	248
ENSG00000096080	16489	1160
ENSG00000218107	803	0
ENSG00000236961	15049	24
ENSG00000112715	16304	12448
ENSG00000272114	188	0
ENSG00000283573	39433	51
ENSG00000283215	7440	0
ENSG00000223469	577	0
ENSG00000237686	78930	538
ENSG00000181577	7033	0
ENSG00000231881	30497	95
ENSG00000183239	455	27
ENSG00000287562	4799	97
ENSG00000180992	14002	718
ENSG00000137216	28606	9186
ENSG00000137225	25591	187
ENSG00000265439	298	2
ENSG00000262179	1309	13
ENSG00000112759	14590	4678
ENSG00000096384	7723	49594
ENSG00000157593	3795	2047
ENSG00000284427	80	0
ENSG00000146232	7623	594
ENSG00000178233	37057	6
ENSG00000272442	105764	18
ENSG00000146221	18965	0
ENSG00000124608	14617	0
ENSG00000249481	37530	4
ENSG00000096401	62720	1906
ENSG00000266619	82	0
ENSG00000237530	14187	0
ENSG00000279076	1705	0
ENSG00000286417	102268	85
ENSG00000196284	568637	2490
ENSG00000270900	585	0
ENSG00000276156	481	0
ENSG00000277769	1240	0
ENSG00000219384	642	0
ENSG00000207769	97	0
ENSG00000124813	336193	761
ENSG00000271857	927	0
ENSG00000261080	3425	0
ENSG00000112782	199522	202
ENSG00000212468	107	0
ENSG00000231769	33854	63
ENSG00000001561	16700	201
ENSG00000112796	11796	38
ENSG00000229349	2658	264
ENSG00000172348	271237	415
ENSG00000226541	310	0
ENSG00000236466	114111	6
ENSG00000146233	103251	17
ENSG00000153291	25276	57
ENSG00000242973	17722	6
ENSG00000180113	16445	31
ENSG00000146070	31493	162
ENSG00000230062	12590	6
ENSG00000236164	2863	0
ENSG00000112818	46394	13
ENSG00000069122	102422	687
ENSG00000225730	5608	0
ENSG00000153292	44643	20
ENSG00000146072	78374	875
ENSG00000271328	288	0
ENSG00000287485	22838	7
ENSG00000270761	330	13
ENSG00000198087	149475	4494
ENSG00000199762	104	0
ENSG00000216813	397	0
ENSG00000164393	41362	2
ENSG00000153294	36158	5
ENSG00000252711	319	0
ENSG00000226594	10915	0
ENSG00000216616	413	0
ENSG00000124818	50799	4
ENSG00000200340	161	0
ENSG00000244694	190662	159
ENSG00000286811	41866	245
ENSG00000226068	803	46
ENSG00000216835	1191	9
ENSG00000278736	382	0
ENSG00000287137	40865	2
ENSG00000271162	712	0
ENSG00000218337	340	0
ENSG00000274867	579	0
ENSG00000217631	195	4
ENSG00000252457	62	0
ENSG00000277043	2236	1
ENSG00000146085	32894	576
ENSG00000031691	29738	368
ENSG00000203972	28156	8
ENSG00000197261	11262	173
ENSG00000216998	14243	2
ENSG00000112077	31665	11
ENSG00000124490	21233	13
ENSG00000235122	106179	40
ENSG00000279127	2077	0
ENSG00000096006	17054	0
ENSG00000170950	1626	0
ENSG00000226707	1071	0
ENSG00000124812	42840	7
ENSG00000214643	4245	0
ENSG00000177684	3916	0
ENSG00000214642	949	0
ENSG00000203970	12857	0
ENSG00000180872	7731	2
ENSG00000226733	87619	11
ENSG00000286405	4032	2
ENSG00000233470	7070	2
ENSG00000230472	49599	20
ENSG00000008197	59508	5
ENSG00000008196	28897	20336
ENSG00000060303	408	7
ENSG00000216913	611	0
ENSG00000230204	545	1166
ENSG00000270306	568	0
ENSG00000232702	457	20
ENSG00000212532	76	0
ENSG00000214641	389	0
ENSG00000228689	23706	26
ENSG00000170927	472315	277
ENSG00000240641	287	0
ENSG00000207604	86	0
ENSG00000225613	4306	3
ENSG00000199080	119	0
ENSG00000112115	4264	1
ENSG00000112116	7820	5
ENSG00000218363	903	0
ENSG00000112118	20868	2150
ENSG00000170915	46357	0
ENSG00000096093	167764	1436
ENSG00000065308	79653	210
ENSG00000225791	66272	145
ENSG00000270382	279	0
ENSG00000216775	4790	223
ENSG00000096092	15476	329
ENSG00000220377	15896	9
ENSG00000271227	338	0
ENSG00000237674	5067	0
ENSG00000244067	13389	3
ENSG00000217228	13068	20
ENSG00000243955	12490	0
ENSG00000223622	7848	2
ENSG00000182793	14441	4
ENSG00000230375	22420	36
ENSG00000230845	6927	0
ENSG00000174156	13060	10
ENSG00000243236	17796	15
ENSG00000288014	217	0
ENSG00000170899	17357	1283
ENSG00000202198	331	0
ENSG00000283293	328	0
ENSG00000112144	60524	1237
ENSG00000112146	48883	2234
ENSG00000242865	297	0
ENSG00000261745	503	3
ENSG00000137270	21881	23
ENSG00000253026	104	0
ENSG00000219074	440	0
ENSG00000218713	2100	4
ENSG00000206908	164	0
ENSG00000219163	677	35
ENSG00000012660	81782	3420
ENSG00000264056	79	0
ENSG00000217527	404	0
ENSG00000271367	548	5
ENSG00000219863	351	1
ENSG00000218049	340	0
ENSG00000218261	359	0
ENSG00000271338	685	0
ENSG00000253010	314	0
ENSG00000271373	286	0
ENSG00000001084	119630	985
ENSG00000249379	4552	0
ENSG00000231683	55883	0
ENSG00000235899	14930	2
ENSG00000124743	17841	47
ENSG00000227885	55639	1071
ENSG00000137269	129629	2224
ENSG00000271218	1815	0
ENSG00000146147	336299	201
ENSG00000236740	67646	0
ENSG00000235050	101178	0
ENSG00000236996	8263	0
ENSG00000218143	299	0
ENSG00000287745	504	0
ENSG00000137251	82284	15
ENSG00000228231	4637	0
ENSG00000213335	682	0
ENSG00000216347	664	0
ENSG00000220773	884	22
ENSG00000220635	552	1
ENSG00000251946	106	0
ENSG00000224984	738	2
ENSG00000168143	98329	613
ENSG00000261116	1933	0
ENSG00000137252	176161	32
ENSG00000187871	75025	48
ENSG00000146151	144846	46
ENSG00000220725	380	0
ENSG00000112175	121938	51
ENSG00000214604	835	0
ENSG00000124749	337505	132
ENSG00000219095	268	0
ENSG00000227602	330	0
ENSG00000220666	1264	1
ENSG00000151914	496663	7386
ENSG00000231441	20151	0
ENSG00000216854	553	0
ENSG00000200224	107	0
ENSG00000151917	72240	158
ENSG00000219790	457	0
ENSG00000218980	280	0
ENSG00000276576	468	1
ENSG00000168116	8708	253
ENSG00000112200	83462	675
ENSG00000226803	59343	5
ENSG00000112208	17508	139
ENSG00000112210	35316	73
ENSG00000146143	332046	2687
ENSG00000212017	81	0
ENSG00000266579	3837	0
ENSG00000272541	578	19
ENSG00000286723	4227	44
ENSG00000271761	540	6
ENSG00000272316	5352	195
ENSG00000239650	10508	19
ENSG00000283352	41471	829
ENSG00000218189	1558	0
ENSG00000215190	15428	1
ENSG00000225096	476927	378
ENSG00000214563	975	0
ENSG00000216687	1415	0
ENSG00000214561	1289	0
ENSG00000275046	163	0
ENSG00000283453	265217	645
ENSG00000277172	975	1
ENSG00000275773	751	0
ENSG00000287598	152523	82
ENSG00000274844	349	0
ENSG00000276290	1283	0
ENSG00000220030	414	0
ENSG00000255633	75	0
ENSG00000250686	50817	17
ENSG00000112232	606265	184
ENSG00000287679	23786	0
ENSG00000216859	564	0
ENSG00000217067	846	0
ENSG00000262566	175	0
ENSG00000217477	559	0
ENSG00000198225	1579	397
ENSG00000219940	259	0
ENSG00000218520	1024	4
ENSG00000146166	44033	5
ENSG00000218617	385	0
ENSG00000218274	2100	0
ENSG00000218048	2815	43
ENSG00000225121	1743	4
ENSG00000112245	61691	221
ENSG00000213312	801	0
ENSG00000266680	1404	0
ENSG00000285976	11116	12
ENSG00000262651	143	0
ENSG00000213309	535	53
ENSG00000118482	143535	2965
ENSG00000188107	1987247	2103
ENSG00000218813	843	0
ENSG00000236345	15807	0
ENSG00000219653	329	0
ENSG00000232120	34985	0
ENSG00000217811	478	0
ENSG00000243828	5001	0
ENSG00000214558	2436	0
ENSG00000220483	871	1
ENSG00000233859	1110	40
ENSG00000218890	1479	11
ENSG00000270521	586	16
ENSG00000238949	62	0
ENSG00000212229	73	0
ENSG00000271111	905	0
ENSG00000251965	78	0
ENSG00000201015	104	0
ENSG00000206672	109	0
ENSG00000227706	11024	1
ENSG00000286680	102463	0
ENSG00000287557	109775	1
ENSG00000270509	1198	0
ENSG00000285838	52712	3
ENSG00000223504	5152	0
ENSG00000286564	18698	0
ENSG00000226497	102928	37
ENSG00000288088	244173	1254
ENSG00000218834	190	0
ENSG00000230910	7283	2
ENSG00000135298	754225	173
ENSG00000168216	194480	1502
ENSG00000219085	874	0
ENSG00000219881	981	0
ENSG00000082293	345913	78
ENSG00000216365	287	0
ENSG00000112280	88023	16
ENSG00000253809	19399	0
ENSG00000287300	5884	6
ENSG00000237643	8237	0
ENSG00000224349	1123	1
ENSG00000082269	148234	402
ENSG00000238386	63	0
ENSG00000154079	22653	326
ENSG00000271967	543	6
ENSG00000232389	1101	70
ENSG00000218870	778	0
ENSG00000112305	194236	1544
ENSG00000262803	781	0
ENSG00000217767	460	0
ENSG00000112309	100382	150
ENSG00000287939	29895	11
ENSG00000219669	812	0
ENSG00000221345	213	0
ENSG00000218350	695	12
ENSG00000207180	107	0
ENSG00000232295	106772	71
ENSG00000287380	2205	0
ENSG00000276127	1231	0
ENSG00000119900	20249	0
ENSG00000269966	122264	5
ENSG00000230597	865	0
ENSG00000233237	77319	3
ENSG00000199094	72	0
ENSG00000279289	3978	0
ENSG00000207827	71	0
ENSG00000223765	8041	4
ENSG00000285963	2646	4
ENSG00000219575	686	0
ENSG00000218014	1186	70
ENSG00000202069	138	0
ENSG00000079841	516441	368
ENSG00000218732	838	0
ENSG00000217483	598	0
ENSG00000181514	1184	0
ENSG00000285844	7688	0
ENSG00000185760	577060	366
ENSG00000233844	48064	0
ENSG00000266180	67	0
ENSG00000232422	1438	0
ENSG00000220515	761	0
ENSG00000229154	12869	0
ENSG00000234025	623	0
ENSG00000251360	998	0
ENSG00000243501	53451	20
ENSG00000256980	2227	0
ENSG00000135314	69052	79
ENSG00000229852	38578	0
ENSG00000239626	860	0
ENSG00000234882	1316	0
ENSG00000223389	614	4
ENSG00000226840	1494	23
ENSG00000203909	1214	0
ENSG00000203908	1514	0
ENSG00000203907	26579	3
ENSG00000231332	18014	0
ENSG00000235174	156	0
ENSG00000224221	730	0
ENSG00000080007	22739	20
ENSG00000164430	38783	145
ENSG00000135297	47659	843
ENSG00000207023	105	0
ENSG00000271986	288	0
ENSG00000223821	718	0
ENSG00000156508	8048	53116
ENSG00000229862	46979	104
ENSG00000223967	136	0
ENSG00000119899	60614	1594
ENSG00000218459	252	0
ENSG00000231652	2229	5
ENSG00000156535	132532	223
ENSG00000279790	1770	2
ENSG00000217268	293	0
ENSG00000223786	621277	259
ENSG00000217178	395	0
ENSG00000272243	204072	18
ENSG00000218483	267	0
ENSG00000224583	9619	0
ENSG00000219736	1408	0
ENSG00000111799	121728	2968
ENSG00000112695	12649	1177
ENSG00000112697	32025	1406
ENSG00000225793	32512	26
ENSG00000118407	201942	249
ENSG00000203489	880	0
ENSG00000237174	42087	0
ENSG00000221332	208	0
ENSG00000263533	67	0
ENSG00000238156	3957	0
ENSG00000217680	448	0
ENSG00000201291	157	0
ENSG00000219722	432	0
ENSG00000220730	340	0
ENSG00000252137	91	0
ENSG00000112701	116773	5612
ENSG00000217488	988	0
ENSG00000252498	94	0
ENSG00000200091	330	0
ENSG00000285401	566	0
ENSG00000196586	170346	10408
ENSG00000252156	100	0
ENSG00000223169	97	0
ENSG00000112706	151565	124
ENSG00000200040	113	0
ENSG00000222652	107	0
ENSG00000238697	102	0
ENSG00000236635	72182	14
ENSG00000272445	102	0
ENSG00000280511	1263	0
ENSG00000231762	2285	2
ENSG00000271945	322817	405
ENSG00000276064	98	0
ENSG00000135312	2568	5
ENSG00000219253	553	0
ENSG00000269964	276755	3223
ENSG00000230309	1570	0
ENSG00000229495	3589	0
ENSG00000146243	78890	1726
ENSG00000146247	143836	12701
ENSG00000217512	447	0
ENSG00000286340	3531	13
ENSG00000118418	33494	1918
ENSG00000270362	3080	94
ENSG00000220154	323	26
ENSG00000201464	104	4
ENSG00000286042	5716	1480
ENSG00000217786	640	1
ENSG00000218029	271	0
ENSG00000262048	535	0
ENSG00000231533	109105	112
ENSG00000218748	260	0
ENSG00000135338	52468	24
ENSG00000287811	2437	54
ENSG00000261970	367	53
ENSG00000272137	471	23
ENSG00000279659	1654	11
ENSG00000198478	72327	333
ENSG00000235357	29805	3
ENSG00000220918	949	0
ENSG00000285586	2082	1
ENSG00000233835	2738	0
ENSG00000118402	32740	25
ENSG00000287816	32237	12
ENSG00000218582	1007	0
ENSG00000220311	305	0
ENSG00000112742	38641	438
ENSG00000288071	38062	60
ENSG00000218418	5914	0
ENSG00000217377	634	0
ENSG00000083123	239624	4009
ENSG00000272129	1436	41
ENSG00000219547	555	3
ENSG00000279022	443	5
ENSG00000233967	25380	204
ENSG00000260645	2123	36
ENSG00000219361	358	3
ENSG00000181705	197	0
ENSG00000216352	1349	1
ENSG00000112773	261336	5440
ENSG00000226089	7814	0
ENSG00000277797	2407	0
ENSG00000212336	120	0
ENSG00000232031	11632	0
ENSG00000206886	133	0
ENSG00000219702	293	0
ENSG00000224995	872	0
ENSG00000226453	324790	619
ENSG00000260574	87	0
ENSG00000005700	77769	2792
ENSG00000223044	103	0
ENSG00000220537	979	0
ENSG00000286875	9797	7
ENSG00000146242	4215	1257
ENSG00000118420	173452	2430
ENSG00000220091	294	0
ENSG00000227215	6077	0
ENSG00000083097	103685	3661
ENSG00000013375	32787	730
ENSG00000013392	5579	242
ENSG00000065833	220650	2968
ENSG00000219951	994	0
ENSG00000146250	13171	3
ENSG00000065609	156812	149
ENSG00000237874	8471	4
ENSG00000287705	1856	0
ENSG00000203877	4250	0
ENSG00000065615	107768	1588
ENSG00000228679	23596	526
ENSG00000230852	6897	65
ENSG00000135324	57110	1531
ENSG00000135315	103403	2732
ENSG00000231776	135125	38
ENSG00000226309	1219	0
ENSG00000112837	77248	77
ENSG00000228290	21867	0
ENSG00000219604	138	0
ENSG00000287294	1210	0
ENSG00000216523	229	0
ENSG00000220291	12083	0
ENSG00000216902	367	0
ENSG00000217060	4774	5
ENSG00000213211	1219	0
ENSG00000234155	2968	1
ENSG00000216439	469	0
ENSG00000214460	514	143
ENSG00000135318	46208	182
ENSG00000280232	618	4
ENSG00000135317	88661	3169
ENSG00000271793	57257	221
ENSG00000135316	36008	2285
ENSG00000203875	28442	787
ENSG00000220563	715	0
ENSG00000275072	70	0
ENSG00000217334	641	1
ENSG00000198738	178	1
ENSG00000222686	173	0
ENSG00000200427	117	0
ENSG00000218766	512	0
ENSG00000288021	48574	91
ENSG00000202103	139	0
ENSG00000220069	720	0
ENSG00000217272	572	0
ENSG00000220831	340	2
ENSG00000219500	426	0
ENSG00000243124	291	0
ENSG00000218561	401	0
ENSG00000219190	411	0
ENSG00000217769	304	17
ENSG00000220240	137	0
ENSG00000168830	79152	54
ENSG00000214457	728	0
ENSG00000217169	247	0
ENSG00000217776	306	1
ENSG00000252697	304	0
ENSG00000135346	9909	2
ENSG00000215477	996	2
ENSG00000272008	4127	4
ENSG00000188994	113111	5889
ENSG00000218313	936	0
ENSG00000164411	46299	44
ENSG00000216990	1676	0
ENSG00000111850	77167	1378
ENSG00000203872	20651	0
ENSG00000279616	1775	0
ENSG00000272514	56494	0
ENSG00000213204	103623	14
ENSG00000216324	294	0
ENSG00000218793	982	0
ENSG00000218698	781	0
ENSG00000164414	41714	521
ENSG00000206715	108	0
ENSG00000146282	76050	1324
ENSG00000135336	77387	1286
ENSG00000135334	27374	911
ENSG00000238628	104	0
ENSG00000207131	113	0
ENSG00000240997	298	0
ENSG00000271114	446	0
ENSG00000286278	674	0
ENSG00000118434	18998	5
ENSG00000118432	26496	31
ENSG00000279565	3502	0
ENSG00000234426	265125	431
ENSG00000220131	354	0
ENSG00000220267	1108	0
ENSG00000286871	7168	0
ENSG00000111880	353722	2780
ENSG00000222145	189	0
ENSG00000280277	2061	3
ENSG00000220130	267	22
ENSG00000220960	482	1
ENSG00000223001	191	0
ENSG00000271931	504	2
ENSG00000146278	4410	2621
ENSG00000264017	297	3
ENSG00000154548	22113	277
ENSG00000288009	15099	86
ENSG00000146281	19511	243
ENSG00000146276	53775	57
ENSG00000111886	60836	151
ENSG00000220418	1332	0
ENSG00000198833	26098	2154
ENSG00000025039	47658	199
ENSG00000218965	950	7
ENSG00000135299	200683	1256
ENSG00000239316	293	0
ENSG00000237027	6170	0
ENSG00000083099	70606	1301
ENSG00000112159	177297	4124
ENSG00000228124	2315	0
ENSG00000220871	280	0
ENSG00000217653	755	0
ENSG00000118412	44543	4225
ENSG00000199630	96	0
ENSG00000218300	335	0
ENSG00000219240	1693	1
ENSG00000135355	27292	14
ENSG00000252891	110	0
ENSG00000112182	370381	895
ENSG00000226455	3071	0
ENSG00000222078	285	0
ENSG00000287789	6684	0
ENSG00000218730	406	0
ENSG00000260271	68406	10
ENSG00000266760	92	0
ENSG00000135341	73500	1452
ENSG00000224605	2688	1
ENSG00000263734	78	0
ENSG00000224944	133137	34
ENSG00000262095	261	0
ENSG00000219087	166	0
ENSG00000220340	224	0
ENSG00000240961	289	0
ENSG00000219867	586	0
ENSG00000285961	177547	15
ENSG00000220553	893	0
ENSG00000200492	211	0
ENSG00000261038	987	0
ENSG00000288101	2203	0
ENSG00000220908	827	0
ENSG00000221455	213	0
ENSG00000219387	1331	2
ENSG00000235099	32998	5
ENSG00000213187	785	0
ENSG00000135333	179540	29
ENSG00000287683	261004	86
ENSG00000288085	25453	0
ENSG00000280451	1212	0
ENSG00000252249	124	0
ENSG00000229600	2511	0
ENSG00000231143	30739	3
ENSG00000220370	226	0
ENSG00000279403	1166	0
ENSG00000270484	1780	0
ENSG00000216853	440	0
ENSG00000219627	315	0
ENSG00000261366	2268	26
ENSG00000172469	31918	356
ENSG00000219549	2815	1
ENSG00000287578	98249	43
ENSG00000219941	1243	0
ENSG00000172461	199639	429
ENSG00000233797	321878	830
ENSG00000242560	297	0
ENSG00000014123	33682	2283
ENSG00000112214	54089	35
ENSG00000213183	581	12
ENSG00000207309	139	0
ENSG00000219139	869	0
ENSG00000217331	841	0
ENSG00000216518	905	0
ENSG00000224384	10685	6
ENSG00000112218	43353	32
ENSG00000123545	8577	212
ENSG00000263479	297	0
ENSG00000186231	216135	82
